,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20151231,20141231,20131231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,
2,货币资金,303101888.35,174862178.58,149547669.52,426155995.85,186014477.16,180450888.20,346278661.11,527731845.02,178957299.38,206966677.72,237794083.85,314047877.45,87499086.47,85695752.77,64680536.73,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0
5,应收票据及应收账款,344137605.90,245915551.04,215213461.35,216159567.15,235417645.72,222624054.09,163780340.08,151541928.30,0,189321861.80,125488120.41,154635844.79,87558317.60,34187051.75,0,0.0
6,应收票据,0,0,0,0,295680.00,1299930.00,2503680.00,0.00,0,220021.00,13426779.39,27098704.82,6842685.22,0,8428830.02,0.0
7,应收账款,344137605.90,245915551.04,215213461.35,216159567.15,235121965.72,221324124.09,161276660.08,151541928.30,224705944.42,189101840.80,112061341.02,127537139.97,80715632.38,34187051.75,28228638.00,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,81441115.72,51122727.27,103837625.96,60308289.57,90103972.91,59712316.87,14676109.68,1223897.31,13315362.90,2027479.22,2889067.31,1240318.69,1582397.18,3891686.51,2706770.05,0.0
10,其他应收款(合计),20645830.61,20546442.70,88461163.71,77044734.92,54292170.43,35468179.96,16215389.33,11968019.12,0,7566093.97,12636839.67,12164865.96,10032844.42,4774240.02,0,0.0
11,应收利息,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0
12,应收股利,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0
13,其他应收款,0,20546442.70,0,77044734.92,54292170.43,35468179.96,16215389.33,11968019.12,12818204.35,7566093.97,12636839.67,12164865.96,10032844.42,4774240.02,4102024.67,0.0
14,买入返售金融资产,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0
15,存货,155496144.38,158282676.28,128495775.81,114945716.70,82044998.24,81316136.50,85266264.86,98904372.03,125265107.39,129713632.07,136723790.73,141687788.81,88442933.79,11772976.62,3020029.17,0.0
16,划分为持有待售的资产,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0
17,一年内到期的非流动资产,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0
18,待摊费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
19,待处理流动资产损益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
20,其他流动资产,18981177.45,12632717.50,12097867.35,2132384.09,13110.36,2441153.82,9636447.21,10878551.99,156393177.53,3093242.92,18230167.90,15761266.88,279292566.01,3564929.05,134550.10,0.0
21,流动资产合计,923803762.41,663362293.37,697653563.70,896746688.28,647886374.82,582012729.44,635853212.27,802248613.77,711455095.97,538688987.70,533762069.87,639537962.58,554408145.47,143886636.72,111301378.74,0.0
22,非流动资产,,,,,,,,,,,,,,,,
23,发放贷款及垫款,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0
24,可供出售金融资产,0,0,0,80715000.00,0,40587876.00,40587876.00,40587876.00,40587876.00,0.00,0,0,0,0,0,0.0
25,持有至到期投资,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0
26,长期应收款,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0
27,长期股权投资,107188938.48,111461213.74,65408203.90,88872473.99,68708820.97,19154081.43,18483558.03,19352715.66,20562135.72,23006437.90,24101449.61,25043907.92,26436138.65,27731796.33,0,0.0
28,投资性房地产,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0
29,在建工程(合计),157694.34,157694.34,157694.34,157694.34,157694.34,157694.34,157694.34,157694.34,0,157694.34,157694.34,157694.34,157694.34,62154919.42,0,0.0
30,在建工程,0,157694.34,0,157694.34,157694.34,157694.34,157694.34,157694.34,157694.34,157694.34,157694.34,157694.34,157694.34,62154919.42,764051.68,0.0
31,工程物资,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0
32,固定资产及清理(合计),73397583.75,75690710.74,71278819.17,73280885.01,75742163.55,77647129.76,77627242.81,78030232.70,0,79937763.45,81201981.51,81836958.73,92513067.37,9627843.12,0,0.0
33,固定资产净额,0,75690710.74,0,73280885.01,75742163.55,77647129.76,77627242.81,78030232.70,78251939.85,79937763.45,81201981.51,81836958.73,92513067.37,9627843.12,3091111.70,0.0
34,固定资产清理,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0
35,生产性生物资产,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0
36,公益性生物资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
37,油气资产,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0
38,使用权资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
39,无形资产,94202360.72,101434505.20,95470974.67,102349656.02,105242346.81,111303682.64,96233786.70,89994990.79,87480631.68,78197039.02,72930774.66,75249091.67,62848822.62,48075746.92,37711998.69,0.0
40,开发支出,53841610.33,39460393.94,32794179.13,24442608.05,6859348.47,1341203.20,0,0,0,0.00,0,0,0,0,0,0.0
41,商誉,299825844.80,299825844.80,299825844.80,299825844.80,0,0,0,0,0,0.00,0,0,0,0,0,0.0
42,长期待摊费用,16369133.73,19159607.69,11104448.36,13015133.96,11293018.68,10680147.45,12412442.71,12493295.44,15787053.37,16805265.40,19725966.40,21934627.16,16992812.52,385608.78,289336.87,0.0
43,递延所得税资产,14934551.63,13862791.41,12513610.27,10477230.74,12002020.22,17196077.23,13420025.64,4217011.96,7581459.16,8209667.90,8382949.58,3650109.17,3551037.74,4249112.30,500967.60,0.0
44,其他非流动资产,53193106.23,32464987.63,37283595.93,37227703.91,52464867.00,72817872.42,60019569.42,39202303.02,7082912.85,4673539.00,547501.73,951303.21,587533.00,0,0,0.0
45,非流动资产合计,878200629.85,858607555.33,736552370.57,730364230.82,373058156.04,350885764.47,318942195.65,284036119.91,257491702.97,210987407.01,207048317.83,208823692.20,203087106.24,152225026.87,42357466.54,0.0
46,资产总计,1802004392.26,1521969848.70,1434205934.27,1627110919.10,1020944530.86,932898493.91,954795407.92,1086284733.68,968946798.94,749676394.71,740810387.70,848361654.78,757495251.71,296111663.59,153658845.28,0.0
47,流动负债,,,,,,,,,,,,,,,,
48,短期借款,325009500.00,169009500.00,183509500.00,183509500.00,88500000.00,0,0,0,0,0.00,0,0,0,0,0,0.0
49,交易性金融负债,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0
50,应付票据及应付账款,100129947.90,37934978.33,34752540.13,31043898.90,12240803.94,18713292.82,5709729.00,97953464.43,0,35112212.61,12594460.99,78082452.35,68912412.57,47573564.52,0,0.0
51,应付票据,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0
52,应付账款,100129947.90,37934978.33,0,31043898.90,0,18713292.82,5709729.00,97953464.43,24423898.60,35112212.61,12594460.99,78082452.35,68912412.57,47573564.52,23839982.31,0.0
53,预收款项,6652817.29,4401078.37,3483780.46,4060718.65,0.00,0,0,59788.21,0,0.00,5114947.70,1452231.52,6584687.94,1428315.93,1238715.26,0.0
54,应付手续费及佣金,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0
55,应付职工薪酬,7025189.92,6451152.15,6771683.41,6654122.89,5422652.34,6724303.88,6176935.21,5987886.05,5571397.87,5309279.62,5410205.00,5609810.99,4342783.95,3641050.98,2280280.67,0.0
56,应交税费,3539998.57,3546359.04,6155831.32,6758790.83,1267425.41,1442067.63,1423604.42,1202995.54,3812774.35,3148000.77,733136.41,4070871.18,2845857.75,8126849.99,2172815.39,0.0
57,其他应付款(合计),75278384.37,48329061.45,195241072.73,375986467.08,17376078.89,14744448.99,14862620.79,16958797.28,0,18603397.55,19385916.17,33079195.22,10981291.43,24585359.67,0,0.0
58,应付利息,0,2079936.94,0,373660.65,0,0,0,0,0,0.00,0,0,0,0,0,0.0
59,应付股利,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0
60,其他应付款,0,46249124.51,0,375612806.43,17376078.89,14744448.99,14862620.79,16958797.28,21927110.44,18603397.55,19385916.17,33079195.22,10981291.43,24585359.67,3487557.42,0.0
61,预提费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
62,一年内的递延收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
63,应付短期债券,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
64,一年内到期的非流动负债,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,100000.00,0.0
65,其他流动负债,0,0,0,0,0.00,0,0,191698.50,562777.60,4090905.89,15093513.35,16412800.38,13899317.63,8973441.69,2413055.16,0.0
66,流动负债合计,517635838.05,269672129.34,429914408.05,608013498.35,124806960.58,41624113.32,28172889.42,122354630.01,56297958.86,66263796.44,58332179.62,138707361.64,107566351.27,94328582.78,35532406.21,0.0
67,非流动负债,,,,,,,,,,,,,,,,
68,长期借款,215000000.00,216000000.00,0,0,0,0,0,0,0,0.00,0,0,0,40000000.00,0,0.0
69,应付债券,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0
70,租赁负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
71,长期应付职工薪酬,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0
72,长期应付款(合计),0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0
73,长期应付款,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0
74,专项应付款,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0
75,预计非流动负债,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0
76,递延所得税负债,18695781.25,18910571.53,13488681.42,13504466.72,3943787.60,3943787.60,3943787.60,3943787.60,0,0.00,0,0,0,0,0,0.0
77,长期递延收益,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0
78,其他非流动负债,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.0
