,报表日期,20190930,20190630,20190331,20181231,20171231,20161231,19700101
0,单位,元,元,元,元,元,元,
1,流动资产,,,,,,,
2,货币资金,1110692463.32,218811815.46,0,305611449.53,325601840.37,170828736.47,0.0
3,交易性金融资产,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0.0
5,应收票据及应收账款,471440659.12,488593861.47,0,365558993.82,335221003.68,232144778.92,0.0
6,应收票据,0,37500000.00,0,108846511.46,51758507.60,24423000.00,0.0
7,应收账款,471440659.12,451093861.47,0,256712482.36,283462496.08,207721778.92,0.0
8,应收款项融资,33885888.63,0,0,0,0,0,0.0
9,预付款项,12456879.92,12212030.32,0,3980658.02,1549865.74,2694145.02,0.0
10,其他应收款(合计),9056796.10,16837388.83,0,17010085.30,3882491.30,29163347.73,0.0
11,应收利息,0,0,0,0,0,0,0.0
12,应收股利,0,0,0,0,0,0,0.0
13,其他应收款,0,0,0,17010085.30,3882491.30,29163347.73,0.0
14,买入返售金融资产,0,0,0,0,0,0,0.0
15,存货,39311622.40,32987470.71,0,49346987.28,52203852.37,61759380.96,0.0
16,划分为持有待售的资产,0,0,0,0,0,0,0.0
17,一年内到期的非流动资产,0,0,0,0,0,0,0.0
18,待摊费用,0,0,0,0,0,0,0.0
19,待处理流动资产损益,0,0,0,0,0,0,0.0
20,其他流动资产,45371692.85,43807555.22,0,32139797.50,107227576.31,470257485.53,0.0
21,流动资产合计,1722216002.34,813250122.01,0,773647971.45,825686629.77,966847874.63,0.0
22,非流动资产,,,,,,,
23,发放贷款及垫款,0,0,0,0,0,0,0.0
24,可供出售金融资产,0,0,0,0,0,0,0.0
25,持有至到期投资,0,0,0,0,0,0,0.0
26,长期应收款,3182377.13,3182377.13,0,2623659.05,3365716.14,11380255.85,0.0
27,长期股权投资,24982945.30,24998257.06,0,24111259.48,0,0,0.0
28,投资性房地产,0,0,0,0,0,0,0.0
29,在建工程(合计),390094003.27,372815263.45,0,316281390.72,74964746.72,429487.20,0.0
30,在建工程,0,0,0,0,0,0,0.0
31,工程物资,0,0,0,0,0,0,0.0
32,固定资产及清理(合计),54723276.29,57958751.67,0,48876852.87,31618614.85,35076966.53,0.0
33,固定资产净额,0,0,0,48876852.87,31618614.85,35076966.53,0.0
34,固定资产清理,0,0,0,0,0,0,0.0
35,生产性生物资产,0,0,0,0,0,0,0.0
