,报表日期,20190930,20190630,20181231,20171231,20170630,20161231,20151231,20141231,19700101
0,单位,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,
2,货币资金,102138106.28,92394404.56,80038757.72,108878401.63,160237292.22,138370000.34,133464679.86,78422798.29,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,284807551.90,419490474.58,365255459.84,362875673.32,0,350768881.91,0,0,0.0
6,应收票据,0,182173952.60,0,0,135252899.91,153698944.52,110861008.58,105243554.26,0.0
7,应收账款,284807551.90,237316521.98,0,0,206828549.32,197069937.39,200387511.15,234980891.21,0.0
8,应收款项融资,171404806.16,0,0,0,0,0,0,0,0.0
9,预付款项,7582901.29,11924203.40,15201058.50,8971971.42,5510539.24,7986376.01,6851192.41,11519297.68,0.0
10,其他应收款(合计),1287244.21,1194856.53,2048155.09,4534904.89,0,5784436.83,0,0,0.0
11,应收利息,0,0,0,0,0,0,0,0,0.0
12,应收股利,0,0,0,0,0,0,0,0,0.0
13,其他应收款,0,1194856.53,0,0,8106876.92,5784436.83,4537852.19,4648260.17,0.0
14,买入返售金融资产,0,0,0,0,0,0,0,0,0.0
15,存货,254479641.49,254908011.79,297315625.57,246884754.22,239870791.10,248996706.98,242193075.79,130875452.41,0.0
16,划分为持有待售的资产,0,0,0,0,0,0,0,0,0.0
17,一年内到期的非流动资产,0,0,0,0,0,0,0,0,0.0
18,待摊费用,0,0,0,0,0,0,0,0,0.0
19,待处理流动资产损益,0,0,0,0,0,0,0,0,0.0
20,其他流动资产,541825.79,4950053.11,6150603.36,2881819.89,4653670.82,4640650.04,898074.80,528502.29,0.0
21,流动资产合计,822242077.12,784862003.97,766009660.08,735027525.37,760460619.53,756547052.11,699193394.78,566218756.31,0.0
22,非流动资产,,,,,,,,,
23,发放贷款及垫款,0,0,0,0,0,0,0,0,0.0
24,可供出售金融资产,0,0,0,0,0,0,0,0,0.0
25,持有至到期投资,0,0,0,0,0,0,0,0,0.0
26,长期应收款,0,0,0,0,0,0,0,0,0.0
27,长期股权投资,0,0,0,0,0,0,0,38636527.05,0.0
28,投资性房地产,0,0,0,0,0,0,0,0,0.0
29,在建工程(合计),126320426.26,120079090.31,176265770.44,123512852.90,0,46110330.26,0,0,0.0
30,在建工程,0,120079090.31,0,0,74974953.87,46110330.26,12835848.54,0,0.0
31,工程物资,0,0,0,0,0,0,0,0,0.0
32,固定资产及清理(合计),283878310.08,283690441.80,213907584.61,188086337.07,0,192062095.27,0,0,0.0
33,固定资产净额,0,283690441.80,0,0,181795500.24,192062095.27,198830258.86,70764310.83,0.0
34,固定资产清理,0,0,0,0,0,0,0,0,0.0
35,生产性生物资产,0,0,0,0,0,0,0,0,0.0
36,公益性生物资产,0,0,0,0,0,0,0,0,0.0
37,油气资产,0,0,0,0,0,0,0,0,0.0
38,使用权资产,0,0,0,0,0,0,0,0,0.0
39,无形资产,74203531.77,74709028.37,75610363.87,72369694.83,72643393.29,51374564.11,50020806.85,10305755.04,0.0
40,开发支出,0,0,0,0,0,0,0,0,0.0
41,商誉,0,0,0,0,0,0,0,0,0.0
42,长期待摊费用,2874838.30,2874838.30,2874838.30,2874838.30,1648326.40,1648326.40,0,0,0.0
43,递延所得税资产,4992214.68,4415982.72,4497996.85,4083675.00,4503645.31,4964838.52,4387857.15,3955610.52,0.0
44,其他非流动资产,15538915.67,14701842.29,17318729.10,25653993.59,30188631.38,14482781.63,6139983.31,0,0.0
45,非流动资产合计,507808236.76,500471223.79,490475283.17,416581391.69,365754450.49,310642936.19,272214754.71,123662203.44,0.0
46,资产总计,1330050313.88,1285333227.76,1256484943.25,1151608917.06,1126215070.02,1067189988.30,971408149.49,689880959.75,0.0
47,流动负债,,,,,,,,,
48,短期借款,0,0,0,0,15000000.00,15000000.00,2000000.00,2000000.00,0.0
49,交易性金融负债,0,0,0,0,0,0,0,0,0.0
50,应付票据及应付账款,245401817.71,228012153.69,249815072.79,234332166.45,0,214039770.83,0,0,0.0
51,应付票据,130000000.00,131850000.00,0,0,153920000.00,92768000.00,129720000.00,73000000.00,0.0
52,应付账款,115401817.71,96162153.69,0,0,99582165.59,121271770.83,106188322.48,76929848.42,0.0
53,预收款项,5839047.92,6431119.84,12522571.19,7172982.57,12368222.96,3921979.36,6342785.32,7796930.59,0.0
54,应付手续费及佣金,0,0,0,0,0,0,0,0,0.0
55,应付职工薪酬,20010781.72,21384935.04,21924626.32,18817466.15,17733758.07,20286912.20,19210803.79,20873463.01,0.0
56,应交税费,4413728.77,3716471.50,2838461.39,5231364.79,1850039.79,3848700.27,3611545.15,10701662.13,0.0
57,其他应付款(合计),10092076.36,11208779.02,11210276.20,11160213.67,0,28096361.93,0,0,0.0
58,应付利息,0,0,0,0,19031.24,20934.38,2791.25,4033.33,0.0
59,应付股利,0,300000.00,0,0,0,14066964.45,53508460.63,87480460.63,0.0
60,其他应付款,0,10908779.02,0,0,12240085.39,14008463.10,45980584.22,8641250.27,0.0
61,预提费用,0,0,0,0,0,0,0,0,0.0
62,一年内的递延收益,0,0,0,0,0,0,0,0,0.0
63,应付短期债券,0,0,0,0,0,0,0,0,0.0
64,一年内到期的非流动负债,0,0,0,0,0,0,0,0,0.0
65,其他流动负债,0,0,0,0,0,0,0,0,0.0
66,流动负债合计,285757452.48,270753459.09,298311007.89,276714193.63,312713303.04,285193724.59,366565292.84,287427648.38,0.0
67,非流动负债,,,,,,,,,
68,长期借款,0,0,0,0,0,0,0,0,0.0
69,应付债券,0,0,0,0,0,0,0,0,0.0
70,租赁负债,0,0,0,0,0,0,0,0,0.0
71,长期应付职工薪酬,0,0,0,0,0,0,0,0,0.0
72,长期应付款(合计),0,0,0,0,0,0,0,0,0.0
73,长期应付款,0,0,0,0,0,0,0,0,0.0
