,报表日期,20190930,20190630,20181231,20171231,20161231,20151231,20141231,19700101
0,单位,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,
2,货币资金,235183276.62,268646772.53,303258632.36,69935194.02,34401057.08,49937387.70,26270020.81,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,247152726.62,203627068.17,153430574.43,108802937.71,80758270.30,83345593.61,67253454.08,0.0
6,应收票据,20003597.62,7674785.66,12204826.00,31065210.41,14956068.78,28542634.74,26333849.76,0.0
7,应收账款,227149129.00,195952282.51,141225748.43,77737727.30,65802201.52,54802958.87,40919604.32,0.0
8,应收款项融资,0,0,0,0,0,0,0,0.0
9,预付款项,9383540.74,4252375.43,4446993.40,8766113.06,4509247.43,6534116.89,6441381.85,0.0
10,其他应收款(合计),10096040.99,7633388.25,4980979.54,16912661.95,2254177.12,1459893.51,4172443.52,0.0
11,应收利息,0,0,0,0,0,0,0,0.0
12,应收股利,0,0,0,0,0,0,0,0.0
13,其他应收款,0,0,4980979.54,16912661.95,2254177.12,1459893.51,4172443.52,0.0
14,买入返售金融资产,0,0,0,0,0,0,0,0.0
15,存货,229337644.64,216506535.11,261369869.49,260588942.12,89930922.67,66919284.63,60611882.65,0.0
16,划分为持有待售的资产,0,0,0,0,0,0,0,0.0
17,一年内到期的非流动资产,0,0,0,0,0,0,0,0.0
18,待摊费用,0,0,0,0,0,0,0,0.0
19,待处理流动资产损益,0,0,0,0,0,0,0,0.0
20,其他流动资产,10843286.66,9028089.16,5993128.18,33406025.94,1290400.07,0,0,0.0
21,流动资产合计,741996516.27,709694228.65,733480177.40,498411874.80,213144074.67,208196276.34,164749182.91,0.0
22,非流动资产,,,,,,,,
23,发放贷款及垫款,0,0,0,0,0,0,0,0.0
24,可供出售金融资产,0,0,0,0,0,0,0,0.0
25,持有至到期投资,0,0,0,0,0,0,0,0.0
26,长期应收款,0,0,0,0,0,0,0,0.0
27,长期股权投资,0,0,0,0,0,0,0,0.0
28,投资性房地产,0,0,0,0,0,0,0,0.0
29,在建工程(合计),20334393.19,6171326.72,1661393.43,0,0,0,0,0.0
30,在建工程,0,0,1661393.43,0,0,0,0,0.0
31,工程物资,0,0,0,0,0,0,0,0.0
32,固定资产及清理(合计),58202123.19,57447844.25,59252284.64,38518661.53,18681862.45,12336899.59,10713849.80,0.0
33,固定资产净额,0,57447844.25,59252284.64,38518661.53,18703631.08,12336899.59,10713849.80,0.0
34,固定资产清理,0,0,0,0,0,0,0,0.0
35,生产性生物资产,0,0,0,0,0,0,0,0.0
36,公益性生物资产,0,0,0,0,0,0,0,0.0
37,油气资产,0,0,0,0,0,0,0,0.0
38,使用权资产,0,0,0,0,0,0,0,0.0
39,无形资产,16974723.78,12047393.82,12541212.23,11756653.32,714176.90,353086.28,452711.60,0.0
40,开发支出,0,0,0,0,0,0,0,0.0
41,商誉,0,0,0,0,0,0,0,0.0
42,长期待摊费用,7592422.12,8429566.68,10574450.87,8839078.07,4400693.25,1345982.05,1158515.09,0.0
43,递延所得税资产,14593313.62,13783154.26,13565575.28,11533134.58,9306869.61,3959011.05,3202722.25,0.0
44,其他非流动资产,932620.00,5500220.00,1057525.14,3541050.94,32071.46,250035.87,478566.18,0.0
45,非流动资产合计,118629595.90,103379505.73,98652441.59,74188578.44,33135673.67,18245014.84,16006364.92,0.0
46,资产总计,860626112.17,813073734.37,832132618.99,572600453.24,246279748.34,226441291.18,180755547.83,0.0
47,流动负债,,,,,,,,
48,短期借款,50000000.00,50000000.00,85000000.00,45000000.00,23000000.00,10000000.00,29633626.66,0.0
49,交易性金融负债,0,0,0,0,0,0,0,0.0
50,应付票据及应付账款,117195530.33,93340740.29,113118030.42,154554726.38,53029204.62,81585129.15,84401769.83,0.0
51,应付票据,55055538.65,17317295.02,28201975.86,26513535.20,0,33297017.34,30512068.75,0.0
52,应付账款,62139991.68,76023445.27,84916054.56,128041191.18,53029204.62,48288111.81,53889701.08,0.0
53,预收款项,14182881.96,9600333.83,9921682.93,14961680.39,4462189.02,0,0,0.0
54,应付手续费及佣金,0,0,0,0,0,0,0,0.0
55,应付职工薪酬,6638916.30,6686099.28,14797222.94,14213543.79,7809067.02,4811789.58,3404376.42,0.0
56,应交税费,6651548.26,6483923.47,2712402.84,3071019.68,6395353.33,6182284.56,4110297.81,0.0
57,其他应付款(合计),6671186.78,4126834.45,4169903.47,2246658.11,1145204.93,320514.07,327276.14,0.0
58,应付利息,54979.17,0,133225.79,66544.63,38304.20,18272.24,83501.66,0.0
59,应付股利,0,0,0,0,0,0,0,0.0
60,其他应付款,0,0,4036677.68,2180113.48,1106900.73,302241.83,243774.48,0.0
61,预提费用,0,0,0,0,0,0,0,0.0
62,一年内的递延收益,0,0,0,0,0,0,0,0.0
63,应付短期债券,0,0,0,0,0,0,0,0.0
64,一年内到期的非流动负债,0,0,0,0,0,0,3000000.00,0.0
65,其他流动负债,0,0,0,0,399040.00,503000.00,2411500.00,0.0
66,流动负债合计,201340063.63,170237931.32,229719242.60,234047628.35,96240058.92,103402717.36,127288846.86,0.0
67,非流动负债,,,,,,,,
68,长期借款,0,0,0,0,0,0,0,0.0
69,应付债券,0,0,0,0,0,0,0,0.0
70,租赁负债,0,0,0,0,0,0,0,0.0
71,长期应付职工薪酬,0,0,0,0,0,0,0,0.0
72,长期应付款(合计),0,0,0,0,0,0,0,0.0
73,长期应付款,0,0,0,0,0,0,0,0.0
74,专项应付款,0,0,0,0,0,0,0,0.0
75,预计非流动负债,0,0,0,0,0,0,0,0.0
76,递延所得税负债,0,0,0,0,0,0,0,0.0
77,长期递延收益,12416612.06,13033415.49,11550871.48,8591135.60,12738227.08,6358999.86,6995433.55,0.0
78,其他非流动负债,0,0,0,0,0,0,0,0.0
79,非流动负债合计,12416612.06,13033415.49,11550871.48,8591135.60,12738227.08,6358999.86,6995433.55,0.0
80,负债合计,213756675.69,183271346.81,241270114.08,242638763.95,108978286.00,109761717.22,134284280.41,0.0
81,所有者权益,,,,,,,,
82,实收资本(或股本),69276432.00,69276432.00,69276432.00,65338983.00,60000000.00,12654300.00,11111100.00,0.0
83,资本公积,364136312.01,364136312.01,364136312.01,185164584.92,85328120.86,79484213.25,26276979.25,0.0
84,减：库存股,0,0,0,0,0,0,0,0.0
85,其他综合收益,-1419014.98,-1195657.07,-924635.57,-555238.10,-370955.50,267258.72,192220.96,0.0
86,专项储备,0,0,0,0,0,0,0,0.0
87,盈余公积,19566334.17,17866666.42,14549304.52,8033428.05,719427.03,4298217.97,2031693.64,0.0
88,一般风险准备,0,0,0,0,0,0,0,0.0
89,未分配利润,195309373.28,179718634.20,143825091.95,71979931.42,-8375130.05,19975584.02,6859273.57,0.0
90,归属于母公司股东权益合计,646869436.48,629802387.56,590862504.91,329961689.29,137301462.34,116679573.96,46471267.42,0.0
91,少数股东权益,0,0,0,0,0,0,0,0.0
92,所有者权益(或股东权益)合计,646869436.48,629802387.56,590862504.91,329961689.29,137301462.34,116679573.96,46471267.42,0.0
93,负债和所有者权益(或股东权益)总计,860626112.17,813073734.37,832132618.99,572600453.24,246279748.34,226441291.18,180755547.83,0.0
