,报表日期,20191231,20190630,20181231,20171231,20161231,19700101
0,单位,元,元,元,元,元,
1,流动资产,,,,,,
2,货币资金,401582994.25,280045883.95,283823481.83,214703243.04,136083813.27,0.0
3,交易性金融资产,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0.0
5,应收票据及应收账款,25663917.65,62924544.22,32295909.90,51235009.17,31197345.00,0.0
6,应收票据,0,0,0,50439961.19,22597809.15,0.0
7,应收账款,25663917.65,62924544.22,32295909.90,795047.98,8599535.85,0.0
8,应收款项融资,0,0,0,0,0,0.0
9,预付款项,36190229.48,58582137.71,32039538.05,24517574.82,35872878.35,0.0
10,其他应收款(合计),1148155.70,2929075.11,29708473.89,1148190.29,2704666.99,0.0
11,应收利息,0,0,0,0,0,0.0
12,应收股利,0,0,0,0,0,0.0
13,其他应收款,0,0,0,0,0,0.0
14,买入返售金融资产,0,0,0,0,0,0.0
15,存货,51198674.59,58215750.12,79945294.78,34631895.04,68007664.60,0.0
16,划分为持有待售的资产,0,0,0,0,0,0.0
17,一年内到期的非流动资产,0,0,0,0,0,0.0
18,待摊费用,0,0,0,0,0,0.0
19,待处理流动资产损益,0,0,0,0,0,0.0
20,其他流动资产,13755512.30,4886326.08,9428760.35,0,14199200.09,0.0
21,流动资产合计,529539483.97,467583717.19,467241458.80,326235912.36,288065568.30,0.0
22,非流动资产,,,,,,
23,发放贷款及垫款,0,0,0,0,0,0.0
24,可供出售金融资产,0,0,0,0,0,0.0
25,持有至到期投资,0,0,0,0,0,0.0
26,长期应收款,0,0,0,0,0,0.0
27,长期股权投资,0,0,0,0,0,0.0
28,投资性房地产,0,0,0,0,0,0.0
29,在建工程(合计),331758038.68,138301652.74,62565535.23,5302175.41,20248387.02,0.0
30,在建工程,0,0,0,0,0,0.0
31,工程物资,0,0,0,0,0,0.0
32,固定资产及清理(合计),331932468.69,354459406.14,373992250.31,369831695.29,279867844.14,0.0
33,固定资产净额,331932468.69,0,0,0,0,0.0
34,固定资产清理,0,0,0,0,0,0.0
35,生产性生物资产,0,0,0,0,0,0.0
36,公益性生物资产,0,0,0,0,0,0.0
37,油气资产,0,0,0,0,0,0.0
38,使用权资产,0,0,0,0,0,0.0
39,无形资产,76093019.87,76919017.67,28281015.47,28943731.07,29606446.67,0.0
40,开发支出,0,0,0,0,0,0.0
41,商誉,0,0,0,0,0,0.0
42,长期待摊费用,3017241.33,5198493.81,1345263.55,7094503.56,924999.98,0.0
43,递延所得税资产,238529.62,1104517.56,302317.10,6712.95,80550.24,0.0
44,其他非流动资产,6306005.14,2120215.00,1390698.00,1234999.60,817790.35,0.0
45,非流动资产合计,749345303.33,578103302.92,467877079.66,412413817.88,331546018.40,0.0
46,资产总计,1278884787.30,1045687020.11,935118538.46,738649730.24,619611586.70,0.0
47,流动负债,,,,,,
48,短期借款,0,0,0,0,0,0.0
49,交易性金融负债,0,0,0,0,0,0.0
50,应付票据及应付账款,47644464.19,53432470.67,73756365.35,66207570.96,79960012.13,0.0
51,应付票据,0,0,0,0,19276000.00,0.0
52,应付账款,47644464.19,53432470.67,73756365.35,66207570.96,60684012.13,0.0
53,预收款项,33250645.25,37159167.15,38058467.33,51985082.63,56308322.32,0.0
54,应付手续费及佣金,0,0,0,0,0,0.0
55,应付职工薪酬,42228453.82,6488394.13,17090898.64,6561022.52,10800266.94,0.0
56,应交税费,18879917.43,20588824.54,14006229.63,15260667.99,27429052.68,0.0
57,其他应付款(合计),7023004.95,9010985.15,9121281.01,9556877.09,8030596.00,0.0
58,应付利息,0,0,0,0,0,0.0
59,应付股利,0,0,0,0,0,0.0
60,其他应付款,0,0,0,0,0,0.0
61,预提费用,0,0,0,0,0,0.0
62,一年内的递延收益,0,0,0,0,0,0.0
63,应付短期债券,0,0,0,0,0,0.0
64,一年内到期的非流动负债,0,0,0,0,0,0.0
65,其他流动负债,0,0,0,0,0,0.0
66,流动负债合计,149026485.64,126679841.64,152033241.96,149571221.19,182528250.07,0.0
67,非流动负债,,,,,,
68,长期借款,43153660.68,0,0,0,0,0.0
69,应付债券,0,0,0,0,0,0.0
70,租赁负债,0,0,0,0,0,0.0
71,长期应付职工薪酬,0,0,0,0,0,0.0
72,长期应付款(合计),0,0,0,0,0,0.0
73,长期应付款,0,0,0,0,0,0.0
74,专项应付款,0,0,0,0,0,0.0
75,预计非流动负债,0,0,0,0,0,0.0
76,递延所得税负债,0,0,0,0,0,0.0
77,长期递延收益,19624899.74,20815828.34,22306756.94,20300714.14,18927971.34,0.0
78,其他非流动负债,0,0,0,0,0,0.0
79,非流动负债合计,62778560.42,20815828.34,22306756.94,20300714.14,18927971.34,0.0
80,负债合计,211805046.06,147495669.98,174339998.90,169871935.33,201456221.41,0.0
81,所有者权益,,,,,,
82,实收资本(或股本),85000000.00,85000000.00,85000000.00,85000000.00,75000000.00,0.0
83,资本公积,132032852.86,132032852.86,131622833.88,131622833.88,91622833.88,0.0
84,减：库存股,0,0,0,0,0,0.0
85,其他综合收益,0,0,0,0,0,0.0
86,专项储备,216177.66,2081003.93,421274.52,574492.67,0,0.0
87,盈余公积,46700094.46,26410904.15,26410904.15,6112259.84,5269613.13,0.0
88,一般风险准备,0,0,0,0,0,0.0
89,未分配利润,724843328.66,593298842.89,502506876.14,345468208.52,246262918.28,0.0
90,归属于母公司股东权益合计,988792453.64,838823603.83,745961888.69,568777794.91,418155365.29,0.0
91,少数股东权益,78287287.60,59367746.30,14816650.87,0,0,0.0
92,所有者权益(或股东权益)合计,1067079741.24,898191350.13,760778539.56,568777794.91,418155365.29,0.0
93,负债和所有者权益(或股东权益)总计,1278884787.30,1045687020.11,935118538.46,738649730.24,619611586.70,0.0
