,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,2137078613.27,2048469468.50,2144962131.44,1753753730.88,1999770447.27,2092943862.05,2091699475.85,1707168450.81,2351558251.26,2360888728.12,2573831538.07,2633502937.64,1184244781.46,1185903569.55,1390185602.70,1349145417.53,1274692654.10,1337630978.15,1366694164.78,1271080164.29,1267752795.26,1158837405.08,1024198295.73,1084007243.54,1069475798.82,1075810586.24,1082172577.28,1349924280.80,972224982.56,823563400.62,1126510806.92,878503336.68,731910361.26,670609195.39,668354670.24,814178973.49,681419817.48,721209394.07,820795513.78,735941253.21,805544268.12,922341270.74,677630563.18,609928493.66,508503647.72,629886093.94,756923242.26,466997149.87,393765273.03,281215854.31,187726460.93,260778146.81,267849020.68,210230015.66,215449215.85,273867184.78,318600860.22,292973456.38,283558081.21,312488744.55,327105618.07,288599242.85,237745162.74,229857127.51,229543704.36,194059397.28,200882285.84,217385274.09,200667158.69,196217324.10,168237500.00,253146835.80,199286925.40,395938867.90,121581398.24,71939959.24,47274848.53,43120733.75,34875983.79,11764740.83,0,7459306.68,0,8349582.58,0,12402820.00,0,17565215.25,3036235.41,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000.00,500000.00,0,0,0,0,0,0,0,0,0,0,0,0,51942.80,51942.80,51942.80,51942.80,55814.00,55814.00,52494265.20,52494265.20,59333351.80,59126647.41,62479307.15,62479466.46,50988892.42,50988892.42,50988892.42,50988892.42,76486473.84,76486473.84,0,23995500.20,233794000.00,135000000.00,0,0,0,0,0,14000000.00,0,2774703.63,0,3498100.94,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1595350221.21,1536173463.69,1351634623.43,1629412476.24,1397713066.75,1329366475.87,1166961566.86,1457789063.63,0,1217027374.88,0,1369131420.22,0,963997586.60,0,0,0,0,0,0,0,0,0,0,0,0,0,772200609.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,224606315.03,174663052.23,141271183.49,209243261.58,0,106888350.67,50783915.51,152154101.42,97486290.02,31288413.46,71140047.98,80008859.35,63187779.07,75030260.78,13221132.93,21122366.88,36365705.28,38383219.11,35457119.00,47043617.44,52204930.41,52914974.72,38238463.51,48231805.61,52042105.60,42641149.13,30093366.94,25372321.75,25398959.45,57298670.72,26665982.41,40767175.52,20239332.56,16955138.48,17372520.05,45281558.42,32744674.00,32869412.93,34207908.36,31824504.00,32216635.81,32610000.00,31328434.00,19769487.50,19216967.96,28501724.76,23646409.85,25367257.17,32028101.85,20389000.00,3946880.00,21334200.00,20090401.26,20586831.25,20065000.00,10200745.23,11254624.00,26813218.78,16028818.78,30244012.32,12962600.00,7045987.80,581050.00,350000.00,358776.20,740000.00,350000.00,300000.00,903965.00,750000.00,0,0,0,0,250000.00,4800000.00,3000000.00,2300000.00,1900000.00,0,0,700433.68,0,0,0,0,0,0,0,0.0
7,应收账款,1370743906.18,1361510411.46,1210363439.94,1420169214.66,0,1222478125.20,1116177651.35,1305634962.21,1132030767.33,1185738961.42,1147020544.99,1289122560.87,980170845.92,888967325.82,915460235.81,981188071.21,913251880.78,968701544.16,980412833.82,832503541.98,1005027002.66,999514965.87,1053099330.44,791919326.30,1083023639.79,1125792502.27,997007296.74,746828287.59,895606867.55,858695220.83,811740822.70,585118956.09,758098598.80,629407156.49,626511021.56,431982697.13,528941655.45,542186906.80,512780445.71,308276684.72,427576362.14,418159891.94,341582996.47,325475408.38,349635874.70,328864961.36,364159932.95,225957439.53,309237240.52,149619581.72,153961398.09,122764490.91,118071155.72,150152243.06,134595658.32,102675692.85,104863909.41,102300974.59,81008155.52,71852505.72,70592798.63,82546851.88,61895344.16,48071698.56,59873671.21,73037480.13,65356882.52,36252135.98,39433460.81,34937075.04,40466400.00,23707316.80,31657827.80,31185276.88,16311646.34,7660400.55,11432741.79,5222101.86,10259614.79,7950701.80,0,5494542.19,0,4735512.61,0,0,0,3014621.37,1834946.88,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,382861383.30,330952288.60,298595381.95,324630421.57,315966521.66,373396868.22,386782927.97,304379425.54,346284237.46,340720504.52,257928907.62,205769514.99,242182323.72,228482955.55,158114093.05,153809459.51,199691542.65,191759956.67,196745215.83,177799946.79,200713066.98,195223032.66,174625771.04,242483054.21,156005569.44,159640796.13,178970857.15,145829144.95,286791401.62,180090203.00,156631594.59,170561174.99,207526860.05,243514571.58,248418876.96,232868284.88,241499287.18,226610643.78,214487880.08,180546790.40,143858972.88,139520122.46,107796424.11,106781365.51,125856210.89,164887790.61,161160927.21,155250830.41,115716509.09,85787132.29,73310466.08,86649886.00,81155437.40,85341116.46,79773867.24,67639433.70,64141538.71,72068508.54,41558329.94,37492661.82,54583491.68,74912939.79,69677006.04,45271916.43,42075383.82,49454955.76,30069439.64,24844416.09,45013750.75,45432095.58,0,30435201.24,14074749.86,17729760.78,40386119.09,34910519.47,12716203.20,3315843.63,7398126.18,8337096.97,0,297500.00,0,1414436.00,0,0,0,444774.74,112920.52,0.0
10,其他应收款(合计),84721445.51,86802507.20,92241237.76,74746718.38,85180575.68,62292197.57,74870091.51,76678296.75,0,72810758.92,0,73240243.58,0,81833530.24,0,0,0,0,0,0,0,0,0,0,0,0,0,112250742.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,应收股利,2192824.55,3608324.55,2751428.99,1908469.99,0,0,0,0,29319.96,29319.96,29319.96,29319.96,76952.20,76952.20,1359652.20,76952.20,76952.20,76952.20,76952.20,76952.20,76952.20,76952.20,362174.32,76952.20,285222.12,0,6894828.12,15318879.20,200486.44,200486.44,222572.19,222572.19,757949.49,3635950.99,550907.28,269834.19,1177876.06,62861.18,426263.21,62861.18,0,362861.18,532861.18,532861.18,47958.93,47958.93,47958.93,47958.93,58926.46,58926.46,0,58926.46,0,56660.03,0,103511.05,0,0,0,414.98,0,38718.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
