,报表日期,20191231,20190630,20181231,20171231,20161231,19700101
0,单位,元,元,元,元,元,
1,流动资产,,,,,,
2,货币资金,366249040.45,75083658.50,216881997.93,173598271.76,206519603.23,0.0
3,交易性金融资产,0,19500000.00,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0.0
5,应收票据及应收账款,421186030.12,641370582.63,336010366.82,258032447.39,216033800.43,0.0
6,应收票据,0,0,0,0,0,0.0
7,应收账款,421186030.12,641370582.63,336010366.82,258032447.39,216033800.43,0.0
8,应收款项融资,0,0,0,0,0,0.0
9,预付款项,1602907.48,3897486.98,1971231.15,1060628.64,776159.39,0.0
10,其他应收款(合计),16903587.90,18307580.55,17310284.22,17151599.01,16900899.85,0.0
11,应收利息,0,0,0,0,0,0.0
12,应收股利,0,0,0,0,0,0.0
13,其他应收款,16903587.90,0,0,0,0,0.0
14,买入返售金融资产,0,0,0,0,0,0.0
15,存货,7288642.72,14549180.98,11216433.21,8422677.95,3744978.43,0.0
16,划分为持有待售的资产,0,0,0,0,0,0.0
17,一年内到期的非流动资产,0,0,0,0,0,0.0
18,待摊费用,0,0,0,0,0,0.0
19,待处理流动资产损益,0,0,0,0,0,0.0
20,其他流动资产,5401882.67,2540510.63,2662527.25,5274665.58,45013839.15,0.0
21,流动资产合计,818632091.34,775249000.27,586052840.58,463540290.33,488989280.48,0.0
22,非流动资产,,,,,,
23,发放贷款及垫款,0,0,0,0,0,0.0
24,可供出售金融资产,0,0,0,0,0,0.0
25,持有至到期投资,0,0,0,0,0,0.0
26,长期应收款,0,0,0,0,0,0.0
27,长期股权投资,0,0,0,0,0,0.0
28,投资性房地产,0,0,0,0,0,0.0
29,在建工程(合计),0,0,0,44030401.52,0,0.0
30,在建工程,0,0,0,0,0,0.0
31,工程物资,0,0,0,0,0,0.0
32,固定资产及清理(合计),66360504.45,68268975.10,71710753.98,20406730.40,25660780.29,0.0
33,固定资产净额,66360504.45,0,0,0,0,0.0
34,固定资产清理,0,0,0,0,0,0.0
35,生产性生物资产,0,0,0,0,0,0.0
36,公益性生物资产,0,0,0,0,0,0.0
37,油气资产,0,0,0,0,0,0.0
38,使用权资产,0,0,0,0,0,0.0
39,无形资产,73131.53,83338.37,94431.10,117377.79,443335.37,0.0
40,开发支出,0,0,0,0,0,0.0
41,商誉,0,0,0,0,0,0.0
42,长期待摊费用,1270856.11,1617814.24,2064853.01,1649520.87,1161195.22,0.0
43,递延所得税资产,3864665.50,5844219.35,3989033.83,3476012.99,3299285.45,0.0
44,其他非流动资产,0,0,0,830598.00,0,0.0
45,非流动资产合计,71569157.59,75814347.06,77859071.92,70510641.57,30564596.33,0.0
46,资产总计,890201248.93,851063347.33,663911912.50,534050931.90,519553876.81,0.0
47,流动负债,,,,,,
48,短期借款,46000000.00,160000000.00,60000000.00,40000000.00,61000000.00,0.0
49,交易性金融负债,0,0,0,0,0,0.0
50,应付票据及应付账款,8450813.66,11266006.06,6592765.71,8528593.06,3729747.06,0.0
51,应付票据,0,0,0,0,0,0.0
52,应付账款,8450813.66,11266006.06,6592765.71,8528593.06,3729747.06,0.0
53,预收款项,20343276.64,21834397.57,6136184.59,2862621.86,6244728.32,0.0
54,应付手续费及佣金,0,0,0,0,0,0.0
55,应付职工薪酬,131050915.10,100230791.18,88236944.55,69741499.74,57166511.64,0.0
56,应交税费,37656783.67,32118813.21,23391804.72,15488392.59,30394348.95,0.0
57,其他应付款(合计),14430106.30,16204773.31,16934497.42,11973327.19,18228043.55,0.0
58,应付利息,104161.24,237041.67,129741.68,86483.34,112230.31,0.0
59,应付股利,0,0,0,0,0,0.0
60,其他应付款,14325945.06,0,0,0,0,0.0
61,预提费用,0,0,0,0,0,0.0
62,一年内的递延收益,0,0,0,0,0,0.0
63,应付短期债券,0,0,0,0,0,0.0
64,一年内到期的非流动负债,0,0,0,0,0,0.0
65,其他流动负债,0,0,0,0,0,0.0
66,流动负债合计,257931895.37,341654781.33,201292196.99,148594434.44,176763379.52,0.0
67,非流动负债,,,,,,
68,长期借款,0,0,0,0,0,0.0
69,应付债券,0,0,0,0,0,0.0
70,租赁负债,0,0,0,0,0,0.0
71,长期应付职工薪酬,0,0,0,0,0,0.0
72,长期应付款(合计),0,0,0,0,0,0.0
73,长期应付款,0,0,0,0,0,0.0
74,专项应付款,0,0,0,0,0,0.0
75,预计非流动负债,0,0,0,0,0,0.0
76,递延所得税负债,1879375.51,1725145.55,1640212.20,599861.27,453406.62,0.0
77,长期递延收益,0,0,0,106665.15,821431.65,0.0
78,其他非流动负债,0,0,0,0,0,0.0
79,非流动负债合计,1879375.51,1725145.55,1640212.20,706526.42,1274838.27,0.0
80,负债合计,259811270.88,343379926.88,202932409.19,149300960.86,178038217.79,0.0
81,所有者权益,,,,,,
82,实收资本(或股本),120492382.00,120492382.00,120492382.00,120492382.00,120492382.00,0.0
83,资本公积,223683340.12,223249436.38,222488247.83,219901948.38,217081898.76,0.0
84,减：库存股,0,0,0,0,0,0.0
85,其他综合收益,0,0,0,0,0,0.0
86,专项储备,0,0,0,0,0,0.0
87,盈余公积,35395514.95,18288245.80,18196719.30,9983119.32,5120535.42,0.0
88,一般风险准备,0,0,0,0,0,0.0
89,未分配利润,250818740.98,145653356.27,99802154.18,34372521.34,-1179157.16,0.0
90,归属于母公司股东权益合计,630389978.05,507683420.45,460979503.31,384749971.04,341515659.02,0.0
91,少数股东权益,0,0,0,0,0,0.0
92,所有者权益(或股东权益)合计,630389978.05,507683420.45,460979503.31,384749971.04,341515659.02,0.0
93,负债和所有者权益(或股东权益)总计,890201248.93,851063347.33,663911912.50,534050931.90,519553876.81,0.0
