,报表日期,20191231,20190630,20181231,20171231,20161231,19700101
0,单位,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,
2,销售商品、提供劳务收到的现金,670787296.20,326131294.45,544296392.95,410824298.20,324213969.10,0.0
3,收到的税费返还,13898185.96,6012624.60,2611684.91,133427.60,37938.95,0.0
4,收到的其他与经营活动有关的现金,10900924.83,8289975.86,4831715.08,4306331.74,1255832.11,0.0
5,经营活动现金流入小计,695586406.99,340433894.91,551739792.94,415264057.54,325507740.16,0.0
6,购买商品、接受劳务支付的现金,356373118.65,186868083.56,369327866.58,264183891.07,191794090.31,0.0
7,支付给职工以及为职工支付的现金,100456383.92,47471513.73,90257712.67,75487387.66,45628687.08,0.0
8,支付的各项税费,31483350.29,15397354.52,16656111.96,18831901.56,15130815.84,0.0
9,支付的其他与经营活动有关的现金,16314717.58,7095443.70,11346354.01,11000714.56,16442571.27,0.0
10,经营活动现金流出小计,504627570.44,256832395.51,487588045.22,369503894.85,268996164.50,0.0
11,经营活动产生的现金流量净额,190958836.55,83601499.40,64151747.72,45760162.69,56511575.66,0.0
12,二、投资活动产生的现金流量,,,,,,
13,收回投资所收到的现金,0,0,0,0,0,0.0
14,取得投资收益所收到的现金,0,0,0,0,0,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,7500.00,0,903838.13,0,2100.00,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0.0
17,收到的其他与投资活动有关的现金,0,0,0,0,0,0.0
18,投资活动现金流入小计,7500.00,0.00,903838.13,0.00,2100.00,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,74103826.91,38084545.18,74067936.69,16423829.71,7223137.34,0.0
20,投资所支付的现金,0,0,0,0,0,0.0
21,取得子公司及其他营业单位支付的现金净额,0,0,0,0,8956.00,0.0
22,支付的其他与投资活动有关的现金,0,0,0,0,0,0.0
23,投资活动现金流出小计,74103826.91,38084545.18,74067936.69,16423829.71,7232093.34,0.0
24,投资活动产生的现金流量净额,-74096326.91,-38084545.18,-73164098.56,-16423829.71,-7229993.34,0.0
25,三、筹资活动产生的现金流量,,,,,,
26,吸收投资收到的现金,0,0,0,20000000.00,0,0.0
27,其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0.0
28,取得借款收到的现金,0,0,10000000.00,0,0,0.0
29,发行债券收到的现金,0,0,0,0,0,0.0
30,收到其他与筹资活动有关的现金,0,0,0,0,0,0.0
31,筹资活动现金流入小计,0.00,0.00,10000000.00,20000000.00,0.00,0.0
32,偿还债务支付的现金,10000000.00,0,0,0,0,0.0
33,分配股利、利润或偿付利息所支付的现金,453789.56,318879.15,185720.83,10000000.00,0,0.0
34,其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0.0
