,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120630,20111231,20110930,20101231,20091231,20081231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,431791293.95,311836393.05,165400973.90,692373319.13,557101475.54,414533192.13,273875920.47,886362940.85,669289141.18,431081289.07,257994478.37,1099417551.91,814527809.41,522460546.12,263646980.49,873461444.48,709174678.78,447559663.86,212827292.75,876600590.81,596398913.90,404673538.38,0,699243622.88,473599670.18,312131108.07,0,599003123.48,269607989.30,385863991.94,267342902.05,263251185.01,177143308.05,172394499.12,0.0
3,收到的税费返还,291.26,291.26,0,0,4725379.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422000.00,422000.00,422000.00,0,0,0,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,12206563.64,11226349.65,8396572.02,10565823.26,13530185.61,7116709.56,4920865.38,8051112.84,10835131.10,8924091.88,4652044.57,5064208.83,8717839.67,6124691.78,2751562.82,5900212.07,5056857.58,2149897.57,698415.08,6959395.54,3899733.46,3367848.49,0,2652799.50,3452627.47,249199.50,0,4210598.71,395542.65,5157822.48,1599839.95,1003943.65,2017759.69,2251316.90,0.0
5,经营活动现金流入小计,443998148.85,323063033.96,173797545.92,702939142.39,575357040.80,421649901.69,278796785.85,894414053.69,680124272.28,440005380.95,262646522.94,1104481760.74,823245649.08,528585237.90,266398543.31,879361656.55,714231536.36,449709561.43,213525707.83,883559986.35,600298647.36,408041386.87,186498100.00,702318422.38,477474297.65,312802307.57,141381400.00,603213722.19,270003531.95,391021814.42,268942742.00,264255128.66,179161067.74,174645816.02,0.0
6,购买商品、接受劳务支付的现金,69164790.27,49499585.92,20805297.48,97902772.24,81449012.76,66033077.34,37534308.26,164463282.86,131327021.29,96631826.42,57209584.16,182801548.69,116679531.60,75707614.50,38492231.18,191687862.73,152531134.86,109635239.55,53756581.13,242439394.25,184193352.72,110850645.80,0,216896784.97,141873879.00,104469699.34,0,192740090.63,90531145.20,121127302.35,92691291.66,98464343.17,71609393.30,96539489.30,0.0
7,支付给职工以及为职工支付的现金,96804580.55,67717513.77,39341367.85,134637264.55,105065690.80,74812984.26,44274395.69,135356328.79,102658296.84,70441482.71,40024046.69,117581724.51,90417029.57,62506278.03,35254072.23,99512940.28,75697320.41,52162665.18,30369173.04,91413637.48,68049625.86,46979167.22,0,77347046.23,57288982.24,38564277.86,0,58336085.07,26249233.39,34672499.35,18347713.46,21964976.24,16715333.37,18003234.91,0.0
8,支付的各项税费,42364762.99,35998446.53,22360080.22,114221154.97,92944302.94,67166427.00,40644041.68,158161772.94,112262156.97,75964739.94,50989274.47,139160705.01,101446362.81,76173202.78,38699883.27,139271879.43,115082901.61,68361310.40,27274716.37,110787009.85,84998994.15,56216392.29,0,79020414.71,52530062.69,34540526.75,0,83729634.10,43806984.41,66832264.19,47204930.97,39161718.56,18787700.85,16453523.41,0.0
9,支付的其他与经营活动有关的现金,182692308.81,114136399.99,45034558.25,255804455.00,220497363.80,152383583.69,66409081.76,390860463.93,306497761.78,170236703.05,82310766.41,370606766.62,272159028.66,187512836.13,89312815.17,334615659.36,241858311.92,179919126.59,76465310.30,290928061.11,189515592.28,117870033.93,0,211193248.04,163557789.75,97782872.33,0,201139569.21,95232313.85,153246560.73,116775301.47,87099049.62,43177611.68,32451727.45,0.0
10,经营活动现金流出小计,391026442.62,267351946.21,127541303.80,602565646.76,499956370.30,360396072.29,188861827.39,848841848.52,652745236.88,413274752.12,230533671.73,810150744.83,580701952.64,401899931.44,201759001.85,765088341.80,585169668.80,410078341.72,187865780.84,735568102.69,526757565.01,331916239.24,155249900.00,584457493.95,415250713.68,275357376.28,132978800.00,535945379.01,255819676.85,375878626.62,275019237.56,246690087.59,150290039.20,163447975.07,0.0
11,经营活动产生的现金流量净额,52971706.23,55711087.75,46256242.12,100373495.63,75400670.50,61253829.40,89934958.46,45572205.17,27379035.40,26730628.83,32112851.21,294331015.91,242543696.44,126685306.46,64639541.46,114273314.75,129061867.56,39631219.71,25659926.99,147991883.66,73541082.35,76125147.63,31248200.00,117860928.43,62223583.97,37444931.29,8402700.00,67268343.18,14183855.10,15143187.80,-6076495.56,17565041.07,28871028.54,11197840.95,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,收回投资所收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121959506.85,121959506.85,81584000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,192608.92,100000.00,0.0
14,取得投资收益所收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,8100.00,100.00,0,1020.00,310.00,0,0,1530293.60,0,0,0,709407.76,0,0,0,12505.00,9955.00,5860.00,0,1099447.68,1080858.55,794458.55,0,23483.07,23483.07,23483.07,0,57142.02,3424.61,30792.17,22328.48,0,2205.00,10500.00,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,14500739.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
17,收到的其他与投资活动有关的现金,563688558.89,478258449.30,36323271.23,1065380470.55,754356524.83,536406602.74,131523315.07,739246734.93,464576226.53,261888555.29,202620424.66,80526565.00,58140287.00,8140287.00,0,220285788.58,12521800.00,12521800.00,0,18563300.00,19094795.70,18563300.00,0,508644.24,423421.30,323421.30,0,164385.30,55881.31,80650.56,66578.97,84930.59,40796.71,116564.98,0.0
18,投资活动现金流入小计,563696658.89,478258549.30,36323271.23,1065381490.55,754356834.83,536406602.74,131523315.07,755277767.71,464576226.53,261888555.29,202620424.66,81235972.76,58140287.00,8140287.00,0.00,220298293.58,134491261.85,134487166.85,81584000.00,19662747.68,20175654.25,19357758.55,554800.00,532127.31,446904.37,346904.37,271100.00,221527.32,59305.92,111442.73,88907.45,84930.59,235610.63,227064.98,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,15954032.00,10946826.65,6274810.02,58375494.43,34523436.88,29069059.38,21393239.33,113995945.13,66774606.92,51400144.65,22079024.01,39941134.33,29135352.39,12172630.14,7770006.16,97937619.02,152278636.18,121435257.38,53958906.41,102528661.96,58540051.70,30830090.01,0,71732880.13,59750572.50,26584662.71,0,71909480.57,19919152.58,29592290.29,23194419.87,8057921.18,8485534.50,13013799.34,0.0
20,投资所支付的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000000.00,80000000.00,80000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000.00,0.0
21,取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,89500000.00,89500000.00,89500000.00,134523690.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
22,支付的其他与投资活动有关的现金,556000000.00,477000000.00,18000000.00,1351000000.00,1045000000.00,850000000.00,400000000.00,650000000.00,450000000.00,400000000.00,200000000.00,289500000.00,100000000.00,0,0,120000000.00,0,0,0,80000000.00,80000000.00,0,0,0,0,0,0,2000000.00,0,0,0,0,0,0,0.0
23,投资活动现金流出小计,571954032.00,487946826.65,24274810.02,1409375494.43,1079523436.88,879069059.38,421393239.33,763995945.13,516774606.92,451400144.65,222079024.01,329441134.33,218635352.39,101672630.14,97270006.16,352461309.75,232278636.18,201435257.38,133958906.41,182528661.96,138540051.70,30830090.01,16741400.00,71732880.13,59750572.50,26584662.71,21064300.00,73909480.57,19919152.58,29592290.29,23194419.87,8057921.18,8485534.50,13193799.34,0.0
24,投资活动产生的现金流量净额,-8257373.11,-9688277.35,12048461.21,-343994003.88,-325166602.05,-342662456.64,-289869924.26,-8718177.42,-52198380.39,-189511589.36,-19458599.35,-248205161.57,-160495065.39,-93532343.14,-97270006.16,-132163016.17,-97787374.33,-66948090.53,-52374906.41,-162865914.28,-118364397.45,-11472331.46,-16186600.00,-71200752.82,-59303668.13,-26237758.34,-20793100.00,-73687953.25,-19859846.66,-29480847.56,-23105512.42,-7972990.59,-8249923.87,-12966734.36,0.0
25,三、筹资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,吸收投资收到的现金,0,0,0,0,0,0,0,0,0,0,0,383500013.60,0,0,0,0,0,0,0,317447500.00,317447500.00,317447500.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0
27,其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,取得借款收到的现金,0,0,0,0,0,0,0,0,0,0,0,80000000.00,80000000.00,80000000.00,80000000.00,50000000.00,0,0,0,12000000.00,12000000.00,12000000.00,0,120000000.00,100000000.00,52000000.00,0,232200000.00,127300000.00,95000000.00,80000000.00,56000000.00,49500000.00,67000000.00,0.0
29,发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
30,收到其他与筹资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
31,筹资活动现金流入小计,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,463500013.60,80000000.00,80000000.00,80000000.00,50000000.00,0.00,0.00,0.00,329447500.00,329447500.00,329447500.00,0,120000000.00,100000000.00,52000000.00,10000000.00,232200000.00,127300000.00,95000000.00,80000000.00,56000000.00,49500000.00,67000000.00,0.0
32,偿还债务支付的现金,0,0,0,0,0,0,0,0,0,0,0,130000000.00,0,0,0,0,0,0,0,192000000.00,192000000.00,32000000.00,0,116900000.00,96900000.00,44000000.00,0,140300000.00,90480000.00,51000000.00,41000000.00,59500000.00,48500000.00,59000000.00,0.0
33,分配股利、利润或偿付利息所支付的现金,0,0,0,49629615.20,49629615.20,48860384.60,0,83306854.22,83306854.22,80101484.35,0,59710503.49,58157004.15,56689412.49,1308070.83,47313400.01,39213297.62,39213297.62,0,34701066.78,34701066.78,33527583.44,0,35837287.26,31838203.87,30329953.86,0,27184252.59,3730978.75,22341469.84,21028139.92,2685125.45,5608557.00,5263388.67,0.0
34,其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
35,支付其他与筹资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,2691873.63,0,0,0,0,0,0,0,10705550.00,9601397.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
36,筹资活动现金流出小计,0.00,0.00,0.00,49629615.20,49629615.20,48860384.60,0.00,83306854.22,83306854.22,80101484.35,0.00,192402377.12,58157004.15,56689412.49,1308070.83,47313400.01,39213297.62,39213297.62,0.00,237406616.78,236302464.50,65527583.44,12575300.00,152737287.26,128738203.87,74329953.86,34642500.00,167484252.59,94210978.75,73341469.84,62028139.92,62185125.45,54108557.00,64263388.67,0.0
37,筹资活动产生的现金流量净额,0.00,0.00,0.00,-49629615.20,-49629615.20,-48860384.60,0.00,-83306854.22,-83306854.22,-80101484.35,0.00,271097636.48,21842995.85,23310587.51,78691929.17,2686599.99,-39213297.62,-39213297.62,0.00,92040883.22,93145035.50,263919916.56,-12575300.00,-32737287.26,-28738203.87,-22329953.86,-24642500.00,64715747.41,33089021.25,21658530.16,17971860.08,-6185125.45,-4608557.00,2736611.33,0.0
38,四、汇率变动对现金及现金等价物的影响,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
39,五、现金及现金等价物净增加额,44714333.12,46022810.40,58304703.33,-293250123.45,-299395546.75,-330269011.84,-199934965.80,-46452826.47,-108126199.21,-242882444.88,12654251.86,317223490.82,103891626.90,56463550.83,46061464.47,-15203101.43,-7938804.39,-66530168.44,-26714979.42,77166852.60,48321720.40,328572732.73,2486200.00,13922888.35,-25818288.03,-11122780.91,-37033000.00,58296137.34,27413029.69,7320870.40,-11210147.90,3406925.03,16012547.67,967717.92,0.0
40,加:期初现金及现金等价物余额,145164499.82,145164499.82,145164499.82,438414623.27,438414623.27,438414623.27,438414623.27,484867449.74,484867449.74,484867449.74,484867449.74,167643958.92,167643958.92,167643958.92,167643958.92,182847060.35,182847060.35,182847060.35,182847060.35,105680207.75,105680207.75,105680207.75,105680200.00,91757319.40,91757319.40,91757319.40,91757300.00,33461182.06,33461182.06,26140311.66,26140311.66,22733386.63,6720838.96,5753121.04,0.0
41,六、期末现金及现金等价物余额,189878832.94,191187310.22,203469203.15,145164499.82,139019076.52,108145611.43,238479657.47,438414623.27,376741250.53,241985004.86,497521701.60,484867449.74,271535585.82,224107509.75,213705423.39,167643958.92,174908255.96,116316891.91,156132080.93,182847060.35,154001928.15,434252940.48,108166500.00,105680207.75,65939031.37,80634538.49,54724300.00,91757319.40,60874211.75,33461182.06,14930163.76,26140311.66,22733386.63,6720838.96,0.0
42,附注,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,净利润,0,25697518.32,0,-126474321.41,0,50882010.83,0,146356420.23,0,83196353.09,0,275717381.84,0,104338326.89,0,176036262.18,0,85168140.75,0,131269854.38,0,63988318.69,0,104082434.63,0,45060117.52,0,90885942.63,40376769.80,67912695.86,52816814.42,43095159.19,19084431.74,18056894.10,0.0
44,少数股东权益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
45,未确认的投资损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
46,资产减值准备,0,2563111.98,0,188202528.93,0,1309523.21,0,52561196.27,0,810012.41,0,1012885.90,0,2089535.44,0,2548106.86,0,-29260.94,0,373168.45,0,51722.05,0,-3074.67,0,464651.62,0,624732.99,167030.88,-252473.41,-25864.21,111585.44,348142.38,-22924.00,0.0
47,固定资产折旧、油气资产折耗、生产性物资折旧,0,25192397.53,0,49470538.89,0,24760528.16,0,47090118.59,0,22630563.46,0,39549507.85,0,19275392.75,0,26622563.24,0,12871653.51,0,24073103.94,0,12261574.76,0,11687105.15,0,5160611.84,0,9958197.77,4896758.20,9853827.74,7422808.57,9599633.33,9018030.61,8143841.82,0.0
48,无形资产摊销,0,1738853.37,0,3223324.97,0,1604988.66,0,2991487.41,0,1480730.06,0,2957609.48,0,1485817.10,0,904586.73,0,429890.47,0,804004.72,0,424751.30,0,837850.91,0,418925.45,0,711080.60,355540.30,414047.50,236277.35,258510.72,258510.72,258510.72,0.0
49,长期待摊费用摊销,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
50,待摊费用的减少,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
51,预提费用的增加,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
52,处置固定资产、无形资产和其他长期资产的损失,0,0,0,0,0,0,0,3295373.99,0,0,0,33640.13,0,0,0,17825.78,0,-2015.20,0,-112829.22,0,-112829.22,0,-16126.97,0,-16126.97,0,8374.63,-3424.61,-968.69,-4766.56,0,13561.60,41207.69,0.0
53,固定资产报废损失,0,0,0,73262.92,0,13715.42,0,1059099.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
54,公允价值变动损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41323.43,41323.43,0.0
55,递延收益增加（减：减少）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
56,预计负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
57,财务费用,0,0,0,0,0,0,0,0,0,0,0,5735399.32,0,2849393.16,0,61354.17,0,0,0,5951983.63,0,5045999.99,0,5184723.13,0,2432196.06,0,5179223.59,2625893.40,4361016.62,3047242.90,2586833.32,2550655.29,2940476.89,0.0
58,投资损失,0,-7790989.91,0,-14572411.47,0,-6043964.86,0,-10500659.10,0,-2964603.26,0,0,0,0,0,-3138246.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12608.92,0,0.0
59,递延所得税资产减少,0,0,0,-619741.01,0,25308.91,0,-229476.88,0,-5183.78,0,240672.91,0,53528.89,0,488712.07,0,786530.17,0,-746909.36,0,4422.62,0,106082.06,0,33578.14,0,-73390.71,-19497.25,10333.75,-25880.87,31620.41,-36253.50,-110378.69,0.0
60,递延所得税负债增加,0,28701.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
61,存货的减少,0,-5588701.42,0,139605.01,0,-20784470.98,0,-39343834.73,0,-28814853.10,0,-19117919.12,0,-14809214.94,0,-8277552.01,0,-4206274.20,0,-9327669.63,0,-647777.68,0,3164840.21,0,319125.07,0,-1884738.67,1445854.57,1509000.00,-310104.53,-9866516.79,710128.76,-9600758.30,0.0
