,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20121231,20111231,20101231,20091231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,215292153.78,134754821.30,55414821.05,336990649.56,247766329.81,168648485.47,71858240.55,263100653.23,210157943.93,128129498.28,61789958.33,236027827.49,174023043.91,104086780.19,49582288.24,150491089.31,104787365.68,69647569.54,30417452.32,190829794.12,132227389.82,80587117.28,36825778.45,185216237.21,131635794.35,184948659.99,211952977.98,176056174.67,75862935.13,0.0
3,收到的税费返还,925056.22,645183.37,17735.44,787360.79,47241.26,0,0,2213544.69,2213544.69,2213544.69,2213544.69,714366.70,860862.99,364664.44,364664.44,915889.31,650034.48,650034.48,530364.49,2189301.26,1429304.47,1356798.45,1179960.38,1332430.95,638146.60,111695.88,614775.93,117164.23,438137.91,0.0
4,收到的其他与经营活动有关的现金,17066389.33,9353053.05,5614516.01,10836033.80,17205182.76,10543030.40,743099.32,9251756.74,10126436.13,5795172.32,4029221.94,10645628.93,8358960.94,5501661.53,1432793.93,6765640.39,10580739.14,4630294.09,2405616.04,12176429.21,2941898.04,3302009.16,475805.69,12046561.99,8387235.38,9346167.24,7184428.47,3775467.49,5775061.38,0.0
5,经营活动现金流入小计,233283599.33,144753057.72,61047072.50,348614044.15,265018753.83,179191515.87,72601339.87,274565954.66,222497924.75,136138215.29,68032724.96,247387823.12,183242867.84,109953106.16,51379746.61,158172619.01,116018139.30,74927898.11,33353432.85,205195524.59,136598592.33,85245924.89,38481544.52,198595230.15,140661176.33,194406523.11,219752182.38,179948806.39,82076134.42,0.0
6,购买商品、接受劳务支付的现金,114907658.37,80074979.52,47013646.80,119631970.47,107030250.96,68310845.00,30545360.03,101390029.26,83307808.53,54299845.26,26639594.18,72529817.14,48044437.63,35974657.15,18385483.15,79009030.00,67745666.75,41921524.85,22896053.86,82242382.24,55107800.54,22388516.25,12146111.15,57810490.57,47316443.88,52831168.41,78096307.83,50820941.54,25340771.57,0.0
7,支付给职工以及为职工支付的现金,67387809.67,46361870.78,26761713.42,82970586.24,60191686.69,40084008.10,22761033.56,71736192.06,53174542.54,36256430.43,20343086.80,60211084.00,44020965.14,28692522.00,14496338.17,55122411.16,41951847.28,29966476.23,17627335.74,52879304.29,39559638.83,27513276.20,15102445.48,44319897.24,33452120.63,39412328.44,34720070.62,20385341.28,14033941.35,0.0
8,支付的各项税费,15857608.98,12735173.09,5030913.43,26252681.10,24372413.98,19468320.94,11305548.48,18523881.95,14740119.06,11084760.89,1985196.02,13604054.14,10160912.70,5286225.58,2506215.89,12573784.57,10552493.63,11790282.97,6944119.73,21800067.59,19826865.43,11776761.01,5678765.47,28532834.73,27742547.30,32276214.76,36185372.06,17413407.72,17093704.63,0.0
