,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20141231,20131231,20121231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,407314249.56,286401980.18,169113108.32,75134381.89,415017384.41,294393825.11,173850237.35,86039195.27,419266384.48,282716984.97,171266505.33,76222029.87,392070640.77,275832612.80,160195739.96,71741503.43,319140213.66,281753988.69,220468560.58,152512109.55,0.0
3,收到的税费返还,7455258.09,4935602.74,2650282.29,750754.19,6045431.06,5087348.13,3897483.58,2401808.87,8502419.02,6812028.73,4859901.44,1715976.78,13812464.62,10083304.59,7562801.73,3518462.06,10863288.91,16565562.56,10096660.17,5545976.60,0.0
4,收到的其他与经营活动有关的现金,20464744.00,14710730.00,3577330.00,703000.00,14090214.92,2972911.14,1319386.62,944386.62,10797600.50,4847389.50,1658920.00,388620.00,7439639.00,5594243.00,4226891.51,2305800.00,4714679.72,3427050.00,5880753.00,3619500.00,0.0
5,经营活动现金流入小计,435234251.65,306048312.92,175340720.61,76588136.08,435153030.39,302454084.38,179067107.55,89385390.76,438566404.00,294376403.20,177785326.77,78326626.65,413322744.39,291510160.39,171985433.20,77565765.49,334718182.29,301746601.25,236445973.75,161677586.15,0.0
6,购买商品、接受劳务支付的现金,192731369.65,141493078.58,94118410.29,43999579.59,192550525.05,152810979.36,93733612.03,55107665.01,181082824.49,136326677.08,87038156.36,38629295.75,188102117.06,154017062.40,100091557.09,45833088.58,145941156.82,146182929.63,112901227.42,77031865.10,0.0
7,支付给职工以及为职工支付的现金,109205256.21,83040050.47,54142031.25,30846326.80,97563068.24,74405852.30,50953855.77,28525024.41,77901479.36,58500667.39,39154331.56,22782669.40,63707866.85,47050803.45,31528995.60,16716437.35,49008355.46,38417396.54,24979759.50,16557902.24,0.0
8,支付的各项税费,23217939.06,14246384.83,9956977.67,6567823.27,32269420.38,23267753.81,17081730.80,10287156.42,37823943.64,24184871.28,16445592.45,11114062.15,32270487.43,22838138.56,15162615.64,9857466.85,27912011.88,25231347.48,20906529.08,16098787.37,0.0
9,支付的其他与经营活动有关的现金,67772820.19,47151099.45,27818547.05,11501847.10,64193873.59,48861361.95,31028546.29,13627457.83,54341460.49,38916255.10,23938620.94,12383302.71,46983542.76,34414621.70,21179100.73,10822084.49,38190033.64,35345122.72,24077275.75,15897848.07,0.0
10,经营活动现金流出小计,392927385.11,285930613.33,186035966.26,92915576.76,386576887.26,299345947.42,192797744.89,107547303.67,351149707.98,257928470.85,166576701.31,84909330.01,331064014.10,258320626.11,167962269.06,83229077.27,261051557.80,245176796.37,182864791.75,125586402.78,0.0
11,经营活动产生的现金流量净额,42306866.54,20117699.59,-10695245.65,-16327440.68,48576143.13,3108136.96,-13730637.34,-18161912.91,87416696.02,36447932.35,11208625.46,-6582703.36,82258730.29,33189534.28,4023164.14,-5663311.78,73666624.49,56569804.88,53581182.00,36091183.37,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,
