,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20141231,20140630,20131231,20121231,20111231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,2309650294.23,1528971647.98,958711499.33,452341033.06,2037778537.33,1170700733.23,632006161.19,210155042.52,1458757878.22,1000810481.14,620345992.44,327752766.55,942564640.90,686055417.05,450243912.69,215594457.83,758121365.64,767574717.31,367387007.10,583048614.59,280624688.72,234239293.09,0.0
3,收到的税费返还,16455856.37,22372028.79,19848154.08,8114518.20,16611004.84,27200657.93,20117933.18,9325837.92,5891530.08,2442587.84,293500.00,268696.37,11264066.22,12314737.63,11131728.16,7013625.54,5500090.98,6258400.03,2659918.57,2081920.02,1250633.87,3922.19,0.0
4,收到的其他与经营活动有关的现金,513764239.51,237741916.96,34065101.36,3509608.57,362539285.90,30264514.06,12576461.31,25392307.73,198453677.49,138519097.81,30611076.86,35505827.09,14092051.55,37571513.80,4097005.88,370644.90,7902240.17,61443167.70,1575098.11,10070837.81,7126798.25,23861231.45,0.0
5,经营活动现金流入小计,2839870390.11,1789085593.73,1012624754.77,463965159.83,2416928828.07,1228165905.22,664700555.68,244873188.17,1663103085.79,1141772166.79,651250569.30,363527290.01,967920758.67,735941668.48,465472646.73,222978728.27,771523696.79,835276285.04,371622023.78,595201372.42,289002120.84,258104446.73,0.0
6,购买商品、接受劳务支付的现金,1861076580.19,1272762325.74,834753510.91,414518323.96,1334216606.39,855712984.41,496800737.19,197987506.35,1154318789.54,837043554.71,524700987.43,254718014.07,624401400.46,478326510.51,322738848.31,166407177.91,506407888.16,510262449.20,232000997.73,346451106.53,173073678.21,178239794.36,0.0
7,支付给职工以及为职工支付的现金,369126092.65,261845521.04,174368671.29,79239232.12,321927497.43,225836597.79,140328165.92,59380059.14,276760083.20,207010741.83,135829271.17,63047990.97,185467674.91,134575193.10,83078471.10,44744272.43,156622673.26,149242596.05,77322587.25,111673287.36,58458737.76,45299213.12,0.0
8,支付的各项税费,77996402.26,69120211.69,47398826.54,19504038.61,50484892.29,42427984.73,32110605.99,17481441.82,62884807.80,56032905.05,36246696.48,8990074.40,40971989.47,20353659.13,14811659.16,5994538.05,37042548.56,34049400.95,23072996.94,36409903.32,18996772.39,12154303.46,0.0
9,支付的其他与经营活动有关的现金,457100317.81,101009459.02,42353405.09,16743699.21,366598242.60,54137692.25,29343798.77,10907351.14,24676421.64,44645283.95,31599383.31,10012327.83,57237821.10,51694600.71,10089942.05,4805706.36,50516821.20,18253393.97,52076737.65,38011308.55,17126249.81,6679921.18,0.0
10,经营活动现金流出小计,2765299392.91,1704737517.49,1098874413.83,530005293.90,2073227238.71,1178115259.18,698583307.87,285756358.45,1518640102.18,1144732485.54,728376338.39,336768407.27,908078885.94,684949963.45,430718920.62,221951694.75,750589931.18,711807840.17,384473319.57,532545605.76,267655438.17,242373232.12,0.0
11,经营活动产生的现金流量净额,74570997.20,84348076.24,-86249659.06,-66040134.07,343701589.36,50050646.04,-33882752.19,-40883170.28,144462983.61,-2960318.75,-77125769.09,26758882.74,59841872.73,50991705.03,34753726.11,1027033.52,20933765.61,123468444.87,-12851295.79,62655766.66,21346682.67,15731214.61,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,
13,收回投资所收到的现金,0,723.31,723.31,2000808.23,122000000.00,147000000.00,147000000.00,122000000.00,0,0,0,0,0,0,0,0,0,0,10000.00,0,0,0,0.0
14,取得投资收益所收到的现金,1949371.32,0,0,4952.16,348055.74,386992.86,386992.86,265110.53,0,0,0,0,0,0,0,0,9265.18,107387.27,12979.43,0,0,0,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,1500.00,1500.00,1500.00,0,3000.00,3650.00,650.00,0,0,0,0,0,0,0,0,0,0,19999.98,19999.98,500000.00,11000.00,78000.00,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12283965.66,0,0,0,0,0,0.0
17,收到的其他与投资活动有关的现金,0,0,0,0,0,24473000.00,18520000.00,0,3450000.00,0,0,0,4740000.00,0,90000.00,0,23900000.00,131346600.00,10330000.00,21313900.00,6940000.00,0,0.0
18,投资活动现金流入小计,1950871.32,2223.31,2223.31,2005760.39,122351055.74,171863642.86,165907642.86,122265110.53,3450000.00,0.00,0.00,0.00,4740000.00,0.00,90000.00,0.00,36193230.84,131473987.25,10372979.41,21813900.00,6951000.00,78000.00,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,290443098.86,178952070.25,79028055.78,41279994.82,224000518.29,130941313.84,80603733.03,37848574.05,199420554.98,104528293.04,58249061.44,27599696.36,81462289.23,52595960.89,43967208.13,24328909.68,102660852.69,202659694.65,126694101.09,134309810.82,64633040.55,54610141.65,0.0
20,投资所支付的现金,72516300.00,70000000.00,0,574000.00,122000000.00,185530000.01,186094070.21,176094070.21,61470100.00,0,0,0,0,0,0,0,0,260000.00,260000.00,260000.00,0,0,0.0
21,取得子公司及其他营业单位支付的现金净额,15504994.27,80371294.45,18054994.27,15504994.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
