,报表日期,20190930,20190630,20181231,20180930,20180630,20171231,20161231,20160630,20151231,20141231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,2547079963.24,1628836076.78,2761133223.82,2002022616.47,1221875288.63,2134192267.11,1486802782.69,613784911.93,1102757398.41,850120848.38,0.0
3,收到的税费返还,0,0,1146868.46,0,0,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,177044764.49,113144273.75,238304117.20,170448570.37,128649688.56,164953269.64,89086175.26,98304953.19,51541217.57,106513339.34,0.0
5,经营活动现金流入小计,2724124727.73,1741980350.53,3000584209.48,2172471186.84,1350524977.19,2299145536.75,1575888957.95,712089865.12,1154298615.98,956634187.72,0.0
6,购买商品、接受劳务支付的现金,419747835.49,263234869.79,412242127.05,269432682.00,180439273.54,258320491.56,192896756.18,111835346.55,120935064.68,88067329.47,0.0
7,支付给职工以及为职工支付的现金,1665686064.95,1096428862.75,1914941674.38,1400615269.63,904083550.34,1503117572.65,1067909999.98,464338389.16,774703879.80,624860117.85,0.0
8,支付的各项税费,131473588.94,93878663.51,147812494.92,129833093.73,70656099.13,129913468.82,99420502.79,52267532.04,87715160.01,53404844.31,0.0
9,支付的其他与经营活动有关的现金,260763804.66,199004539.46,326505884.49,254057224.59,179207323.26,250235104.72,137399768.70,80396331.51,100714192.60,152868448.31,0.0
10,经营活动现金流出小计,2477671294.04,1652546935.51,2801502180.84,2053938269.95,1334386246.27,2141586637.75,1497627027.65,708837599.26,1084068297.09,919200739.94,0.0
11,经营活动产生的现金流量净额,246453433.69,89433415.02,199082028.64,118532916.89,16138730.92,157558899.00,78261930.30,3252265.86,70230318.89,37433447.78,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,
13,收回投资所收到的现金,0,0,1470000.00,1470000.00,0,0,0,97150000.00,165050000.00,268100000.00,0.0
14,取得投资收益所收到的现金,0,0,0,0,0,575956.42,647212.07,324447.12,323582.34,290764.92,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,4325644.06,3594311.76,5545319.74,701180.09,569134.67,2707751.56,652622.92,211254.99,77850.00,11275450.00,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,0,0.0
17,收到的其他与投资活动有关的现金,9012034.89,9012034.89,5717375.95,1376088.24,0,69252046.40,216200000.00,0,165050000.00,0,0.0
18,投资活动现金流入小计,13337678.95,12606346.65,12732695.69,3547268.33,569134.67,72535754.38,217499834.99,97685702.11,165451432.34,279666214.92,0.0
