,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20121231,20111231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,544714963.04,334064405.83,112698600.34,197280522.54,127884395.44,79015595.01,34733072.20,228139218.78,168066267.89,108169447.91,47955544.38,204802037.40,138181151.22,82859615.73,33627891.97,192266759.74,137881652.97,88444740.11,32061158.20,162650205.46,107562459.67,66215671.69,27217044.42,145638709.92,96442326.16,112346347.42,103414357.85,0.0
3,收到的税费返还,4699544.13,3331498.07,819875.41,3708937.88,2751414.26,1905961.64,318655.40,3058199.86,1977270.67,1286968.83,0,4461789.89,2520619.70,1429298.72,645717.50,2934774.46,1500659.57,1500659.57,0,1506741.25,1194002.03,726089.22,0,1870334.23,1253693.25,1970710.43,1870851.39,0.0
4,收到的其他与经营活动有关的现金,1552663.54,1368099.63,443921.67,5077273.54,2858993.08,2354734.04,992161.24,3707663.44,2056184.27,1682975.87,264966.30,7319379.87,7729834.50,4152282.63,655772.43,6470280.23,6205898.95,2272916.21,916400.45,4182044.35,3311144.97,2410942.80,411942.57,2319658.74,1085928.12,4449954.92,3040349.22,0.0
5,经营活动现金流入小计,550967170.71,338764003.53,113962397.42,206066733.96,133494802.78,83276290.69,36043888.84,234905082.08,172099722.83,111139392.61,48220510.68,216583207.16,148431605.42,88441197.08,34929381.90,201671814.43,145588211.49,92218315.89,32977558.65,168338991.06,112067606.67,69352703.71,27628986.99,149828702.89,98781947.53,118767012.77,108325558.46,0.0
6,购买商品、接受劳务支付的现金,211227752.69,127022005.98,54463226.17,108520337.27,71050091.57,44001155.62,22615494.53,120800688.34,102622987.54,66553151.37,31100742.38,108515680.93,71563200.34,41623268.39,20560383.89,110835670.00,91815457.61,55816622.22,27839346.23,87371456.14,63472260.06,40641823.07,22977083.66,77721652.37,55957044.06,57192006.29,47640682.37,0.0
7,支付给职工以及为职工支付的现金,39894934.71,26215223.04,15586101.19,36290769.99,27164107.75,19594772.96,11804703.50,32473671.12,25479861.66,18675684.40,11776134.46,31875263.16,24380974.23,18117451.54,11928542.86,27688704.50,22018732.59,15787678.46,9890836.04,23547031.44,18901569.15,13944283.82,9236413.94,20746071.81,15796412.00,16717717.93,14632726.53,0.0
8,支付的各项税费,37804783.33,14386148.47,4439075.24,17429142.02,12636376.51,8455527.25,3729339.94,19614903.13,15058831.33,8422794.31,5741474.45,20086556.93,15996418.39,9872435.12,5221898.03,22191177.19,16677459.63,12088909.16,5938208.04,19044662.29,14300806.06,9379476.54,4665752.10,14255377.77,11618947.16,15557781.99,12152343.99,0.0
9,支付的其他与经营活动有关的现金,16702981.56,10665266.78,4412657.77,19075378.58,14649454.98,8994391.44,4660523.63,18944005.53,14197929.51,9121072.64,4577810.62,21216085.63,21904361.78,12529077.91,5855549.39,22280520.51,17017570.05,10741552.30,6151579.31,17174044.88,12520723.84,7808221.68,3847182.40,14284420.34,10216014.03,15004785.21,10228254.71,0.0
10,经营活动现金流出小计,305630452.29,178288644.27,78901060.37,181315627.86,125500030.81,81045847.27,42810061.60,191833268.12,157359610.04,102772702.72,53196161.91,181693586.65,133844954.74,82142232.96,43566374.17,182996072.20,147529219.88,94434762.14,49819969.62,147137194.75,109195359.11,71773805.11,40726432.10,127007522.29,93588417.25,104472291.42,84654007.60,0.0
11,经营活动产生的现金流量净额,245336718.42,160475359.26,35061337.05,24751106.10,7994771.97,2230443.42,-6766172.76,43071813.96,14740112.79,8366689.89,-4975651.23,34889620.51,14586650.68,6298964.12,-8636992.27,18675742.23,-1941008.39,-2216446.25,-16842410.97,21201796.31,2872247.56,-2421101.40,-13097445.11,22821180.60,5193530.28,14294721.35,23671550.86,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,收回投资所收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,取得投资收益所收到的现金,3147060.34,2487578.06,525892.74,9792541.62,7166269.31,6579427.93,3410643.01,6792273.09,5655288.49,4823351.84,1003180.25,2320440.68,1890142.82,1871772.96,1761928.77,2796123.29,0,0,0,0,0,0,0,0,0,0,0,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,36827.00,0,0,5600.00,5600.00,0,0,0,0,0,0,11017596.20,10990096.20,11023890.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
17,收到的其他与投资活动有关的现金,196257001.36,190000000.00,50000000.00,290000000.00,235000000.00,205000400.00,110000000.00,502000000.00,448000550.00,350000400.00,108000000.00,305000000.00,149000000.00,156000000.00,116000000.00,133000000.00,0,0,0,0,0,0,0,0,0,0,0,0.0
18,投资活动现金流入小计,199440888.70,192487578.06,50525892.74,299798141.62,242171869.31,211579827.93,113410643.01,508792273.09,453655838.49,354823751.84,109003180.25,318338036.88,161880239.02,168895663.04,117761928.77,135796123.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,23453850.16,20640283.35,17834592.51,31531836.62,27851464.89,20560050.05,1857624.09,69697702.15,30637166.10,18943116.26,9848692.55,43324012.43,17147008.14,10660463.59,7332613.24,5389494.34,3522930.40,868712.69,619260.00,14107518.65,13777583.38,1317248.38,381276.88,2162568.42,1914274.02,13894972.40,1233363.63,0.0
20,投资所支付的现金,0,0,0,0,0,0,0,0,0,0,0,11536800.00,11536800.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
21,取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
22,支付的其他与投资活动有关的现金,260000475.00,185000000.00,40000000.00,245000000.00,215001250.00,185001650.00,90000000.00,457000000.00,437005443.00,338003800.00,93001746.00,389480182.50,206000000.00,181000000.00,90000000.00,249000000.00,0,0,0,1500000.00,1500000.00,0,0,0,0,0,0,0.0
23,投资活动现金流出小计,283454325.16,205640283.35,57834592.51,276531836.62,242852714.89,205561700.05,91857624.09,526697702.15,467642609.10,356946916.26,102850438.55,444340994.93,234683808.14,191660463.59,97332613.24,254389494.34,3522930.40,868712.69,619260.00,15607518.65,15277583.38,1317248.38,381276.88,2162568.42,1914274.02,13894972.40,1233363.63,0.0
24,投资活动产生的现金流量净额,-84013436.46,-13152705.29,-7308699.77,23266305.00,-680845.58,6018127.88,21553018.92,-17905429.06,-13986770.61,-2123164.42,6152741.70,-126002958.05,-72803569.12,-22764800.55,20429315.53,-118593371.05,-3522930.40,-868712.69,-619260.00,-15607518.65,-15277583.38,-1317248.38,-381276.88,-2162568.42,-1914274.02,-13894972.40,-1233363.63,0.0
25,三、筹资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,吸收投资收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142516000.00,142516000.00,142516000.00,142516000.00,0,0,0,0,0,0,0,13598000.00,0.0
27,其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,取得借款收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
29,发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
30,收到其他与筹资活动有关的现金,1000000.00,1000000.00,1966443.48,1000000.00,1000000.00,1000000.00,0,1000000.00,1000000.00,1000000.00,0,1000000.00,0,0,0,6500000.00,6500000.00,6500000.00,6500000.00,0,0,0,0,0,0,0,0,0.0
31,筹资活动现金流入小计,1000000.00,1000000.00,1966443.48,1000000.00,1000000.00,1000000.00,0.00,1000000.00,1000000.00,1000000.00,0.00,1000000.00,0.00,0.00,0.00,149016000.00,149016000.00,149016000.00,149016000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13598000.00,0.0
32,偿还债务支付的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
