,报表日期,20191231,20190630,20181231,20180630,20171231,20161231,20151231,19700101
0,单位,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,
2,销售商品、提供劳务收到的现金,1059773083.91,513767876.00,1277064625.64,687650829.44,1421899820.71,1141127475.53,1249062518.91,0.0
3,收到的税费返还,0,0,0,0,2204577.65,815339.61,1444950.47,0.0
4,收到的其他与经营活动有关的现金,9574075.82,6060088.92,5386618.44,1881906.61,13609589.90,21790735.87,36167805.66,0.0
5,经营活动现金流入小计,1069347159.73,519827964.92,1282451244.08,689532736.05,1437713988.26,1163733551.01,1286675275.04,0.0
6,购买商品、接受劳务支付的现金,823163024.82,370743020.37,920485712.58,584118277.58,1200905404.96,971254011.48,1132712015.60,0.0
7,支付给职工以及为职工支付的现金,76980677.76,42775812.90,79680179.89,44961176.38,70343819.22,62998422.89,62233796.93,0.0
8,支付的各项税费,51115285.54,22601420.65,104135406.46,51315822.62,53186457.94,49219923.06,34758342.12,0.0
9,支付的其他与经营活动有关的现金,25118223.21,11196428.66,31019648.17,13924929.05,27884884.61,30615518.76,42041286.34,0.0
10,经营活动现金流出小计,976377211.33,447316682.58,1135320947.10,694320205.63,1352320566.73,1114087876.19,1271745440.99,0.0
11,经营活动产生的现金流量净额,92969948.40,72511282.34,147130296.98,-4787469.58,85393421.53,49645674.82,14929834.05,0.0
12,二、投资活动产生的现金流量,,,,,,,,
13,收回投资所收到的现金,1354981110.00,369000000.00,1654585000.00,768585000.00,1304050000.00,1259900000.00,1440000000.00,0.0
14,取得投资收益所收到的现金,1371301.83,686613.70,5627604.07,4274517.78,7211879.33,4417469.56,5293161.48,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,4681496.00,4629496.00,98590308.25,78730055.75,42162983.00,42850.00,3161000.00,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0.0
17,收到的其他与投资活动有关的现金,28798000.00,0,57923043.27,6733043.27,50363200.00,1000000.00,21735500.00,0.0
18,投资活动现金流入小计,1389831907.83,374316109.70,1816725955.59,858322616.80,1403788062.33,1265360319.56,1470189661.48,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,11766587.21,5587443.71,25048248.75,9046657.20,18445219.96,4959009.59,15633612.85,0.0
20,投资所支付的现金,1354981110.00,369000000.00,1621000000.00,735000000.00,1270050000.00,1245000000.00,1408900000.00,0.0
21,取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0.0
22,支付的其他与投资活动有关的现金,0,0,0,0,4740000.00,7150000.00,350000.00,0.0
23,投资活动现金流出小计,1366747697.21,374587443.71,1646048248.75,744046657.20,1293235219.96,1257109009.59,1424883612.85,0.0
24,投资活动产生的现金流量净额,23084210.62,-271334.01,170677706.84,114275959.60,110552842.37,8251309.97,45306048.63,0.0
25,三、筹资活动产生的现金流量,,,,,,,,
26,吸收投资收到的现金,0,0,0,0,0,0,0,0.0
27,其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0.0
28,取得借款收到的现金,40000000.00,20000000.00,134000000.00,59000000.00,238000000.00,345000000.00,370000000.00,0.0
29,发行债券收到的现金,0,0,0,0,0,0,0,0.0
30,收到其他与筹资活动有关的现金,0,0,0,0,0,0,0,0.0
