,报表日期,20190930,20190630,20190331,20181231,20180930,20180331,20171231,20161231,19700101
0,单位,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,
2,销售商品、提供劳务收到的现金,323722011.53,212607660.72,0,281665817.05,217975426.09,0,245978468.18,143976126.96,0.0
3,收到的税费返还,30188908.97,17896278.34,0,15502420.97,12382309.45,0,18157878.80,12822799.35,0.0
4,收到的其他与经营活动有关的现金,16556805.02,2021987.24,0,9219539.36,6130132.27,0,3476754.11,1502621.69,0.0
5,经营活动现金流入小计,370467725.52,232525926.30,0,306387777.38,236487867.81,0,267613101.09,158301548.00,0.0
6,购买商品、接受劳务支付的现金,62195037.07,44998489.33,0,52829616.27,42846173.15,0,47607508.80,25590052.50,0.0
7,支付给职工以及为职工支付的现金,47422439.12,32555065.70,0,43251074.21,47455773.27,0,30496532.08,14605052.47,0.0
8,支付的各项税费,53948464.44,32704032.95,0,58879798.90,45084269.86,0,51817590.07,36010194.95,0.0
9,支付的其他与经营活动有关的现金,20108114.39,13568143.78,0,12044302.51,11608046.44,0,8551780.30,6220163.08,0.0
10,经营活动现金流出小计,183674055.02,123825731.76,0,167004791.89,146994262.72,0,138473411.25,82425463.00,0.0
11,经营活动产生的现金流量净额,186793670.50,108700194.54,32963600.00,139382985.49,89493605.09,16495600.00,129139689.84,75876085.00,0.0
12,二、投资活动产生的现金流量,,,,,,,,,
13,收回投资所收到的现金,494270000.00,339970000.00,0,637019500.00,446419500.00,0,314250000.00,106240101.90,0.0
14,取得投资收益所收到的现金,5436717.57,3724710.92,0,9407025.36,7318445.93,0,4480801.72,1840433.35,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,0,0,0,0,0,0,100000.00,0,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0.0
17,收到的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0.0
18,投资活动现金流入小计,499706717.57,343694710.92,0,646426525.36,453737945.93,0,318830801.72,108080535.25,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,116655246.92,102711268.98,0,3667382.88,3556428.96,0,12846387.53,964497.33,0.0
20,投资所支付的现金,2056700000.00,364900000.00,0,616900000.00,479990000.00,0,418929500.00,154000000.00,0.0
21,取得子公司及其他营业单位支付的现金净额,2160000.00,2160000.00,0,0,0,0,0,0,0.0
22,支付的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0.0
23,投资活动现金流出小计,2175515246.92,469771268.98,0,620567382.88,483546428.96,0,431775887.53,154964497.33,0.0
24,投资活动产生的现金流量净额,-1675808529.35,-126076558.06,0,25859142.48,-29808483.03,0,-112945085.81,-46883962.08,0.0
25,三、筹资活动产生的现金流量,,,,,,,,,
26,吸收投资收到的现金,1619920000.00,0,0,0,0,0,0,0,0.0
27,其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0,0.0
28,取得借款收到的现金,0,0,0,0,0,0,0,0,0.0
29,发行债券收到的现金,0,0,0,0,0,0,0,0,0.0
30,收到其他与筹资活动有关的现金,0,0,0,0,0,0,0,0,0.0
31,筹资活动现金流入小计,1619920000.00,0.00,0,0.00,0.00,0,0.00,0.00,0.0
32,偿还债务支付的现金,0,0,0,0,0,0,0,0,0.0
33,分配股利、利润或偿付利息所支付的现金,40000000.00,40000000.00,0,57008335.23,41600000.00,0,29991664.77,0,0.0
34,其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0,0,0,0.0
35,支付其他与筹资活动有关的现金,14300500.00,0,0,0,0,0,0,0,0.0
36,筹资活动现金流出小计,54300500.00,40000000.00,0,57008335.23,41600000.00,0,29991664.77,0.00,0.0
37,筹资活动产生的现金流量净额,1565619500.00,-40000000.00,0,-57008335.23,-41600000.00,0,-29991664.77,0.00,0.0
38,四、汇率变动对现金及现金等价物的影响,0,0,0,0,0,0,0,0,0.0
39,五、现金及现金等价物净增加额,76604641.15,-57376363.52,32963600.00,108233792.74,18085122.06,16495600.00,-13797060.74,28992122.92,0.0
40,加:期初现金及现金等价物余额,132275226.42,132275226.42,0,24041433.68,24042433.68,0,37838494.42,8846371.50,0.0
41,六、期末现金及现金等价物余额,208879867.57,74898862.90,0,132275226.42,42127555.74,0,24041433.68,37838494.42,0.0
42,附注,,,,,,,,,
43,净利润,0,0,0,139276293.90,0,0,131092121.91,75167155.19,0.0
44,少数股东权益,0,0,0,0,0,0,0,0,0.0
45,未确认的投资损失,0,0,0,0,0,0,0,0,0.0
46,资产减值准备,0,0,0,262047.24,0,0,396723.73,457106.34,0.0
47,固定资产折旧、油气资产折耗、生产性物资折旧,0,0,0,2323825.61,0,0,1375668.79,714795.39,0.0
48,无形资产摊销,0,0,0,64275.21,0,0,39645.95,27941.71,0.0
49,长期待摊费用摊销,0,0,0,1444683.97,0,0,651737.56,14824.81,0.0
50,待摊费用的减少,0,0,0,0,0,0,0,0,0.0
51,预提费用的增加,0,0,0,0,0,0,0,0,0.0
52,处置固定资产、无形资产和其他长期资产的损失,0,0,0,0,0,0,61047.53,0,0.0
53,固定资产报废损失,0,0,0,9292.76,0,0,0,0,0.0
54,公允价值变动损失,0,0,0,0,0,0,0,0,0.0
55,递延收益增加（减：减少）,0,0,0,0,0,0,0,0,0.0
56,预计负债,0,0,0,0,0,0,0,0,0.0
57,财务费用,0,0,0,0,0,0,0,0,0.0
58,投资损失,0,0,0,-8120071.80,0,0,-4332476.74,-1840433.35,0.0
59,递延所得税资产减少,0,0,0,-1087487.94,0,0,-2037796.63,-2235357.14,0.0
60,递延所得税负债增加,0,0,0,0,0,0,0,0,0.0
61,存货的减少,0,0,0,-2252220.61,0,0,-5341267.50,-2576157.18,0.0
62,经营性应收项目的减少,0,0,0,-5464471.97,0,0,28742574.63,-1895979.52,0.0
63,经营性应付项目的增加,0,0,0,1893349.06,0,0,-21508289.39,8042188.75,0.0
64,已完工尚未结算款的减少(减:增加),0,0,0,0,0,0,0,0,0.0
65,已结算尚未完工款的增加(减:减少),0,0,0,0,0,0,0,0,0.0
66,其他,0,0,0,11033470.06,0,0,0,0,0.0
67,经营活动产生现金流量净额,0,0,0,139382985.49,0,0,129139689.84,75876085.00,0.0
68,债务转为资本,0,0,0,0,0,0,0,0,0.0
69,一年内到期的可转换公司债券,0,0,0,0,0,0,0,0,0.0
70,融资租入固定资产,0,0,0,0,0,0,0,0,0.0
71,现金的期末余额,0,0,0,132275226.42,0,0,24041433.68,37838494.42,0.0
72,现金的期初余额,0,0,0,24041433.68,0,0,37838494.42,8846371.50,0.0
73,现金等价物的期末余额,0,0,0,0,0,0,0,0,0.0
74,现金等价物的期初余额,0,0,0,0,0,0,0,0,0.0
75,现金及现金等价物的净增加额,0,0,0,108233792.74,0,0,-13797060.74,28992122.92,0.0
