,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20141231,20131231,20121231,20111231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,927093421.25,694572840.25,423041874.59,189574640.38,727484601.09,767537670.55,327204662.63,225556313.66,549135457.77,532500279.02,330209952.96,127574171.12,465634445.38,363696747.61,245367281.07,103275837.87,407446189.24,325202658.77,194945777.41,451312200.07,404213105.33,419081068.86,321836401.33,0.0
3,收到的税费返还,9964796.16,8152826.88,4506588.53,0,8855618.15,1035679.46,3866089.65,335656.08,2890493.15,410423.61,337944.36,268899.90,191632.20,191632.20,20860.36,0,0,0,0,0,0,63202.27,607265.86,0.0
4,收到的其他与经营活动有关的现金,19860853.93,11152072.46,9580643.96,10353426.17,9179303.73,34583710.78,2312974.28,51884479.08,12736979.46,55245679.26,9136739.28,45287128.68,7633174.58,188237771.71,1444270.96,1041698.61,10891458.63,172858715.18,1451136.53,4527217.41,6175754.20,3572207.52,3991003.37,0.0
5,经营活动现金流入小计,956919071.34,713877739.59,437129107.08,199928066.55,745519522.97,803157060.79,333383726.56,277776448.82,564762930.38,588156381.89,339684636.60,173130199.70,473459252.16,552126151.52,246832412.39,104317536.48,418337647.87,498061373.95,196396913.94,455839417.48,410388859.53,422716478.65,326434670.56,0.0
6,购买商品、接受劳务支付的现金,482690909.99,396541417.11,251179602.70,120718452.89,480377377.12,683309463.74,265086845.19,249967828.07,347512416.73,431758070.58,259258638.74,173654741.14,280748266.19,427633239.52,140848114.54,56067201.93,222169353.00,356725599.81,115570891.32,255418515.88,256012403.11,240032016.67,185302352.51,0.0
7,支付给职工以及为职工支付的现金,110757192.42,84140752.55,54291744.51,30206816.19,90580742.94,67199639.64,43516005.56,21924490.46,76586498.94,59473898.69,37173403.07,20576589.69,66014483.03,48530731.81,31146722.80,14764076.65,61029152.68,44833510.93,27462920.86,55473268.02,41963671.10,33991934.91,27038069.83,0.0
8,支付的各项税费,77387067.28,55392199.82,27484578.54,10906933.52,20481910.80,10461466.52,5926775.58,3047632.81,41129458.61,37937564.08,24448279.08,7842388.90,48793523.87,37733600.84,26031778.82,14670024.47,40352029.44,33620014.19,21300479.83,39978047.49,29134200.93,38557318.87,29101819.32,0.0
9,支付的其他与经营活动有关的现金,75827627.09,30981948.01,23034121.33,33215840.53,56564961.81,22270757.67,24509779.08,35846805.43,33445447.73,19613463.47,11272481.48,6184775.30,32907828.97,24157447.81,15725770.42,6257846.32,28964100.48,54565449.07,16934571.56,24428695.61,24868556.86,24988397.85,17007634.02,0.0
10,经营活动现金流出小计,746662796.78,567056317.49,355990047.08,195048043.13,648004992.67,783241327.57,339039405.41,310786756.77,498673822.01,548782996.82,332152802.37,208258495.03,428464102.06,538055019.98,213752386.58,91759149.37,352514635.60,489744574.00,181268863.57,375298527.00,351978832.00,337569668.30,258449875.68,0.0
11,经营活动产生的现金流量净额,210256274.56,146821422.10,81139060.00,4880023.42,97514530.30,19915733.22,-5655678.85,-33010307.95,66089108.37,39373385.07,7531834.23,-35128295.33,44995150.10,14071131.54,33080025.81,12558387.11,65823012.27,8316799.95,15128050.37,80540890.48,58410027.53,85146810.35,67984794.88,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,
13,收回投资所收到的现金,2345940.00,2345940.00,2345940.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,取得投资收益所收到的现金,3110232.23,3825613.10,1831727.82,187500.00,1215926.12,374249.87,433290.96,0,319778.88,319778.88,0,0,281055.67,281055.67,281055.67,0,404497.31,404497.31,404497.31,760439.96,760333.30,760333.30,0,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,2595433.37,2124200.00,10000.00,10000.00,315470.00,200550.00,0,0,157707.87,157707.87,157707.87,157707.87,8000.00,0,0,0,214000.00,60000.00,179000.00,100000.00,30000.00,94017.09,637000.00,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4643647.77,0.0
17,收到的其他与投资活动有关的现金,70000000.00,40000000.00,20000000.00,0,92000000.00,82000000.00,45000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
18,投资活动现金流入小计,78051605.60,48295753.10,24187667.82,197500.00,93531396.12,82574799.87,45433290.96,0.00,477486.75,477486.75,157707.87,157707.87,289055.67,281055.67,281055.67,0.00,618497.31,464497.31,583497.31,860439.96,790333.30,854350.39,5280647.77,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,75501956.39,67161693.88,48781767.92,29412793.68,145316113.06,94241018.57,81893220.69,40922546.65,163959790.05,81634851.12,24118901.85,13719630.71,69039863.19,8838844.71,20743768.57,9935698.08,76007009.65,31585648.55,38498120.29,91793624.80,150198941.30,128255889.57,39914246.08,0.0
20,投资所支付的现金,0,0,0,0,3436660.00,2600620.00,2600620.00,2345940.00,0,0,0,0,277848.00,0,0,0,1350000.00,0,0,0,0,0,0,0.0
21,取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,1609881.17,1609881.17,0,0,0,0,0,0,0,0,8274000.00,0.0
22,支付的其他与投资活动有关的现金,60000000.00,60424020.00,20251220.00,0,102000000.00,102000000.00,55000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
23,投资活动现金流出小计,135501956.39,127585713.88,69032987.92,29412793.68,250752773.06,198841638.57,139493840.69,43268486.65,163959790.05,81634851.12,24118901.85,13719630.71,70927592.36,10448725.88,20743768.57,9935698.08,77357009.65,31585648.55,38498120.29,91793624.80,150198941.30,128255889.57,48188246.08,0.0
24,投资活动产生的现金流量净额,-57450350.79,-79289960.78,-44845320.10,-29215293.68,-157221376.94,-116266838.70,-94060549.73,-43268486.65,-163482303.30,-81157364.37,-23961193.98,-13561922.84,-70638536.69,-10167670.21,-20462712.90,-9935698.08,-76738512.34,-31121151.24,-37914622.98,-90933184.84,-149408608.00,-127401539.18,-42907598.31,0.0
25,三、筹资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,
26,吸收投资收到的现金,0,0,0.00,0,49077600.00,49077600.00,41577600.00,0,0,0,0,0,207822346.81,218341800.00,0,0,0,0,0,6000000.00,0,0,2480000.00,0.0
27,其中：子公司吸收少数股东投资收到的现金,0,0,0.00,0,7500000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000.00,0,0,0,0.0
28,取得借款收到的现金,154079388.89,115000000.00,115000000.00,115000000.00,216000000.00,216000000.00,216000000.00,113000000.00,312000000.00,272380222.14,232380222.14,86380222.14,221065205.00,177300000.00,142065205.00,40065205.00,345168348.00,219138358.98,167117448.00,267208541.00,216500000.00,108200000.00,35600000.00,0.0
29,发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
30,收到其他与筹资活动有关的现金,7244933.97,34176072.86,28081231.24,6256184.56,12624816.07,16019456.37,17489137.77,10285639.00,28240000.00,30664571.39,5000000.00,5000000.00,1600000.00,0,1600000.00,0,1220000.00,0,0,2000000.00,5800000.00,0,200000.00,0.0
31,筹资活动现金流入小计,161324322.86,149176072.86,143081231.24,121256184.56,277702416.07,281097056.37,275066737.77,123285639.00,340240000.00,303044793.53,237380222.14,91380222.14,430487551.81,395641800.00,143665205.00,40065205.00,346388348.00,219138358.98,167117448.00,275208541.00,222300000.00,108200000.00,38280000.00,0.0
32,偿还债务支付的现金,156100000.00,135400000.00,105400000.00,85000000.00,212300000.00,184119840.50,124500000.00,73629456.00,166800000.00,125800000.00,64100000.00,2100000.00,357323690.00,189555754.59,157698690.00,31323690.00,317558841.00,196002808.92,142516551.00,220327009.90,125600000.00,30200000.00,23000000.00,0.0
33,分配股利、利润或偿付利息所支付的现金,37806174.31,33736799.93,30236312.83,3463910.44,15656179.17,5850244.62,7858712.03,1771382.84,14803517.05,10251449.06,3490722.84,1506273.05,25531464.69,9366186.07,6419101.10,2983973.48,24774646.67,25121394.61,7416314.65,28628054.58,22612857.64,17673306.74,16520399.77,0.0
34,其中：子公司支付给少数股东的股利、利润,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
35,支付其他与筹资活动有关的现金,19188999.84,17663500.48,9552676.09,4523322.44,9246072.58,16779018.60,14464787.58,3300826.70,12891282.84,20441290.39,8410439.44,0,28240000.00,6040000.00,0,0,0,0,0,0,200000.00,0,11009536.00,0.0
36,筹资活动现金流出小计,213095174.15,186800300.41,145188988.92,92987232.88,237202251.75,206749103.72,146823499.61,78701665.54,194494799.89,156492739.45,76001162.28,3606273.05,411095154.69,204961940.66,164117791.10,34307663.48,342333487.67,221124203.53,149932865.65,248955064.48,148412857.64,47873306.74,50529935.77,0.0
37,筹资活动产生的现金流量净额,-51770851.29,-37624227.55,-2107757.68,28268951.68,40500164.32,74347952.65,128243238.16,44583973.46,145745200.11,146552054.08,161379059.86,87773949.09,19392397.12,190679859.34,-20452586.10,5757541.52,4054860.33,-1985844.55,17184582.35,26253476.52,73887142.36,60326693.26,-12249935.77,0.0
