,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20161231,20160331,20151231,20141231,20131231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,639957650.65,450041061.16,225504121.51,740495157.04,556120397.30,297874600.51,159075364.23,260130795.61,176357523.07,399068767.67,90804487.38,250662804.44,63047975.99,33402920.30,0.0
3,收到的税费返还,220397.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,38602560.70,15539194.94,6511447.02,18795797.02,10885093.75,5888734.73,3899771.72,12505664.41,17160476.45,6959699.96,4948863.56,3481422.21,1087706.76,4881531.85,0.0
5,经营活动现金流入小计,678780608.86,465580256.10,232015568.53,759290954.06,567005491.05,303763335.24,162975135.95,272636460.02,193517999.52,406028467.63,95753350.94,254144226.65,64135682.75,38284452.15,0.0
6,购买商品、接受劳务支付的现金,370247169.28,267926067.56,135616879.25,412774211.07,315016371.97,173986114.82,82022731.18,323697859.52,230869606.53,236496771.88,73835675.67,117866393.94,25890473.81,11591112.00,0.0
7,支付给职工以及为职工支付的现金,81372974.87,55433149.56,26654998.43,90161972.69,68063876.41,46841037.00,25989585.05,73027974.86,51680172.94,58268857.39,15246188.99,31939983.44,15723252.36,9816996.23,0.0
8,支付的各项税费,33951979.65,26289092.35,14527567.70,48452028.10,36217911.84,23661528.63,12634234.23,44765049.79,8450223.35,38640487.36,9180428.57,30295592.00,9095652.27,3302879.79,0.0
9,支付的其他与经营活动有关的现金,43537825.70,20578333.77,6438757.05,40766072.31,26724708.12,19329920.42,8023591.62,34261312.29,25898419.62,34039538.81,7803603.35,16521138.00,12371033.83,9564958.79,0.0
10,经营活动现金流出小计,529109949.50,370226643.24,183238202.43,592154284.17,446022868.34,263818600.87,128670142.08,475752196.46,316898422.44,367445655.44,106065896.58,196623107.38,63080412.27,34275946.81,0.0
11,经营活动产生的现金流量净额,149670659.36,95353612.86,48777366.10,167136669.89,120982622.71,39944734.37,34304993.87,-203115736.44,-123380422.92,38582812.19,-10312545.64,57521119.27,1055270.48,4008505.34,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,,,,
13,收回投资所收到的现金,283970000.00,0,0,0,0,0,0,0,0,0,0,0,0,4000000.00,0.0
14,取得投资收益所收到的现金,1858050.14,0,0,0,0,0,0,0,0,0,0,0,0,69702.74,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,5000.00,5000.00,0,362500.00,20000.00,20000.00,0,37000.00,7000.00,1100.00,0,0,0,0,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
17,收到的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
18,投资活动现金流入小计,285833050.14,5000.00,0.00,362500.00,20000.00,20000.00,0.00,37000.00,7000.00,1100.00,0.00,0.00,0.00,4069702.74,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,217261001.54,126804114.04,55192345.76,51192794.79,30590916.09,28647732.99,2594942.86,50811587.41,39693789.38,147246616.61,56670991.38,104991542.77,13569921.41,10418252.62,0.0
20,投资所支付的现金,363970000.00,183970000.00,0,0,0,0,0,0,0,0,0,0,0,4000000.00,0.0
21,取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
22,支付的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
23,投资活动现金流出小计,581231001.54,310774114.04,55192345.76,51192794.79,30590916.09,28647732.99,2594942.86,50811587.41,39693789.38,147246616.61,56670991.38,104991542.77,13569921.41,14418252.62,0.0
24,投资活动产生的现金流量净额,-295397951.40,-310769114.04,-55192345.76,-50830294.79,-30570916.09,-28627732.99,-2594942.86,-50774587.41,-39686789.38,-147245516.61,-56670991.38,-104991542.77,-13569921.41,-10348549.88,0.0
25,三、筹资活动产生的现金流量,,,,,,,,,,,,,,,
26,吸收投资收到的现金,408097367.00,408097367.00,0,0,0,0,0,0,0,0,0,80000000.00,1237114.00,0,0.0
27,其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,取得借款收到的现金,70140627.32,60000000.00,30000000.00,117800000.00,110000000.00,60000000.00,10000000.00,369558315.47,294798300.20,105000000.00,30000000.00,49000000.00,41540000.00,11500000.00,0.0
29,发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
30,收到其他与筹资活动有关的现金,0,0,0,30000000.00,31230000.00,30000000.00,0,2215000.00,2215000.00,14494560.00,0,770000.00,1160000.00,7971500.00,0.0
31,筹资活动现金流入小计,478237994.32,468097367.00,30000000.00,147800000.00,141230000.00,90000000.00,10000000.00,371773315.47,297013300.20,119494560.00,30000000.00,129770000.00,43937114.00,19471500.00,0.0
32,偿还债务支付的现金,100300000.00,68500000.00,46700000.00,213200000.00,209350000.00,82100000.00,26900000.00,102320000.00,94670000.00,49340000.00,1440000.00,37710000.00,15470000.00,18260000.00,0.0
33,分配股利、利润或偿付利息所支付的现金,3748900.49,2618607.13,1180151.38,8199896.57,6714259.19,4913514.27,2479915.09,7269310.72,8955767.82,4933504.96,974439.61,3164032.81,799108.42,463426.52,0.0
34,其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
35,支付其他与筹资活动有关的现金,12931849.98,26019208.56,636000.00,15154470.80,3222574.80,2742574.80,593842.00,10042713.00,7108590.00,4686145.57,376444.00,600000.00,750000.00,0,0.0
36,筹资活动现金流出小计,116980750.47,97137815.69,48516151.38,236554367.37,219286833.99,89756089.07,29973757.09,119632023.72,110734357.82,58959650.53,2790883.61,41474032.81,17019108.42,18723426.52,0.0
37,筹资活动产生的现金流量净额,361257243.85,370959551.31,-18516151.38,-88754367.37,-78056833.99,243910.93,-19973757.09,252141291.75,186278942.38,60534909.47,27209116.39,88295967.19,26918005.58,748073.48,0.0
38,四、汇率变动对现金及现金等价物的影响,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
39,五、现金及现金等价物净增加额,215529951.81,155544050.13,-24931131.04,27552007.73,12354872.63,11560912.31,11736293.92,-1749032.10,23211730.08,-48127794.95,-39774420.63,40825543.69,14403354.65,-5591971.06,0.0
40,加:期初现金及现金等价物余额,35753905.84,35753905.84,35753905.84,8201898.11,8201898.11,8201898.11,8201898.11,9950930.21,9950930.21,58078725.16,58078725.16,17253181.47,2849826.82,8441797.88,0.0
41,六、期末现金及现金等价物余额,251283857.65,191297955.97,10822774.80,35753905.84,20556770.74,19762810.42,19938192.03,8201898.11,33162660.29,9950930.21,18304304.53,58078725.16,17253181.47,2849826.82,0.0
42,附注,,,,,,,,,,,,,,,
43,净利润,0,46917292.92,0,98116200.05,0,31872231.05,0,92727581.04,0,75608096.31,0,0,0,0,0.0
44,少数股东权益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
45,未确认的投资损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
46,资产减值准备,0,3346997.28,0,-8142842.81,0,-4748689.32,0,11825709.15,0,3191052.87,0,0,0,0,0.0
47,固定资产折旧、油气资产折耗、生产性物资折旧,0,20506349.64,0,34950374.84,0,17145284.06,0,30976341.84,0,17476334.59,0,0,0,0,0.0
48,无形资产摊销,0,889170.00,0,1334358.48,0,655386.78,0,1114252.89,0,668318.63,0,0,0,0,0.0
49,长期待摊费用摊销,0,8074075.81,0,14964441.13,0,7364727.64,0,12889864.76,0,6903337.25,0,0,0,0,0.0
50,待摊费用的减少,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
51,预提费用的增加,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
52,处置固定资产、无形资产和其他长期资产的损失,0,12182.80,0,280298.38,0,-14960.24,0,79507.78,0,0,0,0,0,0,0.0
53,固定资产报废损失,0,1671086.98,0,1763462.94,0,178045.96,0,441710.68,0,1395418.67,0,0,0,0,0.0
54,公允价值变动损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
55,递延收益增加（减：减少）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
56,预计负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
57,财务费用,0,6073780.97,0,14854277.85,0,7515953.60,0,15526338.82,0,10037316.43,0,0,0,0,0.0
58,投资损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
59,递延所得税资产减少,0,-279522.17,0,-191498.14,0,51291.95,0,-3596000.93,0,-1981130.38,0,0,0,0,0.0
60,递延所得税负债增加,0,40775.76,0,0,0,0,0,0,0,0,0,0,0,0,0.0
61,存货的减少,0,-56749281.39,0,-12816325.03,0,-13369069.71,0,-22356630.10,0,-18546707.10,0,0,0,0,0.0
62,经营性应收项目的减少,0,82317451.52,0,-145111516.67,0,-88061009.94,0,-384653684.19,0,-124769199.31,0,0,0,0,0.0
63,经营性应付项目的增加,0,-17466747.26,0,167135438.87,0,81355542.54,0,41909271.82,0,66424671.03,0,0,0,0,0.0
64,已完工尚未结算款的减少(减:增加),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
65,已结算尚未完工款的增加(减:减少),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
66,其他,0,0,0,0,0,0,0,0,0,2175303.20,0,0,0,0,0.0
67,经营活动产生现金流量净额,0,95353612.86,0,167136669.89,0,39944734.37,0,-203115736.44,0,38582812.19,0,0,0,0,0.0
68,债务转为资本,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
69,一年内到期的可转换公司债券,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
70,融资租入固定资产,0,0,0,7703229.83,0,7703229.83,0,0,0,18491531.11,0,0,0,0,0.0
71,现金的期末余额,0,191297955.97,0,35753905.84,0,19762810.42,0,8201898.11,0,9950930.21,0,0,0,0,0.0
72,现金的期初余额,0,35753905.84,0,8201898.11,0,8201898.11,0,9950930.21,0,58078725.16,0,0,0,0,0.0
73,现金等价物的期末余额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
74,现金等价物的期初余额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
75,现金及现金等价物的净增加额,0,155544050.13,0,27552007.73,0,11560912.31,0,-1749032.10,0,-48127794.95,0,0,0,0,0.0
