,报表日期,20191231,20190930,20190630,20181231,20180630,20171231,20161231,20151231,20150930,20141231,20131231,20121231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,369818532.21,265206715.42,174356242.28,396785472.08,174632147.44,339449410.39,265958457.36,251904504.31,186903446.11,291994584.62,229598436.24,220557727.91,0.0
3,收到的税费返还,9738670.03,8047202.30,5816357.66,7228820.22,3717732.60,6114881.85,3582915.59,4157653.16,2797846.30,4029451.61,3700205.31,4143085.61,0.0
4,收到的其他与经营活动有关的现金,14560633.77,10788927.01,8554476.44,4176967.81,1622971.93,8224582.51,2799615.94,5062793.76,2614176.14,2230993.29,5187489.39,8116304.02,0.0
5,经营活动现金流入小计,394117836.01,284042844.73,188727076.38,408191260.11,179972851.97,353788874.75,272340988.89,261124951.23,192315468.55,298255029.52,238486130.94,232817117.54,0.0
6,购买商品、接受劳务支付的现金,152238880.85,112803525.18,80498586.11,155464188.44,84044248.37,144393609.69,102922805.91,85156842.01,68745632.33,116648045.84,106835966.90,88301627.14,0.0
7,支付给职工以及为职工支付的现金,114015139.25,85794071.46,63761725.32,116701611.31,70508016.17,103033295.53,81690735.68,77654117.09,61074559.24,73943765.45,68286091.36,64111254.08,0.0
8,支付的各项税费,18882833.33,14745528.95,8588979.92,34559755.81,20376396.21,28071921.17,15349894.55,23679019.72,19761806.85,21126440.06,16035853.17,20442529.19,0.0
9,支付的其他与经营活动有关的现金,30741066.80,21793280.67,14690342.72,33362022.40,16130660.03,30430785.87,23532826.39,17007441.80,12684087.02,16910790.15,16730897.78,17893275.36,0.0
10,经营活动现金流出小计,315877920.23,235136406.26,167539634.07,340087577.96,191059320.78,305929612.26,223496262.53,203497420.62,162266085.44,228629041.50,207888809.21,190748685.77,0.0
11,经营活动产生的现金流量净额,78239915.78,48906438.47,21187442.31,68103682.15,-11086468.81,47859262.49,48844726.36,57627530.61,30049383.11,69625988.02,30597321.73,42068431.77,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,,
13,收回投资所收到的现金,0,0,0,0,0,0,0,890555.00,900525.27,796960.00,0,0,0.0
14,取得投资收益所收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,447230.00,369160.00,226500.00,457485.00,225340.00,339256.00,899958.52,148770.00,117450.00,170113.00,164940.00,243700.00,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0.0
17,收到的其他与投资活动有关的现金,67266299.32,38153145.36,26074857.53,64168239.71,29099542.45,39177931.49,0,0,0,0,0,0,0.0
18,投资活动现金流入小计,67713529.32,38522305.36,26301357.53,64625724.71,29324882.45,39517187.49,899958.52,1039325.00,1017975.27,967073.00,164940.00,243700.00,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,36629515.11,26653114.19,21920439.93,30729076.85,13359257.98,25245571.30,34663561.01,26876985.29,20174835.83,18357180.68,12680731.46,108553496.83,0.0
20,投资所支付的现金,0,0,0,0,0,0,0,611074.87,611074.87,1100012.10,0,0,0.0
21,取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0.0
