,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20161231.1,20160930,20160630,20160331,20151231,20151231.1,20150630,20141231,20141231.1,20131231,20121231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,855210667.00,677967600.45,469230803.52,196809107.90,823428744.88,652989338.45,436684551.41,191946912.99,537729987.20,397213942.79,266499491.91,137692427.36,445260203.70,0,333360585.77,174227097.47,79426569.03,325257163.60,0,157583173.95,367654643.26,367654643.26,330778771.37,281882152.59,0.0
3,收到的税费返还,353629.15,353629.15,353629.15,353629.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,56529854.52,37456781.40,21199994.30,15864625.66,3973870.72,3140346.65,2299400.21,1054433.75,12894174.24,11703075.68,5399883.61,3887062.40,15534670.36,0,13175550.11,10648279.48,9540825.22,9930823.69,0,4737999.73,20442891.11,20442891.11,3534865.65,35820228.12,0.0
5,经营活动现金流入小计,912094150.67,715778011.00,490784426.97,213027362.71,827402615.60,656129685.10,438983951.62,193001346.74,550624161.44,408917018.47,271899375.52,141579489.76,460794874.06,0,346536135.88,184875376.95,88967394.25,335187987.29,0,162321173.68,388097534.37,388097534.37,334313637.02,317702380.71,0.0
6,购买商品、接受劳务支付的现金,690845431.93,495329929.64,363901721.96,194415747.66,523298402.85,410894448.58,258403925.49,95812607.33,380132899.33,284782789.77,166699616.24,67094118.08,273705592.55,0,209325561.92,112618771.49,55489240.50,193772181.04,0,93913588.56,212198318.53,212198318.53,176900891.68,116732096.97,0.0
7,支付给职工以及为职工支付的现金,71503597.52,55261619.40,35410316.14,18617847.49,66393672.93,49803216.10,31680374.89,15725506.79,53494623.42,39433795.47,23270995.78,12712823.71,41887383.61,0,30098496.85,20097068.26,10675399.66,38325343.64,0,17685689.43,34690882.91,34690882.91,25600612.13,24443971.50,0.0
8,支付的各项税费,55815161.53,44821128.38,39413484.67,21184674.44,84937884.36,72732462.44,57333560.75,33962294.93,96876156.36,70331168.16,50489727.61,30191331.28,64141773.87,0,52345699.93,35852880.30,19759002.07,69938931.09,0,44234889.92,65122767.02,65122767.02,42658083.63,44466669.67,0.0
9,支付的其他与经营活动有关的现金,55132262.64,46241348.88,24166878.14,11891883.55,44686991.43,15717708.89,10064208.04,8102503.14,38672474.81,44065210.74,19044622.54,7226659.46,27380539.61,0,21684793.87,13526380.04,8259537.95,27939740.91,0,16679774.63,44857265.09,44857265.09,36080765.56,49508569.99,0.0
10,经营活动现金流出小计,873296453.62,641654026.30,462892400.91,246110153.14,719316951.57,549147836.01,357482069.17,153602912.19,569176153.92,438612964.14,259504962.17,117224932.53,407115289.64,0,313454552.57,182095100.09,94183180.18,329976196.68,0,172513942.54,356869233.55,356869233.55,281240353.00,235151308.13,0.0
11,经营活动产生的现金流量净额,38797697.05,74123984.70,27892026.06,-33082790.43,108085664.03,106981849.09,81501882.45,39398434.55,-18551992.48,-29695945.67,12394413.35,24354557.23,53679584.42,0,33081583.31,2780276.86,-5215785.93,5211790.61,0,-10192768.86,31228300.82,31228300.82,53073284.02,82551072.58,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,
13,收回投资所收到的现金,526850000.00,462000000.00,322000000.00,270000000.00,1110000000.00,780000000.00,450000000.00,0,0,0,0,0,45401205.00,0,45401205.00,45401205.00,45401205.00,0,0,0,0,0,0,0,0.0
14,取得投资收益所收到的现金,5120115.06,4554964.38,3136909.58,2637780.82,15451632.20,12817440.41,5833111.64,4094755.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,811659.20,722720.00,722720.00,22720.00,888999.00,87000.00,80000.00,80000.00,30180.00,0,0,0,1116055.00,0,0,1110000.00,0,0,0,0,201840.00,201840.00,323482.00,0,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
17,收到的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
18,投资活动现金流入小计,532781774.26,467277684.38,325859629.58,272660500.82,1126340631.20,792904440.41,455913111.64,4174755.47,30180.00,0.00,0.00,0.00,46517260.00,0,45401205.00,46511205.00,45401205.00,0.00,0,0.00,201840.00,201840.00,323482.00,0.00,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,125284534.05,110931619.91,84708655.35,2880608.01,39466275.10,31578382.79,28026502.89,18165435.63,12111198.54,8410001.25,6446844.65,1579655.09,14894421.79,0,9660199.76,5914669.08,2490602.42,7180146.80,0,4558950.41,19488624.64,19488624.64,7093542.09,6942260.02,0.0
20,投资所支付的现金,412000000.00,362000000.00,252000000.00,112000000.00,1050000000.00,780000000.00,450000000.00,0,270000000.00,270000000.00,0,0,0,0,0,0,0,3949.10,0,3949.10,0,0,10772026.13,12887292.00,0.0
21,取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
22,支付的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
23,投资活动现金流出小计,537284534.05,472931619.91,336708655.35,114880608.01,1089466275.10,811578382.79,478026502.89,18165435.63,282111198.54,278410001.25,6446844.65,1579655.09,14894421.79,0,9660199.76,5914669.08,2490602.42,7184095.90,0,4562899.51,19488624.64,19488624.64,17865568.22,19829552.02,0.0
24,投资活动产生的现金流量净额,-4502759.79,-5653935.53,-10849025.77,157779892.81,36874356.10,-18673942.38,-22113391.25,-13990680.16,-282081018.54,-278410001.25,-6446844.65,-1579655.09,31622838.21,0,35741005.24,40596535.92,42910602.58,-7184095.90,0,-4562899.51,-19286784.64,-19286784.64,-17542086.22,-19829552.02,0.0
25,三、筹资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,
26,吸收投资收到的现金,11454000.00,15455000.00,12500000.00,150000.00,0,0,0,0,334045624.00,334045624.00,334045624.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
27,其中：子公司吸收少数股东投资收到的现金,0,0,12500000.00,150000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,取得借款收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000.00,40000000.00,0.0
29,发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
30,收到其他与筹资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
31,筹资活动现金流入小计,11454000.00,15455000.00,12500000.00,150000.00,0.00,0.00,0.00,0.00,334045624.00,334045624.00,334045624.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,20000000.00,40000000.00,0.0
32,偿还债务支付的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000.00,20000000.00,40000000.00,88000000.00,0.0
33,分配股利、利润或偿付利息所支付的现金,24026656.00,24026656.00,24026656.00,0,30033320.00,30033320.00,30033320.00,0,28152500.00,28152500.00,28152500.00,28152500.00,56305000.00,0,56305000.00,0,0,0,0,0,421666.65,421666.65,1988633.33,5045037.17,0.0
34,其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
35,支付其他与筹资活动有关的现金,0,0,0,0,0,0,0,0,12709835.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
36,筹资活动现金流出小计,24026656.00,24026656.00,24026656.00,0.00,30033320.00,30033320.00,30033320.00,0.00,40862335.51,28152500.00,28152500.00,28152500.00,56305000.00,0,56305000.00,0.00,0.00,0.00,0,0.00,20421666.65,20421666.65,41988633.33,93045037.17,0.0
37,筹资活动产生的现金流量净额,-12572656.00,-8571656.00,-11526656.00,150000.00,-30033320.00,-30033320.00,-30033320.00,0.00,293183288.49,305893124.00,305893124.00,-28152500.00,-56305000.00,0,-56305000.00,0.00,0.00,0.00,0,0.00,-20421666.65,-20421666.65,-21988633.33,-53045037.17,0.0
38,四、汇率变动对现金及现金等价物的影响,2537351.83,2797882.87,351616.99,-762741.33,3187073.21,3408147.55,1110149.98,-574998.54,-1458495.16,-1048635.05,-627038.87,-204408.47,1467521.30,0,460943.40,315881.65,-180109.79,1503669.98,0,813266.02,435683.42,435683.42,-1909150.55,-507484.29,0.0
