,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20151231,20141231,20131231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,285166391.26,195990950.65,99207562.49,348381281.89,212919537.02,143111536.90,55034749.96,381978071.87,311116383.26,197931476.22,71997288.73,413280331.31,300582834.51,213972195.61,423181431.98,261191203.82,244450705.37,0.0
3,收到的税费返还,1237431.06,398699.70,140094.22,1462094.99,1017795.97,249726.13,105896.55,2084370.54,1863229.97,731649.61,63579.51,596808.58,158919.00,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,5543066.97,2750913.54,2347502.50,5222898.58,5364779.41,4157858.47,3909660.61,1810380.21,1822971.70,1191350.65,409202.26,3213684.42,2400488.86,1941985.14,2437044.66,3104751.45,3475903.52,0.0
5,经营活动现金流入小计,291946889.29,199140563.89,101695159.21,355066275.46,219302112.40,147519121.50,59050307.12,385872822.62,314802584.93,199854476.48,72470070.50,417090824.31,303142242.37,215914180.75,425618476.64,264295955.27,247926608.89,0.0
6,购买商品、接受劳务支付的现金,245664413.21,138514791.20,71436526.08,219953483.53,151137844.15,84853741.43,43410855.85,279894541.50,178245449.64,94065499.41,49674014.02,227432669.05,171102575.11,112116177.52,173516513.40,144500613.28,144095038.65,0.0
7,支付给职工以及为职工支付的现金,36297137.37,24187793.80,13488072.17,49272512.22,37271529.78,26301714.02,16083186.27,46020711.36,35078877.89,24721842.68,14282200.20,42772630.61,32601754.32,22622995.65,37106126.30,33505949.28,30592686.52,0.0
8,支付的各项税费,10546266.44,8251436.19,2634671.57,13853118.29,11601658.97,8579854.25,1799788.90,45399076.67,38775916.17,27670075.39,11855263.55,41622483.08,35355791.90,24415450.43,36347790.92,18375165.63,21079537.17,0.0
9,支付的其他与经营活动有关的现金,46745050.87,34061031.28,22845363.07,56592863.30,52331606.22,36924502.80,23947684.86,67092088.72,57924697.08,38214117.62,18350728.71,89250935.34,64934038.70,48695640.28,75300186.14,53510832.72,61927094.06,0.0
10,经营活动现金流出小计,339252867.89,205015052.47,110404632.89,339671977.34,252342639.12,156659812.50,85241515.88,438406418.25,310024940.78,184671535.10,94162206.48,401078718.08,303994160.03,207850263.88,322270616.76,249892560.91,257694356.40,0.0
11,经营活动产生的现金流量净额,-47305978.60,-5874488.58,-8709473.68,15394298.12,-33040526.72,-9140691.00,-26191208.76,-52533595.63,4777644.15,15182941.38,-21692135.98,16012106.23,-851917.66,8063916.87,103347859.88,14403394.36,-9767747.51,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,,,,,,,
13,收回投资所收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,取得投资收益所收到的现金,3400073.59,2634252.76,644871.17,4705181.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
