,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20171231,20161231,19700101
0,单位,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,
2,销售商品、提供劳务收到的现金,1650665250.73,0,575249793.31,2182887437.92,1416968322.65,0,1775678376.64,1379623406.51,0.0
3,收到的税费返还,52619456.13,0,17802492.88,72136502.10,47532935.00,0,32899793.81,36929341.25,0.0
4,收到的其他与经营活动有关的现金,9712679.11,0,6146209.38,82093764.19,67007967.71,0,55419426.38,52720092.43,0.0
5,经营活动现金流入小计,1712997385.97,0,599198495.57,2337117704.21,1531509225.36,0,1863997596.83,1469272840.19,0.0
6,购买商品、接受劳务支付的现金,1093290787.10,0,332803934.05,1412797423.48,1000784679.77,0,1109230368.15,737420027.02,0.0
7,支付给职工以及为职工支付的现金,380425999.42,0,169566712.90,430349789.26,312756419.06,0,372050844.06,338162490.58,0.0
8,支付的各项税费,134199450.00,0,47623128.19,133254629.19,107223747.21,0,81376556.60,91626783.45,0.0
9,支付的其他与经营活动有关的现金,50425971.76,0,42982905.25,186615692.75,118033356.25,0,165455146.24,141863099.19,0.0
10,经营活动现金流出小计,1658342208.28,0,592976680.39,2163017534.68,1538798202.29,0,1728112915.05,1309072400.24,0.0
11,经营活动产生的现金流量净额,54655177.69,110996600.00,6221815.18,174100169.53,-7288976.93,-20058900.00,135884681.78,160200439.95,0.0
12,二、投资活动产生的现金流量,,,,,,,,,
13,收回投资所收到的现金,0,0,0,0,0,0,0,75911100.72,0.0
14,取得投资收益所收到的现金,1291855.19,0,0,926742.08,926742.08,0,1017239.81,1424340.40,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,23001.00,0,352045.42,77391.25,70778.39,0,56595.39,1918546.17,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,4417.80,0,0,0,0,357616.41,0.0
17,收到的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0.0
18,投资活动现金流入小计,1314856.19,0,356463.22,1004133.33,997520.47,0,1073835.20,79611603.70,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,86790317.74,0,40745792.41,83673634.11,68443085.83,0,63305118.65,66396463.56,0.0
20,投资所支付的现金,15200000.00,0,0,45700000.00,24900000.00,0,16100000.00,49999999.14,0.0
21,取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,47542686.96,0.0
22,支付的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0.0
23,投资活动现金流出小计,101990317.74,0,40745792.41,129373634.11,93343085.83,0,79405118.65,163939149.66,0.0
24,投资活动产生的现金流量净额,-100675461.55,-90947100.00,-40389329.19,-128369500.78,-92345565.36,-59624000.00,-78331283.45,-84327545.96,0.0
25,三、筹资活动产生的现金流量,,,,,,,,,
26,吸收投资收到的现金,0,0,0,0,0,0,522048541.00,490000.00,0.0
27,其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,5145000.00,490000.00,0.0
28,取得借款收到的现金,80500000.00,0,5000000.00,41000000.00,75000000.00,0,0,0,0.0
29,发行债券收到的现金,0,0,0,0,0,0,0,0,0.0
30,收到其他与筹资活动有关的现金,0,0,0,0,0,0,0,0,0.0
31,筹资活动现金流入小计,80500000.00,0,5000000.00,41000000.00,75000000.00,0,522048541.00,490000.00,0.0
32,偿还债务支付的现金,8056000.00,0,2556000.00,34000000.00,6000000.00,0,160000000.00,0,0.0
33,分配股利、利润或偿付利息所支付的现金,108966675.79,0,104954.85,92122064.05,89844212.58,0,264065795.93,122709677.12,0.0
34,其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0,539316.32,0,0.0
35,支付其他与筹资活动有关的现金,0,0,0,0,0,0,0,0,0.0
36,筹资活动现金流出小计,117022675.79,0,2660954.85,126122064.05,95844212.58,0,424065795.93,122709677.12,0.0
37,筹资活动产生的现金流量净额,-36522675.79,-39531400.00,2339045.15,-85122064.05,-20844212.58,-89976100.00,97982745.07,-122219677.12,0.0
38,四、汇率变动对现金及现金等价物的影响,1211515.90,1466400.00,-190092.00,2106622.35,1062538.17,219900.00,-3643331.72,3937422.74,0.0
39,五、现金及现金等价物净增加额,-81331443.75,-18015500.00,-32018560.86,-37284772.95,-119416216.70,-169439100.00,151892811.68,-42409360.39,0.0
40,加:期初现金及现金等价物余额,278046928.52,0,278046928.52,315331701.47,315331701.47,0,163438889.79,205848250.18,0.0
41,六、期末现金及现金等价物余额,196715484.77,0,246028367.66,278046928.52,195915484.77,0,315331701.47,163438889.79,0.0
42,附注,,,,,,,,,
43,净利润,0,0,53123056.75,210271851.35,0,0,111315154.73,131644674.76,0.0
44,少数股东权益,0,0,0,0,0,0,0,0,0.0
45,未确认的投资损失,0,0,0,0,0,0,0,0,0.0
46,资产减值准备,0,0,-769706.45,31203283.50,0,0,13301450.97,20175955.50,0.0
47,固定资产折旧、油气资产折耗、生产性物资折旧,0,0,13349800.46,57337315.99,0,0,53981697.20,62105094.87,0.0
48,无形资产摊销,0,0,1081402.07,3807710.57,0,0,3852367.85,5870590.45,0.0
49,长期待摊费用摊销,0,0,317027.47,1224110.16,0,0,940005.77,522190.64,0.0
50,待摊费用的减少,0,0,0,0,0,0,0,0,0.0
51,预提费用的增加,0,0,0,0,0,0,0,0,0.0
52,处置固定资产、无形资产和其他长期资产的损失,0,0,3987.41,42704.75,0,0,-801.36,91453.32,0.0
53,固定资产报废损失,0,0,0,0,0,0,0,0,0.0
54,公允价值变动损失,0,0,0,0,0,0,0,0,0.0
55,递延收益增加（减：减少）,0,0,0,0,0,0,0,0,0.0
56,预计负债,0,0,0,0,0,0,0,0,0.0
57,财务费用,0,0,280395.24,-274723.79,0,0,7861101.06,5100007.54,0.0
58,投资损失,0,0,523527.64,1645348.71,0,0,-1017239.81,-75790207.74,0.0
59,递延所得税资产减少,0,0,79266.71,-6691336.97,0,0,-5113373.39,10514340.96,0.0
60,递延所得税负债增加,0,0,-1824329.92,3284324.82,0,0,3129702.23,-15412410.43,0.0
61,存货的减少,0,0,82950623.55,-16184580.49,0,0,-193841564.63,-126734921.55,0.0
62,经营性应收项目的减少,0,0,28821349.27,-254889293.57,0,0,-242240127.77,-131622073.11,0.0
63,经营性应付项目的增加,0,0,-171714585.02,143323454.50,0,0,383716308.93,273735744.74,0.0
64,已完工尚未结算款的减少(减:增加),0,0,0,0,0,0,0,0,0.0
65,已结算尚未完工款的增加(减:减少),0,0,0,0,0,0,0,0,0.0
66,其他,0,0,0,0,0,0,0,0,0.0
