,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20161231,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20101231,20091231,20081231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,3768401234.90,1817416621.36,604233892.38,6330996443.31,3045612044.90,1697427083.49,768419131.39,4190109278.12,2697827900.00,2518133305.59,2192699701.14,1380419122.46,437282473.84,192295176.52,2395046400.00,1902378228.67,1405316915.27,196362116.00,4253719643.90,2892891225.84,755135890.17,145391796.32,2485952686.41,681098168.63,411275659.10,68742738.76,1621679305.16,609963117.27,1573019008.73,4075308277.52,3747312670.37,0.0
3,收到的税费返还,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516543.94,8750.57,0,0,0,0,0,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,449459596.14,382383415.41,238233508.36,477603510.40,425189326.03,321793332.08,149185395.16,434971885.29,179282600.00,195122606.81,178696454.98,36474942.58,26020736.29,288441819.61,127137900.00,83879245.65,75982658.64,386496519.23,243751627.87,292069589.31,942982797.39,72274352.99,103116463.35,198480933.12,175156601.53,27994456.33,4909712.26,49582295.24,112775755.53,50851665.10,43621173.23,0.0
5,经营活动现金流入小计,4217860831.04,2199800036.77,842467400.74,6808599953.71,3470801370.93,2019220415.57,917604526.55,4625081163.41,2877110600.00,2713255912.40,2371396156.12,1416894065.04,463303210.13,480736996.13,2522184300.00,1986257474.32,1481299573.91,582858635.23,4497471271.77,3185477359.09,1698127438.13,217666149.31,2589069149.76,879579101.75,586432260.63,96737195.09,1626589017.42,659545412.51,1685794764.26,4126159942.62,3790933843.60,0.0
6,购买商品、接受劳务支付的现金,4954474274.86,2613465288.02,1294559573.80,6273070809.64,3782206181.24,2141614375.37,916364619.25,4802825756.93,3135540600.00,1930922627.70,1777193691.75,1161088154.09,538976846.54,410805209.16,2057502400.00,1899292721.93,1599026647.34,359306950.67,3737571463.74,2759822720.90,1369286995.91,533960119.72,2199794219.27,818452416.30,702452381.60,286551788.44,1501747046.87,883605701.07,1304395253.22,3609089836.79,3416234893.68,0.0
7,支付给职工以及为职工支付的现金,266262969.14,186120593.00,98555086.68,314667818.34,229124703.56,154700580.64,81143243.64,277860522.36,162961700.00,183785352.76,162186700.96,117620771.23,72263757.52,32385504.85,164981700.00,124701283.50,80389879.05,36788497.31,225767694.15,103548039.71,45563355.38,12305563.42,124085806.34,37123384.10,27564452.29,10428970.01,110946194.87,38370795.69,84887855.84,93610594.07,81262348.72,0.0
8,支付的各项税费,98285997.19,73547691.80,33263276.68,190144138.11,177529574.73,86489394.70,25982752.02,210916136.25,137665100.00,137039014.13,104303072.49,67908940.61,38862815.86,21733010.42,128935000.00,122906723.07,62322992.60,9980812.10,190613756.17,42729248.82,26982081.84,3773079.72,101006257.16,34658765.89,27088277.25,5371049.28,61068148.21,22798842.90,52554186.95,195977348.92,187312155.66,0.0
