,报表日期,20191231,20190630,20181231,20171231,20161231,19700101
0,单位,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,
2,销售商品、提供劳务收到的现金,1711331429.64,479377452.95,1217736856.83,1018536874.01,867403171.61,0.0
3,收到的税费返还,140554.85,0,320548.94,632083.09,1478990.84,0.0
4,收到的其他与经营活动有关的现金,44205736.55,18621263.62,41837752.07,29275385.10,34904068.62,0.0
5,经营活动现金流入小计,1755677721.04,497998716.57,1259895157.84,1048444342.20,903786231.07,0.0
6,购买商品、接受劳务支付的现金,102204990.48,46742651.37,81434962.42,63406583.44,58316249.49,0.0
7,支付给职工以及为职工支付的现金,1277733589.45,581440209.26,986089562.98,835614154.30,694171962.08,0.0
8,支付的各项税费,103761214.90,38294937.69,64663857.84,59025413.79,54967895.94,0.0
9,支付的其他与经营活动有关的现金,87581528.77,40813546.89,73611867.39,64047307.30,61567733.95,0.0
10,经营活动现金流出小计,1571281323.60,707291345.21,1205800250.63,1022093458.83,869023841.46,0.0
11,经营活动产生的现金流量净额,184396397.44,-209292628.64,54094907.21,26350883.37,34762389.61,0.0
12,二、投资活动产生的现金流量,,,,,,
13,收回投资所收到的现金,0,0,0,0,0,0.0
14,取得投资收益所收到的现金,187304.28,72710.17,188637.13,415173.41,960492.30,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,365567.51,348193.51,5690.00,5900.00,5215.86,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0.0
17,收到的其他与投资活动有关的现金,1391700000.00,591000000.00,1081000000.00,1147900000.00,892597482.03,0.0
18,投资活动现金流入小计,1392252871.79,591420903.68,1081194327.13,1148321073.41,893563190.19,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,7926342.51,4033265.83,19760315.18,52955339.65,7036973.46,0.0
20,投资所支付的现金,0,0,0,0,0,0.0
21,取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0.0
22,支付的其他与投资活动有关的现金,1391700000.00,610500000.00,1081000000.00,1122700000.00,893050000.00,0.0
23,投资活动现金流出小计,1399626342.51,614533265.83,1100760315.18,1175655339.65,900086973.46,0.0
24,投资活动产生的现金流量净额,-7373470.72,-23112362.15,-19565988.05,-27334266.24,-6523783.27,0.0
25,三、筹资活动产生的现金流量,,,,,,
26,吸收投资收到的现金,0,0,0,0,27886130.50,0.0
27,其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0.0
28,取得借款收到的现金,160000000.00,160000000.00,130000000.00,95000000.00,76000000.00,0.0
29,发行债券收到的现金,0,0,0,0,0,0.0
30,收到其他与筹资活动有关的现金,25447.74,0,0,1600000.00,3369715.33,0.0
31,筹资活动现金流入小计,160025447.74,160000000.00,130000000.00,96600000.00,107255845.83,0.0
