,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20131231,20121231,20111231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,1908219612.96,1040155604.44,474493267.11,3486313784.99,2897241059.60,2078680693.28,658548297.86,2151859028.37,1236119702.22,770295635.45,412805812.49,1711263863.49,1246281922.68,895217803.36,412883877.48,1459776642.66,1025609180.93,718017671.13,358853374.95,1222017781.44,913171524.99,619491446.28,1045548723.31,695413673.04,604310446.23,0.0
3,收到的税费返还,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995405.24,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,16697524.51,8117009.46,3454643.98,76559409.11,57484464.23,29085067.07,48198127.08,34443695.15,34905588.33,14780454.59,5098158.30,16224045.81,12710401.60,6999480.72,1815717.61,15309466.36,56318526.89,42248756.25,608527.94,19017091.63,58070437.61,34129898.64,31334410.12,37498559.22,9198109.74,0.0
5,经营活动现金流入小计,1924917137.47,1048272613.90,477947911.09,3562873194.10,2954725523.83,2107765760.35,706746424.94,2186302723.52,1271025290.55,785076090.04,417903970.79,1727487909.30,1258992324.28,902217284.08,414699595.09,1475086109.02,1081927707.82,760266427.38,359461902.89,1242030278.31,971241962.60,653621344.92,1076883133.43,732912232.26,613508555.97,0.0
6,购买商品、接受劳务支付的现金,1681972685.88,907227280.99,500196892.20,3198817159.06,2540942081.94,1926910038.46,661606828.62,1904848769.79,1159664699.97,723098531.71,472939438.30,1449234639.89,1086367091.98,742427222.14,430544183.58,1544282275.58,1110976702.08,734185016.20,470377894.92,1011526306.88,833526549.32,548171658.83,881659996.51,594967024.09,500992936.11,0.0
7,支付给职工以及为职工支付的现金,105903039.31,66485051.09,36071060.97,165124834.07,134507598.43,95581279.65,26668677.98,80936948.32,49337492.73,33529856.76,16935101.91,68599848.93,56011027.23,37212915.91,19103469.84,59977340.20,45772139.32,32308040.99,17473817.04,55854291.32,41398754.76,27157653.81,49072559.78,38583183.53,22821449.81,0.0
8,支付的各项税费,32465581.62,28917376.93,19974000.55,97130148.46,80452142.75,47132829.66,16140707.39,46909092.96,26269522.74,17958183.49,10029978.97,28342619.04,26469203.70,20469324.61,9517530.21,37022711.54,33746827.33,20926925.29,13054810.30,57441045.82,46474348.26,29790305.63,63980078.87,33629021.15,36423376.74,0.0
