,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20141231,20131231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,2797238874.95,2070244026.30,1345957206.02,729812616.73,2560369596.94,1865154745.10,1169084086.59,592726926.06,2237656518.57,1634489643.96,1069020228.20,513452146.45,1843820899.69,1335089143.63,871249205.94,419346644.29,1541391908.14,1357320761.26,1175532560.15,0.0
3,收到的税费返还,161946946.76,128496222.03,99771532.74,66364794.09,159557089.23,125918880.80,82940385.31,45479488.95,107387625.74,70900074.75,42941659.62,17444860.16,76725508.87,58157617.44,41423972.95,21898712.71,81336209.83,70946664.50,69674071.05,0.0
4,收到的其他与经营活动有关的现金,79519530.73,63311557.14,45065977.19,9284622.04,61450570.46,91011134.56,41907458.12,13358512.44,47822180.83,43940498.36,13827505.32,5891895.56,33534903.34,30538103.47,28184121.19,1565769.21,84108281.46,71748161.99,18721737.55,0.0
5,经营活动现金流入小计,3038705352.44,2262051805.47,1490794715.95,805462032.86,2781377256.63,2082084760.46,1293931930.02,651564927.45,2392866325.14,1749330217.07,1125789393.14,536788902.17,1954081311.90,1423784864.54,940857300.08,442811126.21,1706836399.43,1500015587.75,1263928368.75,0.0
6,购买商品、接受劳务支付的现金,1337223972.83,986188897.49,665806812.10,356932909.83,1489721270.88,1104521665.20,730428637.34,344700369.24,1102342387.93,790491353.36,516526579.26,258836681.09,802415385.87,558031650.27,334208003.12,206235077.55,779823031.75,692976740.24,561610258.28,0.0
7,支付给职工以及为职工支付的现金,486997102.21,361890431.99,249541980.23,128513048.74,476699726.15,364803656.88,244308372.49,125776071.88,346718774.00,253483219.35,171670252.27,90525439.77,274663908.31,203716411.04,132312731.11,66624762.33,207659594.45,161181927.78,139782322.36,0.0
8,支付的各项税费,103984129.15,64952603.41,35119080.46,81725668.83,182077423.11,130011230.50,106117890.98,50399059.96,205462009.00,155957509.69,105243413.02,57899381.55,199987395.18,151219015.89,100552504.10,42038400.93,185074556.12,147505285.75,123881582.19,0.0
9,支付的其他与经营活动有关的现金,161249955.15,94133385.51,57846180.62,35085446.54,164654897.23,118546744.86,79823299.66,35739387.03,117807907.24,91942011.35,64934393.04,31057007.64,125021708.38,90113775.43,91612557.71,35674558.86,115548491.12,147751918.53,142619558.97,0.0
10,经营活动现金流出小计,2089455159.34,1507165318.40,1008314053.41,602257073.94,2313153317.37,1717883297.44,1160678200.47,556614888.11,1772331078.17,1291874093.75,858374637.59,438318510.05,1402088397.74,1003080852.63,658685796.04,350572799.67,1288105673.44,1149415872.30,967893721.80,0.0
11,经营活动产生的现金流量净额,949250193.10,754886487.07,482480662.54,203204958.92,468223939.26,364201463.02,133253729.55,94950039.34,620535246.97,457456123.32,267414755.55,98470392.12,551992914.16,420704011.91,282171504.04,92238326.54,418730725.99,350599715.45,296034646.95,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,
13,收回投资所收到的现金,2647233470.00,1369915920.00,1299594520.00,460500000.00,1679700000.00,975000000.00,935500000.00,10500000.00,0,0,27690000.00,38460000.00,0,32780000.00,24540000.00,0,159120000.00,0,0,0.0
14,取得投资收益所收到的现金,34951782.86,25067767.08,14165190.61,5059792.26,36416519.87,23719067.77,21691439.59,432090.77,938706.24,858534.09,732158.63,156758.90,1017394.50,962129.53,784867.62,449257.90,8091002.55,10187090.88,1054115.63,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,2896764.54,154719.00,148468.00,0,5035785.76,1814954.20,1444247.05,433505.05,1001616.56,1355020.25,1113203.83,179269.35,641108.84,563724.24,276655.41,119173.07,1033215.08,1857218.53,1933657.94,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
17,收到的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
18,投资活动现金流入小计,2685082017.40,1395138406.08,1313908178.61,465559792.26,1721152305.63,1000534021.97,958635686.64,11365595.82,1940322.80,2213554.34,29535362.46,38796028.25,1658503.34,34305853.77,25601523.03,568430.97,168244217.63,12044309.41,2987773.57,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,383909822.18,256022250.70,197185975.16,127509676.42,655733628.17,468950538.94,314535641.53,158825691.04,504432423.60,364158753.17,217983389.34,93783680.65,462665621.73,308326809.89,209911660.74,113942709.53,253093672.58,203574054.86,174830410.83,0.0
20,投资所支付的现金,2062058470.00,1175214800.00,992770000.00,475985480.00,1384030000.00,777060000.00,760780000.00,0,885630000.00,1440000.00,0,0,5090000.00,0,0,46020000.00,0,71900000.00,96000000.00,0.0
21,取得子公司及其他营业单位支付的现金净额,0,0,0,0,400000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,11706052.41,0.0
22,支付的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072060.93,0,0,0.0
23,投资活动现金流出小计,2445968292.18,1431237050.70,1189955975.16,603495156.42,2040163628.17,1246010538.94,1075315641.53,158825691.04,1390062423.60,365598753.17,217983389.34,93783680.65,467755621.73,308326809.89,209911660.74,159962709.53,254165733.51,275474054.86,282536463.24,0.0
24,投资活动产生的现金流量净额,239113725.22,-36098644.62,123952203.45,-137935364.16,-319011322.54,-245476516.97,-116679954.89,-147460095.22,-1388122100.80,-363385198.83,-188448026.88,-54987652.40,-466097118.39,-274020956.12,-184310137.71,-159394278.56,-85921515.88,-263429745.45,-279548689.67,0.0
25,三、筹资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,
26,吸收投资收到的现金,43002595.00,41102595.00,36573145.00,0,41318540.00,39218540.00,600000.00,0,1522650400.00,383000.00,138000.00,138000.00,195581176.72,191413456.71,186453408.62,179520000.00,190052565.88,9135751.12,119563952.47,0.0
27,其中：子公司吸收少数股东投资收到的现金,1900000.00,0,0,0,11678540.00,11378540.00,600000.00,0,628000.00,383000.00,138000.00,138000.00,16061176.72,11893456.71,6933408.62,0,22392565.88,9135751.12,9961081.27,0.0
28,取得借款收到的现金,232727151.98,195753291.98,112540000.00,111066976.44,60000000.00,60000000.00,60000000.00,60000000.00,19460807.86,19766679.27,0,0,0,0,0,0,144453214.46,151153792.02,109815680.00,0.0
29,发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
30,收到其他与筹资活动有关的现金,0,0,0,0,0,0,2004800.00,1250115.00,21690800.00,0,0,0,3088913.00,98300.00,0,0,32141000.00,13482117.00,6219000.00,0.0
