,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20121231,20111231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,715226488.45,526794653.60,278135151.22,1008908356.12,804722940.39,512930462.07,306663358.18,980219207.67,748714764.68,521680320.80,260533070.53,721056493.12,577596722.55,356655020.83,196099558.86,557641105.10,411080266.56,234327475.67,122516622.60,475878038.93,324740885.87,0,105865679.66,355593700.68,261013675.87,0,252250015.42,248255421.82,0.0
3,收到的税费返还,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095216.30,1095216.30,0,1095216.30,408201.57,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,13674902.41,9666522.67,4125268.38,36929251.79,19596975.17,14972098.63,5563235.83,26485807.41,13016199.79,4539025.82,3200399.38,17454736.26,8784119.83,7057416.53,2262559.67,19860149.71,14553365.08,10732049.08,3431664.99,9859208.62,4778924.72,0,739724.84,6681742.74,4245823.66,0,3743486.89,18365970.44,0.0
5,经营活动现金流入小计,728901390.86,536461176.27,282260419.60,1045837607.91,824319915.56,527902560.70,312226594.01,1006705015.08,761730964.47,526219346.62,263733469.91,738511229.38,586380842.38,363712437.36,198362118.53,577501254.81,425633631.64,245059524.75,125948287.59,486832463.85,330615026.89,0,107700620.80,362683644.99,265259499.53,0,255993502.31,266621392.26,0.0
6,购买商品、接受劳务支付的现金,223753739.52,154221602.09,103619332.74,345447404.07,278628503.15,183582005.12,98281894.76,301086346.87,239948854.49,170566485.77,96781586.08,225744084.68,188755910.38,136128831.96,69992634.05,214847759.79,164260980.41,124226337.33,62144058.64,178705781.88,140882380.41,0,48701406.89,169129576.15,113530526.37,0,131145842.14,171009343.11,0.0
7,支付给职工以及为职工支付的现金,145451793.35,110233621.57,74514485.29,189701962.18,152110967.50,118034844.49,81451275.49,176958335.57,135516459.22,103450774.01,72601562.80,135839079.99,98830201.18,74495411.88,48935206.08,103106903.07,73413203.68,55102033.09,33712475.79,75794545.99,54659136.89,0,22816129.59,40739120.75,28283684.64,0,25576464.33,19939263.08,0.0
8,支付的各项税费,54731833.46,32873789.26,13744625.42,123967051.41,96150034.47,68069562.85,31547326.70,123837327.74,84379298.43,62511124.04,26957550.82,110843846.63,71606386.71,46042324.90,21549673.65,102175725.84,71152160.89,50361608.03,23056058.15,58390077.54,39387850.94,0,9779972.44,46017258.99,37517284.23,0,22715140.21,20079551.45,0.0
9,支付的其他与经营活动有关的现金,28486753.34,14135899.99,5901050.87,40466995.63,5125610.59,2687180.18,1193142.79,43288472.92,3955686.99,2163843.83,2000723.30,44840639.56,6363033.38,3960083.75,793126.76,30478130.55,10917983.80,6499440.43,2067210.74,23851787.67,13514893.07,0,3840645.77,22224827.32,15595030.59,0,15026698.87,14802999.00,0.0
10,经营活动现金流出小计,452424119.67,311464912.91,197779494.32,699583413.29,532015115.71,372373592.64,212473639.74,645170483.10,463800299.13,338692227.65,198341423.00,517267650.86,365555531.65,260626652.49,141270640.54,450608519.25,319744328.78,236189418.88,120979803.32,336742193.08,248444261.31,0,85138154.69,278110783.21,194926525.83,0,194464145.55,225831156.64,0.0
11,经营活动产生的现金流量净额,276477271.19,224996263.36,84480925.28,346254194.62,292304799.85,155528968.06,99752954.27,361534531.98,297930665.34,187527118.97,65392046.91,221243578.52,220825310.73,103085784.87,57091477.99,126892735.56,105889302.86,8870105.87,4968484.27,150090270.77,82170765.58,53291906.36,22562466.11,84572861.78,70332973.70,42893017.50,61529356.76,40790235.62,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,收回投资所收到的现金,2620631164.39,1640000000.00,818419543.19,4166488381.66,3120000000.00,1780000000.00,640000000.00,403317898.66,240000000.00,240000000.00,40000000.00,772428901.62,438000000.00,168000000.00,78000000.00,401392630.15,359000000.00,359000000.00,150000000.00,0,0,0,0,0,0,0,0,3000000.00,0.0
14,取得投资收益所收到的现金,27778889.63,15885215.55,9492.85,0,17117081.85,10717232.90,4112904.12,0,1941986.30,1941986.30,243616.44,0,2918312.32,1019367.14,442476.73,0,2181671.25,1906136.99,1295698.63,0,0,0,0,0,0,0,0,0,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,17923009.65,20372.85,4021.40,445692.51,0,0,0,387406.62,68803.00,33803.00,0,537651.94,13180.00,13180.00,0,189464.84,37126.00,0,0,129520.86,129520.86,0,0,65000.00,0,0,0,0,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
17,收到的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440000.00,1440000.00,1440000.00,0,690750.00,690750.00,0,690750.00,0,0,0,1627200.00,0,0.0
18,投资活动现金流入小计,2666333063.67,1655905588.40,818433057.44,4166934074.17,3137117081.85,1790717232.90,644112904.12,403705305.28,242010789.30,241975789.30,40243616.44,772966553.56,440931492.32,169032547.14,78442476.73,403022094.99,362658797.25,362346136.99,151295698.63,820270.86,820270.86,0,690750.00,65000.00,0.00,0,1627200.00,3000000.00,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,84041455.28,56350224.66,19561723.34,209431306.91,163719613.45,107690678.76,33011841.30,186541967.17,116497683.97,87716397.47,39959060.25,158068228.20,108783300.28,79884774.24,19552697.10,76190021.53,42300200.75,27209980.91,15998710.75,78472841.32,51847480.75,0,13338374.51,64657444.44,37739066.93,0,69328593.17,91243114.89,0.0
20,投资所支付的现金,2672512016.89,1740631164.39,910631164.39,4560000000.00,3640000000.00,2200000000.00,470000000.00,820000000.00,360000000.00,200000000.00,200000000.00,768000000.00,518000000.00,313000000.00,128000000.00,289000000.00,249000000.00,249000000.00,30000000.00,150000000.00,0,0,0,0,0,0,0,0,0.0
21,取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
22,支付的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9854.40,0,0,1440000.00,0,0,690750.00,0,0.0
23,投资活动现金流出小计,2756553472.17,1796981389.05,930192887.73,4769431306.91,3803719613.45,2307690678.76,503011841.30,1006541967.17,476497683.97,287716397.47,239959060.25,926068228.20,626783300.28,392884774.24,147552697.10,365190021.53,291300200.75,276209980.91,45998710.75,228472841.32,51857335.15,0,13338374.51,66097444.44,37739066.93,0,70019343.17,91243114.89,0.0
24,投资活动产生的现金流量净额,-90220408.50,-141075800.65,-111759830.29,-602497232.74,-666602531.60,-516973445.86,141101062.82,-602836661.89,-234486894.67,-45740608.17,-199715443.81,-153101674.64,-185851807.96,-223852227.10,-69110220.37,37832073.46,71358596.50,86136156.08,105296987.88,-227652570.46,-51037064.29,-56130324.28,-12647624.51,-66032444.44,-37739066.93,-20844601.29,-68392143.17,-88243114.89,0.0
25,三、筹资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,吸收投资收到的现金,0,0,0,49320000.00,49320000.00,0,0,702281551.56,703375398.94,0,0,0,0,0,0,37988104.06,0,0,0,400619839.19,405000000.00,0,0,0,0,0,0,0,0.0
27,其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,取得借款收到的现金,0,0,0,0,0,0,0,31989430.00,30266610.00,30266610.00,30266610.00,28789790.00,29328530.00,29328530.00,29328530.00,0,83478660.73,83478660.73,55974173.28,180679953.78,167063581.37,0,54968891.36,135086434.00,101998722.86,0,78839160.35,86907777.64,0.0
29,发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
30,收到其他与筹资活动有关的现金,0,0,0,0,0,0,0,15427850.00,10149450.00,10149450.00,0,0,10000000.00,10000000.00,10000000.00,38000000.00,48000000.00,28000000.00,39440000.00,42000000.00,0,0,0,7249083.33,0,0,0,7159687.50,0.0
31,筹资活动现金流入小计,0.00,0.00,0.00,49320000.00,49320000.00,0.00,0.00,749698831.56,743791458.94,40416060.00,30266610.00,28789790.00,39328530.00,39328530.00,39328530.00,75988104.06,131478660.73,111478660.73,95414173.28,623299792.97,572063581.37,0,54968891.36,142335517.33,101998722.86,0,78839160.35,94067465.14,0.0
