,报表日期,20190930,20190630,20181231,20180930,20171231,20161231,19700101
0,单位,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,
2,销售商品、提供劳务收到的现金,0,95615771.57,138707467.55,0,148951681.10,94394042.78,0.0
3,收到的税费返还,0,1517486.32,3665740.24,0,2621511.30,3305792.07,0.0
4,收到的其他与经营活动有关的现金,0,1461728.91,3038736.48,0,1853700.69,2243576.03,0.0
5,经营活动现金流入小计,0,98594986.80,145411944.27,0,153426893.09,99943410.88,0.0
6,购买商品、接受劳务支付的现金,0,18868040.65,46900698.49,0,45441048.26,37373556.25,0.0
7,支付给职工以及为职工支付的现金,0,33633683.03,59310320.45,0,47032638.03,42624623.69,0.0
8,支付的各项税费,0,35999355.24,23402845.25,0,21149255.91,17746644.39,0.0
9,支付的其他与经营活动有关的现金,0,13339860.71,18712810.48,0,15209214.96,12785605.45,0.0
10,经营活动现金流出小计,0,101840939.63,148326674.67,0,128832157.16,110530429.78,0.0
11,经营活动产生的现金流量净额,14937900.00,-3245952.83,-2914730.40,-7420800.00,24594735.93,-10587018.90,0.0
12,二、投资活动产生的现金流量,,,,,,,
13,收回投资所收到的现金,0,0,0,0,0,0,0.0
14,取得投资收益所收到的现金,0,0,0,0,0,0,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,0,1570.00,1883.62,0,0,0,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0.0
17,收到的其他与投资活动有关的现金,0,0,0,0,0,0,0.0
18,投资活动现金流入小计,0,1570.00,1883.62,0,0.00,0.00,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,0,761162.16,3246574.49,0,679187.76,463075.74,0.0
20,投资所支付的现金,0,0,0,0,0,0,0.0
21,取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0.0
22,支付的其他与投资活动有关的现金,0,0,0,0,0,0,0.0
23,投资活动现金流出小计,0,761162.16,3246574.49,0,679187.76,463075.74,0.0
24,投资活动产生的现金流量净额,-977700.00,-759592.16,-3244690.87,-1611500.00,-679187.76,-463075.74,0.0
