,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20081231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,717040050.72,530901354.57,239837970.60,1057218943.43,699434986.43,473773957.01,247474526.18,804966313.89,714831411.18,392442846.81,197483300.38,763164579.66,610631629.19,413534522.94,132919986.26,651423740.46,529112278.42,384090781.54,145366281.38,699339711.82,470538781.62,276778193.26,97954975.72,596087677.81,448615886.98,262960872.69,98317520.43,606631115.20,431191913.02,280127205.76,136177559.56,572723639.77,397591745.54,251188271.64,116470578.90,397065023.94,293034619.94,181219861.95,61644698.69,305546649.47,185347305.16,0.0
3,收到的税费返还,1096747.45,1096747.45,696464.43,2385945.16,797823.56,803462.51,803462.51,2953486.78,2829950.44,2829950.44,1835443.06,648795.14,648795.14,648795.14,648795.14,712423.69,712423.69,712423.69,712423.69,1243267.21,1243267.21,1243267.21,336331.73,336331.73,336331.73,336331.73,0,0,0,0,0,481007.54,481007.54,481007.54,0,1307544.05,1307544.05,874520.95,630226.33,0,12775.68,0.0
4,收到的其他与经营活动有关的现金,5702279.81,3185197.51,4848673.15,6807615.95,284344.04,1407625.17,1574345.80,2629181.95,11007045.81,618964.31,1337671.13,384958068.26,20717609.39,3021741.37,675813.03,5975117.94,25438403.44,3388415.45,7031735.35,8520853.18,8182041.67,4521425.95,4581172.71,2310615.09,2456725.18,1744903.52,983596.62,7203999.60,5745193.30,1046249.33,614671.56,4363930.40,1012828.15,955080.53,374710.76,9573206.41,5288861.42,3993205.44,3970909.04,1089115.76,3012744.38,0.0
5,经营活动现金流入小计,723839077.98,535183299.53,245383108.18,1066412504.54,700517154.03,475985044.69,249852334.49,810548982.62,728668407.43,395891761.56,200656414.57,1148771443.06,631998033.72,417205059.45,134244594.43,658111282.09,555263105.55,388191620.68,153110440.42,709103832.21,479964090.50,282542886.42,102872480.16,598734624.63,451408943.89,265042107.94,99301117.05,613835114.80,436937106.32,281173455.09,136792231.12,577568577.71,399085581.23,252624359.71,116845289.66,407945774.40,299631025.41,186087588.34,66245834.06,306635765.23,188372825.22,0.0
6,购买商品、接受劳务支付的现金,502432790.29,337871676.48,210448550.57,828388459.00,615867003.14,387849229.50,212896420.98,622121282.45,629714356.95,352902871.95,203441510.92,564929153.16,449602827.04,321700413.04,88544155.96,360372881.61,410373670.48,286053304.19,82323030.48,589587656.22,349573711.10,246688103.35,88265297.75,459210009.96,359215603.05,210231318.72,106057868.18,434443464.88,247525332.40,225219294.75,113145797.68,523856787.67,384175015.67,243475725.15,144081545.34,344255190.66,236215192.36,144182560.37,65668843.69,218474631.04,130595609.26,0.0
7,支付给职工以及为职工支付的现金,38975615.40,28294760.72,16768636.09,44825239.20,32181394.77,21267742.55,10735799.20,35558773.85,25220991.85,16439422.72,8858419.73,40210316.98,28492091.69,20179143.20,10224389.75,37077774.07,25162442.89,17608764.85,8579449.46,33396489.80,25143502.57,16366884.22,7133537.56,29947581.99,21357611.66,12872199.76,5757684.72,24445685.00,17968701.20,12158812.51,4362101.21,16446623.81,9688069.20,6688107.39,3737123.25,17612832.97,10263814.18,7895109.47,1919522.05,14515307.50,5272205.73,0.0
8,支付的各项税费,43120074.50,27772934.55,14433390.35,66424323.46,47558851.94,32115298.18,12426130.22,46163115.76,38803430.44,26184415.11,9366790.60,46999684.07,37251230.65,25368720.74,8412745.95,44408274.39,33803767.08,25095378.22,3391962.98,36517356.27,26491860.27,15300797.51,1735867.09,37315062.14,25919190.65,15027261.73,5236157.96,33015490.50,34044071.26,18060659.14,5410490.25,23860578.43,19541202.11,11456365.15,4501628.26,19442053.87,12402058.10,9592092.96,2062049.61,26100560.91,15547275.20,0.0
9,支付的其他与经营活动有关的现金,34719523.06,29440856.42,5461937.76,64776864.75,45235503.24,36252589.69,22665661.45,43504673.77,61855220.54,27615449.92,29101099.62,75293346.42,52774098.81,38400500.48,14758256.47,460456674.78,52852820.67,29565728.36,23551939.77,62791942.26,56673927.49,39334419.05,17998258.58,59898803.19,48159125.19,29877317.66,19724240.23,62965255.11,137065963.13,53050545.99,21204226.78,54929366.73,43779293.55,25935271.56,15090441.62,33598843.88,29611360.88,14728934.91,1209173.50,38540291.67,30135250.06,0.0
