,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20151231,20141231,20131231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,793266747.33,460374544.62,204503349.22,886523231.05,577671192.44,363882162.36,157620205.28,685247684.56,464663576.78,295510473.62,134258004.73,544118294.09,366848168.55,412236056.87,338628273.55,225757074.23,0.0
3,收到的税费返还,0,0,0,123414.06,0,0,0,192714.67,178613.71,176756.44,0,0,0,0,0,722368.94,0.0
4,收到的其他与经营活动有关的现金,72326605.83,22215397.23,9397078.38,50739329.15,21500976.42,7985652.31,5565979.34,32321466.97,7166719.31,3307152.24,2370518.95,21532951.76,18142093.48,11933561.09,5563701.98,5352143.15,0.0
5,经营活动现金流入小计,865593353.16,482589941.85,213900427.60,937385974.26,599172168.86,371867814.67,163186184.62,717761866.20,472008909.80,298994382.30,136628523.68,565651245.85,384990262.03,424169617.96,344191975.53,231831586.32,0.0
6,购买商品、接受劳务支付的现金,257751496.22,124755032.91,45238055.12,167492712.46,90142456.35,56510905.06,27614449.85,87685355.27,66514131.07,34750670.00,14829270.07,92727864.99,80537950.30,92890192.14,58212518.85,31727938.76,0.0
7,支付给职工以及为职工支付的现金,165011056.42,109439276.32,59880790.58,162566902.95,114180203.16,75436221.68,43297897.36,118580379.71,89335263.51,61141176.04,30742478.92,93918917.10,67871598.25,79413368.22,53785843.14,30580682.34,0.0
8,支付的各项税费,129332754.85,80258243.25,49218502.85,160755959.21,122592897.01,84530622.01,44328337.83,130059653.36,104432541.47,63521319.41,30293804.84,117047068.66,89516638.97,85519298.09,51022068.44,35950354.69,0.0
9,支付的其他与经营活动有关的现金,108536332.76,76729909.72,26829182.48,111694131.22,78280903.61,52394690.39,22023894.50,72736178.73,44950481.39,31232701.39,16483282.53,54828958.75,41054487.56,42903411.91,30054681.96,27065427.37,0.0
10,经营活动现金流出小计,660631640.25,391182462.20,181166531.03,602509705.84,405196460.13,268872439.14,137264579.54,409061567.07,305232417.44,190645866.84,92348836.36,358522809.50,278980675.08,300726270.36,193075112.39,125324403.16,0.0
11,经营活动产生的现金流量净额,204961712.91,91407479.65,32733896.57,334876268.42,193975708.73,102995375.53,25921605.08,308700299.13,166776492.36,108348515.46,44279687.32,207128436.35,106009586.95,123443347.60,151116863.14,106507183.16,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,,,,,,
13,收回投资所收到的现金,1398630000.00,965550000.00,361050000.00,1666750000.00,1302801680.00,1050250000.00,702801506.85,1679600000.00,1184200000.00,778200000.00,400800000.00,784950000.00,541000000.00,545700000.00,804990000.00,420820000.00,0.0
14,取得投资收益所收到的现金,16407224.53,3146259.56,5264071.92,21143401.02,16373278.62,15980280.30,5652467.51,5073444.51,4116325.85,2445015.64,1445064.16,2425375.22,1552742.06,1825699.62,2327460.93,1022149.46,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,156717.08,156717.08,0,345000.00,276000.00,90000.00,180000.00,160000.00,160000.00,160000.00,0,4355783.84,4355783.84,0,0,0,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,3332042.76,0,0,0,0,0,0,0,0,0,0,0,0,0.0
17,收到的其他与投资活动有关的现金,1764578264.01,1239208430.44,615043550.00,1362832944.96,859438170.00,703511160.00,0,83533048.95,836438.36,800000.00,0,5870834.90,5870834.90,121812400.17,150204885.48,36123527.76,0.0
18,投资活动现金流入小计,3179772205.62,2208061407.08,981357621.92,3054403388.74,2178889128.62,1769831440.30,708633974.36,1768366493.46,1189312764.21,781605015.64,402245064.16,797601993.96,552779360.80,669338099.79,957522346.41,457965677.22,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,163931529.42,112998078.00,42140142.52,103380606.71,71478381.60,32180669.27,10184450.85,36885883.65,27406825.74,12686130.79,7224555.59,33347495.26,25626930.80,76531423.64,80738544.01,29461040.98,0.0
20,投资所支付的现金,1298610000.00,973610000.00,391350000.00,1483700000.00,1097000000.00,817500000.00,747800000.00,1829650000.00,1161800000.00,749400000.00,367800000.00,883750000.00,588446094.42,590500000.00,797890000.00,451820000.00,0.0
21,取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,7166248.36,0,0,0,1315848.33,0,55135000.00,0,1500000.00,0.0
22,支付的其他与投资活动有关的现金,1767155760.00,1053219100.00,613783500.00,1730975013.94,1173762560.00,911197640.00,0,436377090.00,78867520.00,45578120.00,0,20811000.00,20033400.00,84362341.93,216994981.00,26789638.10,0.0
23,投资活动现金流出小计,3229697289.42,2139827178.00,1047273642.52,3318055620.65,2342240941.60,1760878309.27,757984450.85,2310079222.01,1268074345.74,807664250.79,375024555.59,939224343.59,634106425.22,806528765.57,1095623525.01,509570679.08,0.0
24,投资活动产生的现金流量净额,-49925083.80,68234229.08,-65916020.60,-263652231.91,-163351812.98,8953131.03,-49350476.49,-541712728.55,-78761581.53,-26059235.15,27220508.57,-141622349.63,-81327064.42,-137190665.78,-138101178.60,-51605001.86,0.0
25,三、筹资活动产生的现金流量,,,,,,,,,,,,,,,,,
26,吸收投资收到的现金,0,0,0,27706200.00,0,0,0,433556000.00,433556000.00,0,0,950000.00,950000.00,40000000.00,15241065.00,0,0.0
27,其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0,0,0,0,950000.00,0,0,1400000.00,0,0.0
28,取得借款收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000.00,18000000.00,0,0.0
29,发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
30,收到其他与筹资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,186200.00,0,512766.38,158700.00,741300.00,0.0
31,筹资活动现金流入小计,0.00,0.00,0.00,27706200.00,0.00,0.00,0.00,433556000.00,433556000.00,0.00,0.00,1136200.00,950000.00,50512766.38,33399765.00,741300.00,0.0
32,偿还债务支付的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,28000000.00,0,8000000.00,0.0
33,分配股利、利润或偿付利息所支付的现金,203265000.00,197365000.00,0,160040000.00,158930694.00,156354961.68,0,96059520.00,96132396.72,96059520.00,58651380.00,58740480.00,28800000.00,73524095.61,4708291.15,33000.00,0.0
34,其中：子公司支付给少数股东的股利、利润,5900000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
35,支付其他与筹资活动有关的现金,23420.00,0,0,4839622.63,0,0,0,7337366.88,675100.00,0,0,511090.08,0,0,0,0,0.0
36,筹资活动现金流出小计,203288420.00,197365000.00,0.00,164879622.63,158930694.00,156354961.68,0.00,103396886.88,96807496.72,96059520.00,58651380.00,59251570.08,28800000.00,101524095.61,4708291.15,8033000.00,0.0
37,筹资活动产生的现金流量净额,-203288420.00,-197365000.00,0.00,-137173422.63,-158930694.00,-156354961.68,0.00,330159113.12,336748503.28,-96059520.00,-58651380.00,-58115370.08,-27850000.00,-51011329.23,28691473.85,-7291700.00,0.0
38,四、汇率变动对现金及现金等价物的影响,300662.55,1614.21,-400961.64,2513269.86,-201550.93,539160.36,-3010767.24,-5775492.03,-3840700.43,-2157850.88,-257761.21,3416997.38,1114001.11,503004.37,207346.28,-446256.67,0.0
39,五、现金及现金等价物净增加额,-47951128.34,-37721677.06,-33583085.67,-63436116.26,-128508349.18,-43867294.76,-26439638.65,91371191.67,420922713.68,-15928090.57,12591054.68,10807714.02,-2053476.36,-64255643.04,41914504.67,47164224.63,0.0
40,加:期初现金及现金等价物余额,69720898.21,69720898.21,69720898.21,133157014.47,182874254.47,133157014.47,214424254.46,41785822.80,42185001.00,41785822.80,41785822.80,30978108.78,30978108.78,95233751.82,53319247.15,6155022.52,0.0
41,六、期末现金及现金等价物余额,21769769.87,31999221.15,36137812.54,69720898.21,54365905.29,89289719.71,187984615.81,133157014.47,463107714.68,25857732.23,54376877.48,41785822.80,28924632.42,30978108.78,95233751.82,53319247.15,0.0
42,附注,,,,,,,,,,,,,,,,,
43,净利润,0,214335299.54,0,378084961.12,0,178450769.77,0,300595976.31,0,133597084.28,0,221928351.38,0,188702655.45,138215345.46,0,0.0
44,少数股东权益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
45,未确认的投资损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
