,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20131231,20121231,20111231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,460971381.93,246147030.00,106973235.06,922902672.08,476904660.58,278865835.59,81126721.24,741902971.77,316707616.49,189122258.43,64812924.51,609012993.27,298542614.27,174955110.75,84708223.95,528576401.98,254112028.50,153702175.71,43230007.98,460694961.03,228301487.11,404990843.14,347114156.52,285691442.93,0.0
3,收到的税费返还,1532076.92,742314.15,415533.04,1614798.27,0,0,0,0,0,0,0,0,1303549.75,1049198.63,0,0,0,0,0,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,15171098.23,4372810.52,2559339.55,56197212.70,48765034.21,12685013.16,9441204.61,22529378.22,8249543.77,6030890.61,5498708.09,16446004.29,4598819.70,3555034.90,3887735.16,12293272.52,7102394.36,6453944.76,3904815.36,6783111.19,5886007.83,10881641.15,20830776.90,12485474.49,0.0
5,经营活动现金流入小计,477674557.08,251262154.67,109948107.65,980714683.05,525669694.79,291550848.75,90567925.85,764432349.99,324957160.26,195153149.04,70311632.60,625458997.56,304444983.72,179559344.28,88595959.11,540869674.50,261214422.86,160156120.47,47134823.34,467478072.22,234187494.94,415872484.29,367944933.42,298176917.42,0.0
6,购买商品、接受劳务支付的现金,191874960.32,113902388.25,55076174.17,323185136.23,240110038.21,156510650.31,71197462.59,219424692.04,96404190.80,53367211.44,32159091.91,240378440.27,154675546.35,106710959.62,56844356.45,197249213.94,104859304.13,66206922.16,34599939.54,170982814.09,115071564.58,165673342.51,167546173.08,140386817.63,0.0
7,支付给职工以及为职工支付的现金,297733433.46,213699980.85,105702325.70,273696225.27,205520326.12,136327677.26,65684172.95,254961266.10,181961666.45,118695290.48,51682746.06,199737875.16,131376484.61,86077424.21,39911238.36,143618605.50,112743173.76,70155783.98,33398362.86,125008636.45,93391150.30,97244233.70,78780530.36,51402441.52,0.0
8,支付的各项税费,52017086.26,36001316.28,23099645.28,61379658.17,51148183.19,32070053.76,22260592.56,58920080.02,40648243.90,27270525.49,20639340.54,38207173.39,29802466.93,19770459.97,13430749.79,33926134.62,26462994.29,16785273.70,11362638.70,21969178.32,16601337.05,23501081.93,22482673.06,13566676.84,0.0
9,支付的其他与经营活动有关的现金,59394793.22,37191645.18,19017164.79,101717919.31,55524156.39,47938907.04,27189175.25,92049901.04,71063709.32,46068098.43,24358138.17,68582109.31,52376935.28,35158559.53,25334735.96,71165560.55,38729890.83,22406694.48,15452971.58,60557299.93,44727433.37,56913768.26,43356621.90,34789938.15,0.0
10,经营活动现金流出小计,601020273.26,400795330.56,202895309.94,759978938.98,552302703.91,372847288.37,186331403.35,625355939.20,390077810.47,245401125.84,128839316.68,546905598.13,368231433.17,247717403.33,135521080.56,445959514.61,282795363.01,175554674.32,94813912.68,378517928.79,269791485.30,343332426.40,312165998.40,240145874.14,0.0
11,经营活动产生的现金流量净额,-123345716.18,-149533175.89,-92947202.29,220735744.07,-26633009.12,-81296439.62,-95763477.50,139076410.79,-65120650.21,-50247976.80,-58527684.08,78553399.43,-63786449.45,-68158059.05,-46925121.45,94910159.89,-21580940.15,-15398553.85,-47679089.34,88960143.43,-35603990.36,72540057.89,55778935.02,58031043.28,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,
13,收回投资所收到的现金,410000000.00,230000000.00,230000000.00,0,55893.56,55893.56,0,13081092.83,10000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,取得投资收益所收到的现金,6592027.40,4026575.34,4026575.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7955042.08,2632068.29,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,70.00,70.00,0,62937.23,57000.00,54000.00,0,81936.51,56310.68,56310.68,58000.00,23520.00,24000.00,24000.00,0,73786.41,73786.41,73786.41,0,1840.43,1890.00,0,509761.54,38499.92,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,3077640.00,0,0,0,0,0,0,0,0,0,0,0,0,6166173.19,0,2995631.71,0.0
17,收到的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
18,投资活动现金流入小计,416592097.40,234026645.34,234026575.34,62937.23,112893.56,109893.56,0.00,13163029.34,13133950.68,56310.68,58000.00,23520.00,24000.00,24000.00,0.00,73786.41,73786.41,73786.41,0.00,1840.43,1890.00,6166173.19,8464803.62,5666199.92,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,35219257.54,12254739.91,7609890.05,84508987.93,105859929.52,86305177.24,65192618.33,52114516.37,44924920.03,20851232.43,11350244.36,40370682.47,21690577.41,6541602.83,4544823.11,12168835.69,8749815.78,6140364.95,2668599.42,11020211.47,7517761.97,12801816.69,3676701.72,39157770.98,0.0
20,投资所支付的现金,316300000.00,136300000.00,130000000.00,44844284.17,230000000.00,0,0,0,0,0,0,10000000.00,0,0,0,0,0,0,0,1500000.00,1500000.00,0,0,0,0.0
21,取得子公司及其他营业单位支付的现金净额,0,0,0,20434000.49,16444067.74,1744067.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
22,支付的其他与投资活动有关的现金,0,0,0,280000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1457.27,0.0
23,投资活动现金流出小计,351519257.54,148554739.91,137609890.05,429787272.59,352303997.26,88049244.98,65192618.33,52114516.37,44924920.03,20851232.43,11350244.36,50370682.47,21690577.41,6541602.83,4544823.11,12168835.69,8749815.78,6140364.95,2668599.42,12520211.47,9017761.97,12801816.69,3676701.72,39159228.25,0.0
24,投资活动产生的现金流量净额,65072839.86,85471905.43,96416685.29,-429724335.36,-352191103.70,-87939351.42,-65192618.33,-38951487.03,-31790969.35,-20794921.75,-11292244.36,-50347162.47,-21666577.41,-6517602.83,-4544823.11,-12095049.28,-8676029.37,-6066578.54,-2668599.42,-12518371.04,-9015871.97,-6635643.50,4788101.90,-33493028.33,0.0
25,三、筹资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,
26,吸收投资收到的现金,0,0,0,440843350.47,440330000.00,440330000.00,437450000.00,0,0,0,0,400000.00,400000.00,0,0,199700000.00,0,0,0,0,0,6300000.00,980000.00,25500000.00,0.0
27,其中：子公司吸收少数股东投资收到的现金,0,0,0,0,2880000.00,2880000.00,0,0,0,0,0,400000.00,400000.00,0,0,0,0,0,0,0,0,6300000.00,980000.00,25500000.00,0.0
28,取得借款收到的现金,0,0,0,0,0,0,0,0,0,0,0,75000000.00,75000000.00,0,0,0,0,0,0,15000000.00,0,15000000.00,15000000.00,42400000.00,0.0
29,发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
30,收到其他与筹资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
31,筹资活动现金流入小计,0.00,0.00,0.00,440843350.47,440330000.00,440330000.00,437450000.00,0.00,0.00,0.00,0.00,75400000.00,75400000.00,0.00,0.00,199700000.00,0.00,0.00,0.00,15000000.00,0.00,21300000.00,15980000.00,67900000.00,0.0
32,偿还债务支付的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000.00,0,0,0,15000000.00,0,15000000.00,35000000.00,15000000.00,0.0
33,分配股利、利润或偿付利息所支付的现金,45320148.00,43590148.00,225000.00,50347648.00,47670148.00,4305000.00,225000.00,47862500.00,45185000.00,42053500.00,225000.00,41207500.00,40980000.00,39926982.85,0,60780621.61,60605210.23,60410527.42,203107.33,40878217.77,40686402.50,20616869.43,11139624.98,33994847.39,0.0
34,其中：子公司支付给少数股东的股利、利润,0,0,0,6300000.00,3850000.00,3850000.00,0,6950000.00,4500000.00,2450000.00,0,980000.00,980000.00,980000.00,0,0,0,0,0,0,0,0,0,0,0.0
35,支付其他与筹资活动有关的现金,0,0,0,1397970.29,1262540.59,1262540.59,1250000.00,0,0,0,0,4972400.00,5005396.64,5005396.64,4972400.00,0,0,0,0,0,0,0,0,0,0.0
36,筹资活动现金流出小计,45320148.00,43590148.00,225000.00,51745618.29,48932688.59,5567540.59,1475000.00,47862500.00,45185000.00,42053500.00,225000.00,46179900.00,45985396.64,44932379.49,4972400.00,75780621.61,60605210.23,60410527.42,203107.33,55878217.77,40686402.50,35616869.43,46139624.98,48994847.39,0.0
37,筹资活动产生的现金流量净额,-45320148.00,-43590148.00,-225000.00,389097732.18,391397311.41,434762459.41,435975000.00,-47862500.00,-45185000.00,-42053500.00,-225000.00,29220100.00,29414603.36,-44932379.49,-4972400.00,123919378.39,-60605210.23,-60410527.42,-203107.33,-40878217.77,-40686402.50,-14316869.43,-30159624.98,18905152.61,0.0
38,四、汇率变动对现金及现金等价物的影响,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
39,五、现金及现金等价物净增加额,-103593024.32,-107651418.46,3244483.00,180109140.89,12573198.59,265526668.37,275018904.17,52262423.76,-142096619.56,-113096398.55,-70044928.44,57426336.96,-56038423.50,-119608041.37,-56442344.56,206734489.00,-90862179.75,-81875659.81,-50550796.09,35563554.62,-85306264.83,51587544.96,30407411.94,43443167.56,0.0
40,加:期初现金及现金等价物余额,757278936.99,757278936.99,757278936.99,577169796.10,577169796.10,577169796.10,577169796.10,524907372.34,524907372.34,524907372.34,524907372.34,467481035.38,467481035.38,467481035.38,467481035.38,260746546.38,260746546.38,260746546.38,260746546.38,225182991.76,225182991.76,173595446.80,143188034.86,99744867.30,0.0
41,六、期末现金及现金等价物余额,653685912.67,649627518.53,760523419.99,757278936.99,589742994.69,842696464.47,852188700.27,577169796.10,382810752.78,411810973.79,454862443.90,524907372.34,411442611.88,347872994.01,411038690.82,467481035.38,169884366.63,178870886.57,210195750.29,260746546.38,139876726.93,225182991.76,173595446.80,143188034.86,0.0
42,附注,,,,,,,,,,,,,,,,,,,,,,,,,
43,净利润,0,64369211.62,0,132467783.67,0,49711300.28,0,105792984.45,0,38956448.90,0,84341124.25,0,28756144.90,0,63175771.48,31335917.85,25242747.02,0,59078171.91,31663530.25,53532089.57,48148994.90,0,0.0
44,少数股东权益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
45,未确认的投资损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
46,资产减值准备,0,8131880.91,0,16649964.18,0,1121288.43,0,14746785.96,0,5078485.76,0,4410067.25,0,-823172.85,0,4839990.66,1815660.30,1283639.26,0,7012958.19,2489996.64,4527396.65,4045689.78,0,0.0
47,固定资产折旧、油气资产折耗、生产性物资折旧,0,3683994.37,0,6698437.39,0,2167886.46,0,5786568.32,0,2772074.54,0,4728294.87,0,2815834.96,0,4114387.94,3028816.91,1964009.04,0,4083456.72,3037623.17,3960637.85,3578393.73,0,0.0
48,无形资产摊销,0,6861905.84,0,12830921.60,0,6487840.31,0,10697822.45,0,5151800.17,0,8854787.83,0,2144173.10,0,7974604.17,2165382.98,1741843.15,0,7312488.88,1695928.09,3028272.17,616905.15,0,0.0
49,长期待摊费用摊销,0,849727.06,0,1130508.49,0,510419.58,0,1283825.26,0,538284.93,0,509557.59,0,132764.73,0,218801.74,155429.68,97382.12,0,212482.00,166861.50,199821.33,165499.00,0,0.0
50,待摊费用的减少,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
51,预提费用的增加,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
52,处置固定资产、无形资产和其他长期资产的损失,0,0,0,-31371.94,0,-35475.91,0,-50759.79,0,-43567.26,0,339282.93,0,-12736.70,0,-23363.95,-23363.95,-23363.95,0,0,-49.57,495.12,236197.68,0,0.0
53,固定资产报废损失,0,1133.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
54,公允价值变动损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
55,递延收益增加（减：减少）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
56,预计负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
57,财务费用,0,930000.02,0,1862500.00,0,435000.00,0,-1212641.52,0,450000.00,0,-1872641.45,0,0,0,762720.20,606357.82,414418.70,0,896119.18,686402.50,1027490.65,1690128.61,0,0.0
58,投资损失,0,-4026575.34,0,0,0,-55893.56,0,976198.09,0,896207.69,0,1716367.19,0,1728552.73,0,2072502.82,672509.85,1176770.54,0,-1148314.15,80798.49,-6109570.16,644276.39,0,0.0
59,递延所得税资产减少,0,-1304745.40,0,-6287612.14,0,-635279.09,0,-3384296.55,0,-1424155.88,0,-1107650.69,0,-396810.55,0,-837606.52,-972435.36,-885167.35,0,-249551.77,101985.43,-681275.32,-227064.78,0,0.0
60,递延所得税负债增加,0,-232516.67,0,4650333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
61,存货的减少,0,-26523172.47,0,41881300.90,0,-51120325.87,0,-38460199.49,0,-24073658.93,0,-46723889.07,0,-40487972.18,0,-26198029.67,-30153236.42,5181711.59,0,-38533668.98,-21028834.54,-17459574.62,-61428176.31,0,0.0
62,经营性应收项目的减少,0,9729055.06,0,-65200790.50,0,-39263786.68,0,-74883222.71,0,-29883943.24,0,-38363247.19,0,-10808931.96,0,-28539372.89,-25551759.99,-12628086.67,0,-11850395.00,-22058538.23,-40268357.63,-7808798.56,0,0.0
63,经营性应付项目的增加,0,-212003074.33,0,78736616.08,0,-48553650.89,0,117783346.32,0,-48665953.48,0,61721345.92,0,-51205905.23,0,67349753.91,-4660219.82,-38964457.30,0,62146396.45,-32439694.09,70782632.28,66116889.43,0,0.0
64,已完工尚未结算款的减少(减:增加),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
65,已结算尚未完工款的增加(减:减少),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
66,其他,0,0,0,-4652846.99,0,-2065762.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
67,经营活动产生现金流量净额,0,-149533175.89,0,220735744.07,0,-81296439.62,0,139076410.79,0,-50247976.80,0,78553399.43,0,-68158059.05,0,94910159.89,-21580940.15,-15398553.85,0,88960143.43,-35603990.36,72540057.89,55778935.02,0,0.0
68,债务转为资本,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
69,一年内到期的可转换公司债券,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
70,融资租入固定资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
71,现金的期末余额,0,649627518.53,0,757278936.99,0,842696464.47,0,577169796.10,0,411810973.79,0,524907372.34,0,347872994.01,0,467481035.38,169884366.63,178870886.57,0,260746546.38,139876726.93,225182991.76,173595446.80,0,0.0
72,现金的期初余额,0,0,0,577169796.10,0,577169796.10,0,524907372.34,0,524907372.34,0,467481035.38,0,467481035.38,0,260746546.38,260746546.38,260746546.38,0,225182991.76,225182991.76,173595446.80,143188034.86,0,0.0
73,现金等价物的期末余额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
74,现金等价物的期初余额,0,757278936.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
75,现金及现金等价物的净增加额,0,-107651418.46,0,180109140.89,0,265526668.37,0,52262423.76,0,-113096398.55,0,57426336.96,0,-119608041.37,0,206734489.00,-90862179.75,-81875659.81,0,35563554.62,-85306264.83,51587544.96,30407411.94,0,0.0
