,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20131231,20121231,20120630,20111231,20101231,20091231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,452700115.14,271257279.47,108394015.57,586394582.52,387979628.67,260588926.84,93733018.71,522871620.11,343358105.68,229470602.72,99998502.16,629723922.75,362471159.10,225488422.37,86932230.01,463573241.00,269503997.52,181860346.86,64071745.00,496077577.43,285804470.27,198389393.57,487902867.70,449663672.91,169344123.41,456168636.75,292011879.95,267283156.14,0.0
3,收到的税费返还,549868.56,547510.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,35628931.70,20042715.47,8853110.95,30900701.06,20718049.94,9694269.71,7472274.15,56180561.81,46314325.08,10487754.32,6080557.03,81006252.30,43786856.89,34890263.92,28128103.96,58083099.38,58302170.40,50908974.51,46022434.38,14120818.00,20611668.73,19072618.93,36579579.78,14210719.23,15251895.24,17605314.46,8350171.03,986995.32,0.0
5,经营活动现金流入小计,488878915.40,291847505.02,117247126.52,617295283.58,408697678.61,270283196.55,101205292.86,579052181.92,389672430.76,239958357.04,106079059.19,710730175.05,406258015.99,260378686.29,115060333.97,521656340.38,327806167.92,232769321.37,110094179.38,510198395.43,306416139.00,217462012.50,524482447.48,463874392.14,184596018.65,473773951.21,300362050.98,268270151.46,0.0
6,购买商品、接受劳务支付的现金,150643920.64,103506812.38,50751873.31,161943325.53,123912583.90,80722598.47,36810347.93,138457197.60,98192724.30,72072932.99,37375756.15,127192457.65,87844016.56,50020468.11,23238776.62,101145454.19,68651582.88,43324107.16,22006773.04,87499440.59,62951467.57,38829492.15,99748317.13,114146874.66,62307395.45,110325462.76,81379065.10,79258886.40,0.0
7,支付给职工以及为职工支付的现金,116704899.44,84407402.65,54232936.27,125919452.61,94152900.64,65896703.57,40387468.11,102570218.52,75206411.46,53778335.80,31536403.73,87487797.92,64055133.29,44852250.55,26357853.42,77223038.23,55916937.86,39469879.04,23756968.64,67970064.49,50860906.20,38212978.03,64586064.52,52269540.21,27681397.05,42709796.38,24708131.37,19389053.05,0.0
8,支付的各项税费,33145592.52,23041091.14,12612729.01,63832192.15,47933556.76,31944709.94,16078674.97,60025482.27,51780941.39,32834781.00,14514013.72,63758947.34,49453956.79,30865857.31,10617249.35,53472786.40,38653714.49,27248732.49,8380961.02,62990055.09,43597283.62,31260533.38,69315996.31,57340510.13,25337990.55,67164170.66,40334598.19,52991225.42,0.0
9,支付的其他与经营活动有关的现金,117206566.50,78506180.38,48043299.38,139328409.94,81000798.47,47273911.28,20564929.73,137137304.53,97200560.33,55322175.46,28902105.04,179264489.35,102525625.92,64174418.52,32582906.28,102728929.96,81261698.21,57873497.65,33825114.73,140532255.48,80294912.76,58572524.99,109618249.93,92156600.20,41979015.51,101031627.83,82957490.69,65573861.84,0.0
10,经营活动现金流出小计,417700979.10,289461486.55,165640837.97,491023380.23,346999839.77,225837923.26,113841420.74,438190202.92,322380637.48,214008225.25,112328278.64,457703692.26,303878732.56,189912994.49,92796785.67,334570208.78,244483933.44,167916216.34,87969817.43,358991815.65,237704570.15,166875528.55,343268627.89,315913525.20,157305798.56,321231057.63,229379285.35,217213026.71,0.0
