,报表日期,20191231,20190930,20190630,20181231,20180930,20171231,20161231,20160630,20151231,20141231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,1046592437.03,705450306.97,453337368.76,938566004.25,615886090.30,795003583.99,631522775.96,255228674.07,515665619.45,382730827.67,0.0
3,收到的税费返还,0,0,0,0,0,904534.86,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,32362814.98,17734455.43,3801158.07,21260519.53,7437384.42,25939885.03,11226983.63,3501008.57,46795887.82,13696737.23,0.0
5,经营活动现金流入小计,1078955252.01,723184762.40,457138526.83,959826523.78,623323474.72,821848003.88,642749759.59,258729682.64,562461507.27,396427564.90,0.0
6,购买商品、接受劳务支付的现金,144189231.85,110424298.15,54975625.36,120624671.02,90457777.44,159696541.38,88892728.29,31604391.34,66805413.55,49594434.64,0.0
7,支付给职工以及为职工支付的现金,750889664.20,561326095.52,380555073.58,621294325.93,463816144.47,481782432.84,411211891.01,212631439.13,352911193.63,260156782.18,0.0
8,支付的各项税费,65494526.32,53067082.61,31786211.11,62028766.15,32703948.12,62052501.22,43823880.02,24530731.74,35036021.81,28277357.36,0.0
9,支付的其他与经营活动有关的现金,67147719.91,45320685.80,31137678.31,42359644.33,17698922.64,37912842.23,32727370.14,20522488.71,49321678.67,16371775.09,0.0
10,经营活动现金流出小计,1027721142.28,770138162.07,498454588.36,846307407.43,604676792.67,741444317.67,576655869.46,289289050.92,504074307.66,354400349.27,0.0
11,经营活动产生的现金流量净额,51234109.73,-46953399.67,-41316061.53,113519116.35,18646682.05,80403686.21,66093890.13,-30559368.28,58387199.61,42027215.63,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,
13,收回投资所收到的现金,207702.37,195476.96,195476.96,2588260.00,2588260.00,20584626.00,269000000.00,195000000.00,355388959.18,30200000.00,0.0
14,取得投资收益所收到的现金,1086181.00,1086181.00,1086181.00,249114.24,249114.24,337768.38,2699913.42,2200240.85,5241067.16,3350205.47,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,135536.82,118394.85,118394.85,1000.00,1000.00,36510.00,0,0,157.00,0,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,0,0.0
17,收到的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0.0
18,投资活动现金流入小计,1429420.19,1400052.81,1400052.81,2838374.24,2838374.24,20958904.38,271699913.42,197200240.85,360630183.34,33550205.47,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,27236143.93,18105766.97,12215757.60,55538137.07,55538137.07,51711610.63,7629472.07,2933058.70,5814281.53,6983014.29,0.0
20,投资所支付的现金,0,0,0,2500000.00,2500000.00,872500.00,263010000.00,174600000.00,289868959.18,121000000.00,0.0
21,取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0,0,0,0.0
22,支付的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0.0
23,投资活动现金流出小计,27236143.93,18105766.97,12215757.60,58038137.07,58038137.07,52584110.63,270639472.07,177533058.70,295683240.71,127983014.29,0.0
24,投资活动产生的现金流量净额,-25806723.74,-16705714.16,-10815704.79,-55199762.83,-55199762.83,-31625206.25,1060441.35,19667182.15,64946942.63,-94432808.82,0.0
25,三、筹资活动产生的现金流量,,,,,,,,,,,
26,吸收投资收到的现金,447638258.89,0,0,0,0,61651200.00,0,7593417.50,0,1800000.00,0.0
27,其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0,0,1800000.00,0.0
28,取得借款收到的现金,0,0,0,43000000.00,43000000.00,0,0,0,0,0,0.0
29,发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0.0
30,收到其他与筹资活动有关的现金,943396.23,0,0,0,0,0,7593417.50,0,0,0,0.0
31,筹资活动现金流入小计,448581655.12,0.00,0.00,43000000.00,43000000.00,61651200.00,7593417.50,7593417.50,0.00,1800000.00,0.0
32,偿还债务支付的现金,37301204.70,4662650.70,3108433.80,5698795.30,4144578.40,0,0,0,0,0,0.0
33,分配股利、利润或偿付利息所支付的现金,55974220.88,56096128.96,55002362.40,42449294.79,41932699.66,30275128.65,88069244.00,65361062.00,13754454.00,5360789.00,0.0
34,其中：子公司支付给少数股东的股利、利润,390000.00,300000.00,300000.00,433245.96,433245.96,274888.65,36000.00,36000.00,42000.00,0,0.0
35,支付其他与筹资活动有关的现金,11387381.77,990566.05,660377.37,2277622.63,2277622.63,0,0,0,0,0,0.0
36,筹资活动现金流出小计,104662807.35,61749345.71,58771173.57,50425712.72,48354900.69,30275128.65,88069244.00,65361062.00,13754454.00,5360789.00,0.0
37,筹资活动产生的现金流量净额,343918847.77,-61749345.71,-58771173.57,-7425712.72,-5354900.69,31376071.35,-80475826.50,-57767644.50,-13754454.00,-3560789.00,0.0
38,四、汇率变动对现金及现金等价物的影响,0,0,0,0,0,0,0,0,0,0,0.0
39,五、现金及现金等价物净增加额,369346233.76,-125408459.54,-110902939.89,50893640.80,-41907981.47,80154551.31,-13321495.02,-68659830.63,109579688.24,-55966382.19,0.0
40,加:期初现金及现金等价物余额,246187144.21,246187144.21,246187144.21,195293503.41,195293503.41,115138952.10,128460447.12,126568407.07,18880758.88,73562322.52,0.0
41,六、期末现金及现金等价物余额,615533377.97,120778684.67,135284204.32,246187144.21,153385521.94,195293503.41,115138952.10,57908576.44,128460447.12,17595940.33,0.0
42,附注,,,,,,,,,,,
43,净利润,105098798.87,0,47819331.50,0,0,0,70823121.98,29263802.24,46678252.84,31059172.03,0.0
44,少数股东权益,0,0,0,0,0,0,0,0,0,0,0.0
45,未确认的投资损失,0,0,0,0,0,0,0,0,0,0,0.0
46,资产减值准备,5425156.77,0,3825330.54,0,0,0,2333404.54,1527825.34,1053153.13,1381191.19,0.0
47,固定资产折旧、油气资产折耗、生产性物资折旧,7351884.67,0,3630035.68,0,0,0,2812553.69,1357159.32,2692969.94,2445945.10,0.0
48,无形资产摊销,743574.69,0,296719.30,0,0,0,52707.41,3955.20,21366.24,74558.93,0.0
49,长期待摊费用摊销,0,0,0,0,0,0,281433.36,140716.68,1634000.74,117263.90,0.0
50,待摊费用的减少,0,0,0,0,0,0,0,0,0,0,0.0
51,预提费用的增加,0,0,0,0,0,0,0,0,0,0,0.0
52,处置固定资产、无形资产和其他长期资产的损失,0,0,0,0,0,0,35800.22,19768.33,5865235.07,5096.85,0.0
