,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20151231,20150630,20141231,20131231,20121231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,273974337.29,189129398.39,96154541.89,450007937.33,322976017.12,208063426.49,105273694.14,303147147.79,215921085.92,147388932.90,67425171.80,320297254.20,229080441.30,321238108.31,166004980.80,378129942.19,342534483.24,346985541.02,0.0
3,收到的税费返还,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,11495772.82,3852594.64,1620471.98,14117973.33,12521710.98,11814057.92,8924300.77,18542062.09,3772905.15,3310553.13,356757.60,5394527.79,1423355.92,24890875.37,4596572.99,3558538.61,7416914.38,5758893.86,0.0
5,经营活动现金流入小计,285470110.11,192981993.03,97775013.87,464125910.66,335497728.10,219877484.41,114197994.91,321689209.88,219693991.07,150699486.03,67781929.40,325691781.99,230503797.22,346128983.68,170601553.79,381688480.80,349951397.62,352744434.88,0.0
6,购买商品、接受劳务支付的现金,50357099.99,29705022.57,17812856.63,43776909.91,30578746.88,24671782.71,14966257.95,129081363.97,90826139.68,61674948.28,30719207.62,133652204.66,96703417.47,126745459.52,58127721.77,207721742.78,146168558.52,127047646.56,0.0
7,支付给职工以及为职工支付的现金,18680155.47,13606793.18,7094289.91,30916803.61,22861499.39,15429368.16,7099195.81,38529264.38,29614122.43,21096149.80,11480074.81,36398930.06,27725868.05,32261687.68,18584206.99,32106351.92,26114205.00,23820677.59,0.0
8,支付的各项税费,36298070.00,28485168.75,16614829.82,74353893.58,53328923.36,37296204.97,19549067.01,42698432.55,28666599.25,26005785.03,14463133.43,42590802.62,32082651.46,47573791.46,27815603.96,23174454.33,47259996.44,72600391.85,0.0
9,支付的其他与经营活动有关的现金,190172993.82,132089249.12,56920449.84,236962837.02,157440822.82,106691000.88,51119221.13,84463477.92,30282466.83,17340893.60,3938192.10,24367137.77,18016786.72,24683215.44,10830126.16,22831661.61,23814868.63,28529949.38,0.0
10,经营活动现金流出小计,295508319.28,203886233.62,98442426.20,386010444.12,264209992.45,184088356.72,92733741.90,294772538.82,179389328.19,126117776.71,60600607.96,237009075.11,174528723.70,231264154.10,115357658.88,285834210.64,243357628.59,251998665.38,0.0
11,经营活动产生的现金流量净额,-10038209.17,-10904240.59,-667412.33,78115466.54,71287735.65,35789127.69,21464253.01,26916671.06,40304662.88,24581709.32,7181321.44,88682706.88,55975073.52,114864829.58,55243894.91,95854270.16,106593769.03,100745769.50,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,,,,,,,,
13,收回投资所收到的现金,0,0,0,234300000.00,8820000.00,8740000.00,8700000.00,33000000.00,33000000.00,33000000.00,33000000.00,107000000.00,67000000.00,150000000.00,40000000.00,70000000.00,76000000.00,18000000.00,0.0
14,取得投资收益所收到的现金,0,0,0,7719524.16,59240.33,57575.67,56958.90,301967.17,301967.17,301967.17,301967.17,2776935.33,2648798.47,3675733.99,2338788.50,988364.93,744767.13,56492.74,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,0,0,0,0,0,0,0,5100.00,5100.00,5100.00,0,0,0,0,0,180000.00,2000.00,0,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
17,收到的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
18,投资活动现金流入小计,0.00,0.00,0.00,242019524.16,8879240.33,8797575.67,8756958.90,33307067.17,33307067.17,33307067.17,33301967.17,109776935.33,69648798.47,153675733.99,42338788.50,71168364.93,76746767.13,18056492.74,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,21462883.33,1652467.15,651758.15,3612692.66,2280935.46,2057081.71,771692.31,38413418.81,36381905.66,35165379.86,34591583.86,3221864.77,2502826.77,6036008.77,1594011.93,21052828.89,38225036.47,77455370.07,0.0
20,投资所支付的现金,0,0,0,225000000.00,0,0,0,254300000.00,20000000.00,20000000.00,20000000.00,70000000.00,30000000.00,130000000.00,70000000.00,130000000.00,67000000.00,37000000.00,0.0
21,取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
22,支付的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
23,投资活动现金流出小计,21462883.33,1652467.15,651758.15,228612692.66,2280935.46,2057081.71,771692.31,292713418.81,56381905.66,55165379.86,54591583.86,73221864.77,32502826.77,136036008.77,71594011.93,151052828.89,105225036.47,114455370.07,0.0
24,投资活动产生的现金流量净额,-21462883.33,-1652467.15,-651758.15,13406831.50,6598304.87,6740493.96,7985266.59,-259406351.64,-23074838.49,-21858312.69,-21289616.69,36555070.56,37145971.70,17639725.22,-29255223.43,-79884463.96,-28478269.34,-96398877.33,0.0
25,三、筹资活动产生的现金流量,,,,,,,,,,,,,,,,,,,
26,吸收投资收到的现金,0,0,0,0,0,0,0,272043105.00,262499200.00,0,0,0,0,0,0,0,0,0,0.0
27,其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,取得借款收到的现金,0,0,0,0,0,0,0,50000000.00,50000000.00,50000000.00,0,20000000.00,20000000.00,50000000.00,50000000.00,50000000.00,0,30000000.00,0.0
29,发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
30,收到其他与筹资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
31,筹资活动现金流入小计,0.00,0.00,0.00,0.00,0.00,0.00,0.00,322043105.00,312499200.00,50000000.00,0.00,20000000.00,20000000.00,50000000.00,50000000.00,50000000.00,0.00,30000000.00,0.0
32,偿还债务支付的现金,0,0,0,50000000.00,50000000.00,50000000.00,0,20000000.00,20000000.00,20000000.00,0,50000000.00,50000000.00,50000000.00,50000000.00,25000000.00,5000000.00,26500000.00,0.0
33,分配股利、利润或偿付利息所支付的现金,10010000.00,9600241.23,0,10628333.34,10615052.59,10628333.34,543750.01,57314916.69,56765125.02,56209291.68,217500.01,92790305.56,92570388.89,94304513.88,1444722.21,88889715.50,76732783.82,826948.40,0.0
34,其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
35,支付其他与筹资活动有关的现金,0,0,0,0,0,0,0,10960000.00,0,0,0,0,0,720000.00,0,400000.00,0,0,0.0
36,筹资活动现金流出小计,10010000.00,9600241.23,0.00,60628333.34,60615052.59,60628333.34,543750.01,88274916.69,76765125.02,76209291.68,217500.01,142790305.56,142570388.89,145024513.88,51444722.21,114289715.50,81732783.82,27326948.40,0.0
37,筹资活动产生的现金流量净额,-10010000.00,-9600241.23,0.00,-60628333.34,-60615052.59,-60628333.34,-543750.01,233768188.31,235734074.98,-26209291.68,-217500.01,-122790305.56,-122570388.89,-95024513.88,-1444722.21,-64289715.50,-81732783.82,2673051.60,0.0
38,四、汇率变动对现金及现金等价物的影响,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
39,五、现金及现金等价物净增加额,-41511092.50,-22156948.97,-1319170.48,30893964.70,17270987.93,-18098711.69,28905769.59,1278507.73,252963899.37,-23485895.05,-14325795.26,2447471.88,-29449343.67,37480040.92,24543949.27,-48319909.30,-3617284.13,7019943.77,0.0
40,加:期初现金及现金等价物余额,100647519.03,100647519.03,100647519.03,69753554.33,69753554.33,69753554.33,69753554.33,68475046.60,68475046.60,68475046.60,68475046.60,66027574.72,66027574.72,28547533.80,28547533.80,76867443.10,80484727.23,73464783.46,0.0
41,六、期末现金及现金等价物余额,59136426.53,78490570.06,99328348.55,100647519.03,87024542.26,51654842.64,98659323.92,69753554.33,321438945.97,44989151.55,54149251.34,68475046.60,36578231.05,66027574.72,53091483.07,28547533.80,76867443.10,80484727.23,0.0
42,附注,,,,,,,,,,,,,,,,,,,
43,净利润,0,12233750.72,0,10700465.12,0,885827.76,0,44452485.28,0,31170704.59,0,62165675.80,0,62292681.49,0,100069956.07,0,0,0.0
44,少数股东权益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
45,未确认的投资损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
46,资产减值准备,0,343184.31,0,2580744.77,0,965301.64,0,1569543.05,0,401033.84,0,464890.49,0,399062.77,0,431623.45,0,0,0.0
47,固定资产折旧、油气资产折耗、生产性物资折旧,0,7479904.57,0,16521145.92,0,8484549.41,0,16952350.60,0,8492367.27,0,16871438.70,0,17042908.30,0,17195380.59,0,0,0.0
48,无形资产摊销,0,811733.11,0,1623357.24,0,810540.81,0,1582871.31,0,763917.89,0,775443.05,0,769097.23,0,807489.61,0,0,0.0
49,长期待摊费用摊销,0,235784.64,0,471569.28,0,235784.64,0,471569.28,0,235784.64,0,446447.35,0,279750.00,0,138000.00,0,0,0.0
50,待摊费用的减少,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
51,预提费用的增加,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
52,处置固定资产、无形资产和其他长期资产的损失,0,0,0,0,0,0,0,9635.18,0,7848.50,0,6234.00,0,0,0,600040.79,0,0,0.0
53,固定资产报废损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134093.98,0,0,0.0
54,公允价值变动损失,0,-3883652.06,0,-188178.08,0,-3847099.29,0,170280.82,0,170280.82,0,1533569.03,0,-122816.43,0,-1581033.42,0,0,0.0
55,递延收益增加（减：减少）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
56,预计负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
57,财务费用,0,0,0,567916.67,0,567916.67,0,1851166.69,0,745541.68,0,1232736.12,0,2794583.32,0,1944281.26,0,0,0.0
58,投资损失,0,0,0,-7719524.16,0,-57575.67,0,-301967.17,0,-301967.17,0,-2776935.33,0,-3675733.99,0,-988364.93,0,0,0.0
59,递延所得税资产减少,0,3361742.32,0,-5142807.49,0,-4349893.43,0,-3305430.47,0,-479371.15,0,-86886.77,0,-565747.62,0,253023.85,0,0,0.0
60,递延所得税负债增加,0,582547.81,0,28226.71,0,577064.89,0,-25542.12,0,-25542.12,0,-230035.35,0,18422.46,0,237155.01,0,0,0.0
61,存货的减少,0,6681568.51,0,47087675.62,0,33956543.28,0,-61899718.58,0,-29908070.85,0,7642042.27,0,1273154.45,0,-4093668.46,0,0,0.0
62,经营性应收项目的减少,0,-681729.92,0,-19290167.50,0,-27067500.02,0,-16146635.35,0,-4008978.87,0,-119838.34,0,10642624.35,0,-1562843.30,0,0,0.0
63,经营性应付项目的增加,0,-38069074.60,0,30875042.44,0,24627667.00,0,41536062.54,0,17318160.25,0,757925.86,0,23716843.25,0,-17730864.34,0,0,0.0
64,已完工尚未结算款的减少(减:增加),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
65,已结算尚未完工款的增加(减:减少),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
66,其他,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
67,经营活动产生现金流量净额,0,-10904240.59,0,78115466.54,0,35789127.69,0,26916671.06,0,24581709.32,0,88682706.88,0,114864829.58,0,95854270.16,0,0,0.0
68,债务转为资本,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
69,一年内到期的可转换公司债券,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
70,融资租入固定资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
71,现金的期末余额,0,78490570.06,0,100647519.03,0,51654842.64,0,69753554.33,0,44989151.55,0,68475046.60,0,66027574.72,0,28547533.80,0,0,0.0
72,现金的期初余额,0,100647519.03,0,69753554.33,0,69753554.33,0,68475046.60,0,68475046.60,0,66027574.72,0,28547533.80,0,76867443.10,0,0,0.0
73,现金等价物的期末余额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
74,现金等价物的期初余额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
75,现金及现金等价物的净增加额,0,-22156948.97,0,30893964.70,0,-18098711.69,0,1278507.73,0,-23485895.05,0,2447471.88,0,37480040.92,0,-48319909.30,0,0,0.0
