,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20121231,20111231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,4141319240.15,2164640095.82,1179613687.03,6079155390.93,3979073177.32,2178067949.10,945605089.55,4452848661.31,3033296718.84,2109648147.93,1033233214.41,3565504918.63,2456144536.69,1694946416.40,662644454.88,3361146797.20,1948034231.69,1062037548.57,383103388.28,3219789781.42,2262570605.18,1347935971.30,553555698.64,3200741102.97,2437444921.76,3181941441.64,2868197869.74,0.0
3,收到的税费返还,35218470.45,32710955.48,14117384.83,10732886.50,5488844.68,389892.05,43970.77,2526230.13,2482339.86,1566679.24,1554115.00,3888017.80,3878239.42,1029294.65,1029294.65,6622161.63,6622161.63,5736768.63,5736768.63,16612360.95,16612360.95,11065102.46,4654206.24,285499.48,285499.48,4888570.89,1577171.92,0.0
4,收到的其他与经营活动有关的现金,126446099.39,64030508.45,33934388.08,147523867.47,123512820.13,87794662.94,44690200.62,123970568.29,117557597.58,84070831.50,30927708.56,163564334.17,108557496.54,62488036.01,36242049.15,132963136.86,115961391.43,62348350.68,30627486.05,140979697.05,144793962.92,88853535.84,87676619.26,79267691.10,66222242.52,62009059.11,150059817.01,0.0
5,经营活动现金流入小计,4302983809.99,2261381559.75,1227665459.94,6237412144.90,4108074842.13,2266252504.09,990339260.94,4579345459.73,3153336656.28,2195285658.67,1065715037.97,3732957270.60,2568580272.65,1758463747.06,699915798.68,3500732095.69,2070617784.75,1130122667.88,419467642.96,3377381839.42,2423976929.05,1447854609.60,645886524.14,3280294293.55,2503952663.76,3248839071.64,3019834858.67,0.0
6,购买商品、接受劳务支付的现金,3580259274.79,2107269150.20,1158727755.15,5011259567.45,3685628074.50,2360571466.28,1127849749.04,3562896656.23,2639684913.10,1722017897.05,1135809875.93,2662090327.37,1833492574.78,1253013031.17,631031597.18,2601257325.27,1934742001.27,1377045659.79,795354121.10,2740252196.09,1928899809.54,1362014944.18,713053485.81,2446574258.21,2089855598.13,2435775303.93,2498145352.94,0.0
7,支付给职工以及为职工支付的现金,290694139.44,208657816.62,128402400.99,375113750.56,273224771.10,190790956.24,124509938.48,342665544.78,281548639.44,201961725.59,120820780.15,356972662.64,277356215.74,199613255.71,118668024.12,339009774.56,266732880.38,192826842.14,118313546.81,301832653.35,233465685.81,168434259.32,106305640.73,239369499.09,183151674.48,198401201.95,161769372.12,0.0
8,支付的各项税费,62690781.15,41067888.23,23652337.30,146153776.03,111427683.57,69589988.44,20264731.23,223829423.03,207440479.95,109737459.25,38716705.26,174743395.45,130291655.05,102929780.19,70122400.81,203228162.33,151297236.25,98749336.28,22133231.36,247593688.11,183112287.62,104679552.55,34816851.27,219928191.31,165300168.58,220969804.29,140129280.46,0.0
9,支付的其他与经营活动有关的现金,224607148.82,135812158.40,71113468.71,395606289.06,283634010.95,113923098.99,105362677.31,333900904.93,291580656.06,233035409.98,86606556.92,325933162.39,251571670.16,151920246.44,98169843.65,328132902.33,257750045.37,168014744.51,93902819.70,257607633.67,208098899.85,135015946.92,123325890.74,260171097.25,152738754.26,259212655.40,195521335.47,0.0
10,经营活动现金流出小计,4158251344.20,2492807013.45,1381895962.15,5928133383.10,4353914540.12,2734875509.95,1377987096.06,4463292528.97,3420254688.55,2266752491.87,1381953918.26,3519739547.85,2492712115.73,1707476313.51,917991865.76,3471628164.49,2610522163.27,1836636582.72,1029703718.97,3547286171.22,2553576682.82,1770144702.97,977501868.55,3166043045.86,2591046195.45,3114358965.57,2995565340.99,0.0
11,经营活动产生的现金流量净额,144732465.79,-231425453.70,-154230502.21,309278761.80,-245839697.99,-468623005.86,-387647835.12,116052930.76,-266918032.27,-71466833.20,-316238880.29,213217722.75,75868156.92,50987433.55,-218076067.08,29103931.20,-539904378.52,-706513914.84,-610236076.01,-169904331.80,-129599753.77,-322290093.37,-331615344.41,114251247.69,-87093531.69,134480106.07,24269517.68,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,收回投资所收到的现金,1800000000.00,800000000.00,250000000.00,1850000000.00,1300000000.00,450000000.00,0,1750000000.00,1100000000.00,650000000.00,650000000.00,1580000000.00,1330000000.00,1130000000.00,680000000.00,1060000000.00,680000000.00,380000000.00,0,0,0,0,0,0,0,0,0,0.0
14,取得投资收益所收到的现金,11929945.20,8127808.22,2555479.45,19131437.06,14724383.56,7041095.89,0,17032191.77,11613013.69,6897260.27,6897260.27,16034767.13,13382712.34,12725178.09,8962849.32,15806246.57,6172054.79,3339178.08,0,0,0,0,0,0,0,0,0,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,800.00,660.00,0,289511.64,280161.81,137036.12,548.12,5665.00,5385.00,5235.00,4710.00,15893945.00,18945.00,11875.00,9700.00,67450.00,46450.00,76396.00,450.00,0,1000.00,550.00,0,35000.00,0,97500.00,22000.00,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
17,收到的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13300000.00,0.0
18,投资活动现金流入小计,1811930745.20,808128468.22,252555479.45,1869420948.70,1315004545.37,457178132.01,548.12,1767037856.77,1111618398.69,656902495.27,656901970.27,1611928712.13,1343401657.34,1142737053.09,688972549.32,1075873696.57,686218504.79,383415574.08,450.00,0.00,1000.00,550.00,0.00,35000.00,0.00,97500.00,13322000.00,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,7507171.22,2320660.79,1721649.87,13274187.33,9007338.15,7711236.94,3641412.66,64616385.27,48523788.34,11182341.94,8917870.00,17836724.17,-45509.83,6954524.22,4662811.35,137767442.70,131402056.93,125143816.63,65100554.44,344713160.27,323943430.28,15006690.98,11540444.20,120381637.08,113203977.50,164434199.53,311185139.87,0.0
20,投资所支付的现金,1750000000.00,750000000.00,250000000.00,1950000000.00,1400000000.00,550000000.00,0,1750000000.00,1100000000.00,650000000.00,200000000.00,1450000000.00,1255000000.00,1000000000.00,550000000.00,1640000000.00,1260000000.00,960000000.00,180000000.00,0,0,0,0,0,0,18358100.00,0,0.0
21,取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
22,支付的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
23,投资活动现金流出小计,1757507171.22,752320660.79,251721649.87,1963274187.33,1409007338.15,557711236.94,3641412.66,1814616385.27,1148523788.34,661182341.94,208917870.00,1467836724.17,1254954490.17,1006954524.22,554662811.35,1777767442.70,1391402056.93,1085143816.63,245100554.44,344713160.27,323943430.28,15006690.98,11540444.20,120381637.08,113203977.50,182792299.53,311185139.87,0.0
24,投资活动产生的现金流量净额,54423573.98,55807807.43,833829.58,-93853238.63,-94002792.78,-100533104.93,-3640864.54,-47578528.50,-36905389.65,-4279846.67,447984100.27,144091987.96,88447167.17,135782528.87,134309737.97,-701893746.13,-705183552.14,-701728242.55,-245100104.44,-344713160.27,-323942430.28,-15006140.98,-11540444.20,-120346637.08,-113203977.50,-182694799.53,-297863139.87,0.0
25,三、筹资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,吸收投资收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1449373204.70,0,0,0,0,0,0,503470000.00,0.0
27,其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11470000.00,0.0
28,取得借款收到的现金,332930213.29,150000000.00,10000000.00,1100500000.00,780000000.00,370000000.00,260000000.00,726000000.00,576000000.00,576000000.00,410000000.00,654000000.00,514000000.00,464000000.00,304000000.00,1085000000.00,785000000.00,501000000.00,359000000.00,632000000.00,519000000.00,227000000.00,0,41500000.00,41500000.00,101500000.00,269500000.00,0.0
29,发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
30,收到其他与筹资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000.00,15000000.00,0,17560000.00,0.0
