,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20121231,20120930,20111231,20101231,20091231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,375216571.65,250874692.10,128945734.48,494329437.73,386724839.67,234009749.42,113468901.36,408766552.80,302679608.58,191787353.00,97611612.87,378824808.64,264597980.51,179626420.16,86009677.35,322227460.53,260093252.97,172362584.53,83249669.61,313609268.76,206509023.20,146391883.38,53788194.63,245368700.19,200928604.81,140055614.81,291332212.46,207443301.92,395260081.70,359243867.79,152852962.39,0.0
3,收到的税费返还,211649.22,18250.12,4124.43,1144414.02,1973291.20,992608.25,632887.04,469261.23,166578.09,166578.09,47538.85,0,0,0,0,697.47,7902.06,697.47,0,553.04,0,0,0,211974.37,100967.61,0,0,0,0,2792489.65,0,0.0
4,收到的其他与经营活动有关的现金,26156968.16,22425358.89,1978889.98,4157113.05,3670893.84,30720813.66,352248.80,4171997.21,7238622.82,3178800.16,1180506.56,2287751.03,1183379.45,552490.29,520836.88,8591881.28,5065548.98,6613796.31,3360501.61,12046980.93,7607723.55,6804771.27,3768195.35,7710433.82,3977434.09,2983662.31,15991887.50,10997009.39,4689127.68,21739942.89,10585592.56,0.0
5,经营活动现金流入小计,401585189.03,273318301.11,130928748.89,499630964.80,392369024.71,265723171.33,114454037.20,413407811.24,310084809.49,195132731.25,98839658.28,381112559.67,265781359.96,180178910.45,86530514.23,330820039.28,265166704.01,178977078.31,86610171.22,325656802.73,214116746.75,153196654.65,57556389.98,253291108.38,205007006.51,143039277.12,307324099.96,218440311.31,399949209.38,383776300.33,163438554.95,0.0
6,购买商品、接受劳务支付的现金,215885389.53,147262808.91,83660138.45,200786728.83,166343362.47,105664532.11,51382847.63,183411875.19,136079529.73,87609828.14,46550721.36,179181133.55,112080131.68,70824896.93,34838871.32,152521553.02,132113595.57,104169057.68,50376597.86,153896917.57,101241236.67,88442471.64,48941076.91,81149821.46,93810913.56,69527313.49,138384051.48,110388969.92,171852883.92,122904378.19,68050861.14,0.0
7,支付给职工以及为职工支付的现金,78011409.40,51812090.10,24739920.44,102386639.62,76350728.95,51738129.79,24417191.28,93200357.73,68042470.48,46023276.10,23005323.96,82822802.52,61979359.92,40906757.24,20039013.42,74967585.56,52947141.53,35514036.93,18004942.60,64634318.82,47421529.98,31837160.48,15887401.21,55775474.98,41323223.26,26827670.15,50724047.36,38967872.36,52381744.04,34474767.61,21176835.55,0.0
8,支付的各项税费,29263001.83,20955919.34,11866852.37,48825681.98,31964450.11,24179412.95,15669762.55,41422576.45,28807088.10,21476035.23,8080283.08,35257862.40,25276347.99,15217627.37,7796909.90,32583833.39,22936930.84,16599277.23,8347826.39,33048390.09,26256532.06,16146090.68,9264195.58,34036565.55,26539085.42,13743916.08,33479889.89,28763802.28,54467750.40,43289459.43,14482207.58,0.0
