,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20131231,20121231,20111231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,322091283.51,194351870.39,135122625.52,80913590.73,273799886.81,182568743.49,123382140.43,70419947.43,192905211.05,115621641.93,61216602.12,20893401.98,115218848.70,71887038.73,45566524.04,16191995.48,143780440.10,86285307.56,65294450.17,13305449.06,145444839.56,88657631.09,61721831.76,130890576.00,104579466.53,92287836.68,0.0
3,收到的税费返还,10736059.56,13514420.91,9009443.03,790943.73,6939522.35,9650021.49,9159008.23,2517514.11,5797161.59,5214298.54,3359331.19,132303.96,4939185.49,2409445.32,2409445.32,0,5211579.85,5254010.51,3108549.46,0,6155849.99,5280127.11,2795313.91,10964349.48,5926090.83,454898.31,0.0
4,收到的其他与经营活动有关的现金,11672272.32,13483305.59,10113924.46,4688433.15,3984583.21,3945033.45,2024743.14,808873.55,4502649.26,7172448.53,2305003.85,1264138.84,9207229.97,5479225.37,3541961.02,406024.95,10399413.40,13171801.78,9249756.78,8706807.56,12217429.99,12477598.86,5330474.18,13152485.34,8441833.24,7691228.35,0.0
5,经营活动现金流入小计,344499615.39,221349596.89,154245993.01,86392967.61,284723992.37,196163798.43,134565891.80,73746335.09,203205021.90,128008389.00,66880937.16,22289844.78,129365264.16,79775709.42,51517930.38,16598020.43,159391433.35,104711119.85,77652756.41,22012256.62,163818119.54,106415357.06,69847619.85,155007410.82,118947390.60,100433963.34,0.0
6,购买商品、接受劳务支付的现金,117827945.83,72565331.70,51271248.23,28741277.41,138504381.54,125056894.14,66292425.91,32814149.63,81849948.91,61262789.61,36506660.66,16058049.94,30584539.95,24176820.91,21635714.59,10991376.44,45315420.64,30382840.78,25032392.79,6407801.81,35932818.51,26147919.05,14992113.38,26570806.91,33961720.31,24897796.55,0.0
7,支付给职工以及为职工支付的现金,70061678.60,55537707.25,39037772.44,21142475.82,67729348.21,44961261.72,30406580.23,15631853.52,49750677.35,33387270.97,21107877.47,11971750.89,35089134.72,27864938.06,17981466.42,9313062.36,36241995.77,25139798.62,18555958.73,12557035.45,33512985.66,23118768.58,19843188.47,31640189.56,22330228.01,13321727.85,0.0
8,支付的各项税费,39747043.36,27452986.17,16758815.18,10243388.12,22607941.85,18407974.30,12242144.35,7341848.38,31007735.90,26018260.85,16953527.55,8615150.66,16181972.35,13269914.47,4875412.49,3466763.57,18600587.69,15486281.40,13725403.86,4753612.75,21577190.21,13784291.85,9683846.96,28590716.55,31814885.87,27281208.72,0.0
9,支付的其他与经营活动有关的现金,59020616.15,48165464.64,29467947.02,12840797.51,48113293.11,33793183.83,22486242.11,12464675.30,37218172.15,34237414.66,16271513.83,9769897.05,27970020.67,24159404.72,20404487.52,10794241.38,30493671.32,29629973.19,15205364.44,4961426.77,24901697.68,31177473.05,14796606.98,25837600.60,23659831.08,16026595.52,0.0
10,经营活动现金流出小计,286657283.94,203721489.76,136535782.87,72967938.86,276954964.71,222219313.99,131427392.60,68252526.83,199826534.31,154905736.09,90839579.51,46414848.54,109825667.69,89471078.16,64897081.02,34565443.75,130651675.42,100638893.99,72519119.82,28679876.78,115924692.06,94228452.53,59315755.79,112639313.62,111766665.27,81527328.64,0.0
11,经营活动产生的现金流量净额,57842331.45,17628107.13,17710210.14,13425028.75,7769027.66,-26055515.56,3138499.20,5493808.26,3378487.59,-26897347.09,-23958642.35,-24125003.76,19539596.47,-9695368.74,-13379150.64,-17967423.32,28739757.93,4072225.86,5133636.59,-6667620.16,47893427.48,12186904.53,10531864.06,42368097.20,7180725.33,18906634.70,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,收回投资所收到的现金,0,0,0,0,27000000.00,26500000.00,23500000.00,0,96500000.00,0,0,0,220000000.00,0,0,0,0,0,0,0,0,0,0,4500490.00,2000000.00,35000000.00,0.0
14,取得投资收益所收到的现金,0,0,0,0,198432.23,200093.12,119873.33,64821.90,1139979.32,1075000.00,0,0,1716866.44,1427199.77,0,0,0,0,0,0,0,0,0,19200.00,0,223561.65,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,26450.00,0,0,0,0,0,0,0,0,0,0,0,2912.62,3000.00,3000.00,3000.00,0,0,0,0,25000.00,25000.00,25000.00,5500.00,0,0,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
17,收到的其他与投资活动有关的现金,0,10000000.00,0,0,0,0,0,0,0,40016164.36,640000.00,0,0,0,1112199.77,0,0,0,0,0,0,0,0,0,0,0,0.0
18,投资活动现金流入小计,26450.00,10000000.00,0.00,0.00,27198432.23,26700093.12,23619873.33,64821.90,97639979.32,41091164.36,640000.00,0.00,221719779.06,1430199.77,1115199.77,3000.00,0.00,0.00,0.00,0.00,25000.00,25000.00,25000.00,4525190.00,2000000.00,35223561.65,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,10719745.34,11431962.91,3199918.43,1164574.82,53219996.10,6199459.76,4137934.61,1880856.41,9431266.86,8037463.38,2054850.67,1565446.21,10756659.06,6604505.38,5735378.38,3796869.83,5453120.77,4292688.10,956093.44,105955.32,5087182.15,3369023.07,2132280.53,1871138.56,3985383.09,3197605.08,0.0
20,投资所支付的现金,60000000.00,60000000.00,0,0,20500000.00,20500000.00,20500000.00,9000000.00,62500000.00,0,0,0,265000000.00,0,0,0,0,0,0,0,0,0,0,4500490.00,2000000.00,35000000.00,0.0
21,取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0,39218422.92,39340992.92,135904.34,0,26305434.77,5000000.00,5000000.00,0,0,0,0,0,0,0,0,0,0,5368561.35,0.0
22,支付的其他与投资活动有关的现金,4000000.00,10100000.00,10100000.00,0,0,0,0,0,0,9430000.00,0,0,0,40000000.00,40000000.00,140000000.00,0,0,0,0,0,0,0,0,0,0,0.0
23,投资活动现金流出小计,74719745.34,81531962.91,13299918.43,1164574.82,73719996.10,26699459.76,24637934.61,10880856.41,111149689.78,56808456.30,2190755.01,1565446.21,302062093.83,51604505.38,50735378.38,143796869.83,5453120.77,4292688.10,956093.44,105955.32,5087182.15,3369023.07,2132280.53,6371628.56,5985383.09,43566166.43,0.0
