,报表日期,20190930,20190630,20190331,20181231,20180930,20180331,20171231,20170331,20161231,20151231,20141231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,409067015.40,262009960.64,0,495661887.41,388935442.63,0,455739421.68,95621531.32,466631938.65,236313742.12,255717702.69,0.0
3,收到的税费返还,1572867.13,1572867.13,0,1713414.32,2727238.67,0,1203851.36,264534.73,666454.83,674966.17,337358.84,0.0
4,收到的其他与经营活动有关的现金,10666912.23,2426227.41,0,16226820.75,14311621.63,0,19907786.86,4224359.28,13575466.16,11623021.32,8363255.71,0.0
5,经营活动现金流入小计,421306794.76,266009055.18,0,513602122.48,405974302.93,0,476851059.90,100110425.33,480873859.64,248611729.61,264418317.24,0.0
6,购买商品、接受劳务支付的现金,247870779.83,148938993.32,0,352552088.17,277913181.26,0,374859432.16,84180211.10,299987561.06,193712773.66,147568153.10,0.0
7,支付给职工以及为职工支付的现金,55567638.92,36043533.55,0,62090226.76,48131937.36,0,55987659.99,17602788.89,46691676.20,36741446.27,25523670.65,0.0
8,支付的各项税费,20644437.89,11522333.47,0,27397660.84,26477677.94,0,22508093.40,10625321.54,22209690.37,18591980.83,23805940.88,0.0
9,支付的其他与经营活动有关的现金,28128519.90,15758721.58,0,34552217.62,19966046.54,0,30096575.99,6036966.37,32251977.28,22224050.29,20532971.75,0.0
10,经营活动现金流出小计,352211376.54,212263581.92,0,476592193.39,372488843.10,0,483451761.54,118445287.90,401140904.91,271270251.05,217430736.38,0.0
11,经营活动产生的现金流量净额,69095418.22,53745473.26,5500900.00,37009929.09,33485459.83,-12085800.00,-6600701.64,-18334862.56,79732954.73,-22658521.44,46987580.86,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,
13,收回投资所收到的现金,0,0,0,0,0,0,7000000.00,0,11410000.00,0,0,0.0
14,取得投资收益所收到的现金,0,0,0,0,0,0,367310.85,183958.47,2832994.20,498412.47,1126188.86,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,0,0,0,0,0,0,800.00,0,300.00,0,0,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,0,0,0.0
17,收到的其他与投资活动有关的现金,0,0,0,0,0,0,186000000.00,91000000.00,638500000.00,236904000.00,789500000.00,0.0
18,投资活动现金流入小计,0.00,0.00,0,0.00,0.00,0,193368110.85,91183958.47,652743294.20,237402412.47,790626188.86,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,1211337.23,576540.23,0,1170443.95,856355.00,0,14049267.06,2497933.29,6133746.06,1090515.95,1862961.19,0.0
20,投资所支付的现金,0,0,0,0,0,0,0,0,0,17000000.00,10410000.00,0.0
21,取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0,0,0,0,0.0
22,支付的其他与投资活动有关的现金,0,0,0,0,0,0,161000000.00,79000000.00,668820719.00,245144836.90,789565157.90,0.0
23,投资活动现金流出小计,1211337.23,576540.23,0,1170443.95,856355.00,0,175049267.06,81497933.29,674954465.06,263235352.85,801838119.09,0.0
24,投资活动产生的现金流量净额,-1211337.23,-576540.23,0,-1170443.95,-856355.00,0,18318843.79,9686025.18,-22211170.86,-25832940.38,-11211930.23,0.0
25,三、筹资活动产生的现金流量,,,,,,,,,,,,
26,吸收投资收到的现金,0,0,0,0,0,0,26665000.00,26665000.00,0,1000000.00,0,0.0
27,其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0,0,0,0,0.0
28,取得借款收到的现金,0,0,0,0,0,0,0,0,0,10000000.00,0,0.0
29,发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,0.0
30,收到其他与筹资活动有关的现金,0,0,0,0,0,0,9254809.43,0,0,0,0,0.0
31,筹资活动现金流入小计,0.00,0.00,0,0.00,0.00,0,35919809.43,26665000.00,0.00,11000000.00,0.00,0.0
32,偿还债务支付的现金,0,0,0,0,0,0,0,0,0,10000000.00,0,0.0
33,分配股利、利润或偿付利息所支付的现金,0,0,0,36960000.00,36960000.00,0,0,0,81451747.53,566278.61,1977962.45,0.0
34,其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0,0,0,0,0,0,0.0
35,支付其他与筹资活动有关的现金,4650000.00,3725000.00,0,1956500.00,1875754.70,0,2663679.24,849056.61,471698.11,0,0,0.0
36,筹资活动现金流出小计,4650000.00,3725000.00,0,38916500.00,38835754.70,0,2663679.24,849056.61,81923445.64,10566278.61,1977962.45,0.0
37,筹资活动产生的现金流量净额,-4650000.00,-3725000.00,0,-38916500.00,-38835754.70,0,33256130.19,25815943.39,-81923445.64,433721.39,-1977962.45,0.0
38,四、汇率变动对现金及现金等价物的影响,1696420.95,118186.83,0,2673288.09,2224439.73,0,-1412828.37,-141103.57,1235347.11,161791.42,2452.84,0.0
39,五、现金及现金等价物净增加额,64930501.94,49562119.86,5500900.00,-403726.77,-3982210.14,-12085800.00,43561443.97,17026002.44,-23166314.66,-47895949.01,33800141.02,0.0
40,加:期初现金及现金等价物余额,58014437.91,58014437.91,0,58418164.68,58418164.68,0,14856720.71,14856720.71,38023035.37,85918984.38,52118843.36,0.0
41,六、期末现金及现金等价物余额,122944939.85,107576557.77,0,58014437.91,54435954.54,0,58418164.68,31882723.15,14856720.71,38023035.37,85918984.38,0.0
42,附注,,,,,,,,,,,,
43,净利润,0,41546700.29,0,81331140.30,0,0,76115902.82,0,29915261.64,0,0,0.0
44,少数股东权益,0,0,0,0,0,0,0,0,0,0,0,0.0
45,未确认的投资损失,0,0,0,0,0,0,0,0,0,0,0,0.0
46,资产减值准备,0,475638.47,0,894725.11,0,0,871458.53,0,760022.62,0,0,0.0
47,固定资产折旧、油气资产折耗、生产性物资折旧,0,692294.42,0,1417519.12,0,0,1326437.31,0,1122470.74,0,0,0.0
48,无形资产摊销,0,1551998.57,0,3045665.14,0,0,2193932.24,0,419087.51,0,0,0.0
49,长期待摊费用摊销,0,0,0,0,0,0,0,0,0,0,0,0.0
50,待摊费用的减少,0,0,0,0,0,0,0,0,0,0,0,0.0
51,预提费用的增加,0,0,0,0,0,0,0,0,0,0,0,0.0
52,处置固定资产、无形资产和其他长期资产的损失,0,0,0,0,0,0,0,0,0,0,0,0.0
53,固定资产报废损失,0,23372.21,0,5977.46,0,0,17363.62,0,95378.26,0,0,0.0
54,公允价值变动损失,0,0,0,0,0,0,0,0,0,0,0,0.0
55,递延收益增加（减：减少）,0,0,0,0,0,0,0,0,0,0,0,0.0
56,预计负债,0,0,0,0,0,0,0,0,0,0,0,0.0
57,财务费用,0,-118186.83,0,-2673288.09,0,0,1412828.37,0,-351678.03,0,0,0.0
58,投资损失,0,-137055.14,0,-972435.31,0,0,-4186664.30,0,-1059585.94,0,0,0.0
59,递延所得税资产减少,0,-337684.00,0,-90092.12,0,0,544858.51,0,589561.82,0,0,0.0
60,递延所得税负债增加,0,0,0,0,0,0,-41471.40,0,41471.40,0,0,0.0
61,存货的减少,0,-14713033.98,0,-1625402.52,0,0,-48186674.17,0,4140339.47,0,0,0.0
62,经营性应收项目的减少,0,-40508903.04,0,-24077801.51,0,0,-45099251.36,0,-41174968.67,0,0,0.0
63,经营性应付项目的增加,0,64989324.50,0,-20246078.49,0,0,8430578.19,0,71979508.44,0,0,0.0
64,已完工尚未结算款的减少(减:增加),0,0,0,0,0,0,0,0,0,0,0,0.0
65,已结算尚未完工款的增加(减:减少),0,0,0,0,0,0,0,0,0,0,0,0.0
66,其他,0,0,0,0,0,0,0,0,13256085.47,0,0,0.0
