,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20161231,20151231,20141231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,602407982.68,439742303.42,299473433.25,150449449.92,523031866.66,396321703.94,242665307.81,131868212.78,393884580.03,326083557.19,337924111.01,312404772.93,0.0
3,收到的税费返还,45368430.31,40036983.55,27818870.27,12800270.74,55254165.08,43768714.10,25328162.41,14934793.57,36809965.49,38172409.94,19763284.54,3177906.14,0.0
4,收到的其他与经营活动有关的现金,18041559.36,14403251.46,12548556.51,6532802.23,18119862.13,14244424.48,12684488.19,6282419.42,8223760.21,13489247.39,10713552.79,11109314.46,0.0
5,经营活动现金流入小计,665817972.35,494182538.43,339840860.03,169782522.89,596405893.87,454334842.52,280677958.41,153085425.77,438918305.73,377745214.52,368400948.34,326691993.53,0.0
6,购买商品、接受劳务支付的现金,284575152.49,187571469.72,128079941.70,78841283.64,263818174.47,191258943.90,132480501.03,63797976.05,177578480.75,129702935.47,122452879.04,211375635.11,0.0
7,支付给职工以及为职工支付的现金,165896006.87,120645154.15,84582081.84,34662903.61,132096966.56,100685441.17,67654069.67,31379151.43,103254039.68,84011354.38,54127970.90,37100851.46,0.0
8,支付的各项税费,66921744.40,58288031.61,40920716.36,25159588.17,52003583.98,50235972.12,34579248.66,26795096.20,53298549.87,35150928.92,52733560.31,35395778.78,0.0
9,支付的其他与经营活动有关的现金,66198883.12,62171272.69,31247617.00,15244657.07,57314228.16,44053562.20,31936411.39,19437416.10,39237327.69,36267863.01,46588435.36,21488630.96,0.0
10,经营活动现金流出小计,583591786.88,428675928.17,284830356.90,153908432.49,505232953.17,386233919.39,266650230.75,141409639.78,373368397.99,285133081.78,275902845.61,305360896.31,0.0
11,经营活动产生的现金流量净额,82226185.47,65506610.26,55010503.13,15874090.40,91172940.70,68100923.13,14027727.66,11675785.99,65549907.74,92612132.74,92498102.73,21331097.22,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,,
13,收回投资所收到的现金,1300000000.00,875000000.00,495000000.00,190000000.00,0,0,0,0,49900000.00,96000000.00,14200000.00,30500000.00,0.0
14,取得投资收益所收到的现金,10058842.40,6309235.61,3304848.28,0,0,0,0,0,278006.03,332758.83,6202.73,382691.02,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,1523958.16,129714.00,52597.56,6000.00,235970.46,224121.81,79121.81,11111.11,15098276.61,600.00,0,148000.00,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,617987.64,0,0,0,0.0
17,收到的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,138581.17,11080000.00,1040000.00,0,0.0
18,投资活动现金流入小计,1311582800.56,881438949.61,498357445.84,190006000.00,235970.46,224121.81,79121.81,11111.11,66032851.45,107413358.83,15246202.73,31030691.02,0.0
