,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20131231,20121231,20111231,20100930,20100630,20100331,20091231,20090930,20090630,20081231,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,5539339642.01,4098793772.14,2828490488.62,1533735616.78,4642656425.62,3547325544.88,2373231298.94,1345842050.34,4894344679.10,3497544104.06,2375830945.68,1244863349.07,3911086269.21,2724518034.25,1834839454.99,943149623.04,3319811061.45,2478901864.69,1675854770.24,778832521.25,3134508627.29,2540810741.87,2115017473.21,1976254881.32,966946079.31,624224147.24,304429186.11,1149261380.66,730543043.71,569604114.22,860938850.77,708243647.85,545984288.73,0.0
3,收到的税费返还,0,0,0,0,0,0,0,0,0,0,0,9843.99,0,53427.33,0,0,0,4983907.52,0,4780.20,0,0,0,0,194151.98,194151.98,0,1773556.98,2638033.91,0,1410000.00,2872806.46,1885800.00,0.0
4,收到的其他与经营活动有关的现金,339352048.27,259090306.27,123956076.86,118548209.07,364770359.06,377188760.22,208617526.78,69257778.48,189055875.43,159989279.44,118017462.69,37780791.08,194465862.04,114421431.18,85656974.90,26210649.18,163614870.90,115609494.84,56206269.12,11645377.10,103757560.79,76532712.75,53708603.08,88859992.39,255350269.22,320089586.01,34351480.56,32421102.38,441292105.14,317787513.80,838697118.00,216730791.10,497934628.34,0.0
5,经营活动现金流入小计,5878691690.28,4469732983.76,3107199745.31,1751280150.24,5007426784.68,3924514305.10,2581848825.72,1415099828.82,5083400554.53,3657533383.50,2493848408.37,1282653984.14,4105552131.25,2838992892.76,1920496429.89,969360272.22,3483425932.35,2599495267.05,1732061039.36,790482678.55,3238266188.08,2617343454.62,2168726076.29,2065114873.71,1222490500.51,944507885.23,338780666.67,1183456040.02,1174473182.76,887391628.02,1701045968.77,927847245.41,1045804717.07,0.0
6,购买商品、接受劳务支付的现金,4574553186.47,3524948842.74,2504423938.12,1202837086.32,4756184163.33,3763818090.08,2520742214.92,1374890761.13,4472666208.34,3475876529.59,2464508014.31,1420149950.90,3120937684.06,2285421083.62,1555443091.23,893479186.86,2657013063.85,2077471572.91,1365688055.09,728586484.17,2487491834.88,2053135786.87,1675094007.97,1810875306.89,536347478.53,312230433.58,334933699.58,998440508.76,694723438.94,490859122.73,802166302.96,564313583.21,373617391.65,0.0
7,支付给职工以及为职工支付的现金,294409297.30,225651400.32,158019057.68,87668075.80,241297783.56,175421977.07,114774637.03,65425256.24,183869211.16,134701706.59,94713661.58,54930680.30,164835116.89,121691543.95,84235271.55,48523022.83,152145861.66,114873229.95,79609549.36,43708212.26,109007222.46,82177893.09,72084472.65,51369244.17,24482836.25,17418704.76,4061408.76,27634904.45,17805362.46,4245563.65,23623056.47,19624888.29,10499503.72,0.0
8,支付的各项税费,261090236.13,208537257.42,160772974.54,75068031.94,300869403.91,206113171.27,121692626.18,63569594.72,217204782.04,154280442.86,114854106.76,71569684.00,213123247.49,132036909.71,97233639.18,49331141.10,183125522.38,132666884.16,97203399.90,34861463.02,171311263.34,135534863.89,92701820.81,76677886.62,41879309.21,30716640.71,12693562.54,31675623.71,26102564.34,17588554.91,35640015.30,30713743.62,25437608.13,0.0
9,支付的其他与经营活动有关的现金,256114930.42,291324484.32,127403321.98,118610655.98,259753370.45,232947318.50,130120583.89,57742385.34,177530602.96,169689747.71,120746324.62,44675261.49,161561650.42,118019603.18,65171481.65,36757836.27,142739979.32,146906479.49,65240398.57,25359848.01,155395071.82,124286255.63,101773715.13,128105570.80,651343618.47,648929700.69,91842188.14,138311605.92,620393696.59,550766480.10,777915676.68,260062520.64,660296952.90,0.0
10,经营活动现金流出小计,5323202013.22,4250461984.80,2950619292.32,1484183850.04,5642246738.24,4581420214.27,3092198590.82,1625904261.16,5130083119.04,3934548426.75,2794822107.27,1591325576.69,3660457698.86,2657169140.46,1802083483.61,1028091187.06,3135024427.21,2471918166.51,1607741402.92,832516007.46,2923205392.50,2395134799.48,1941654016.56,2067028008.48,1254053242.46,1009295479.74,443530859.02,1196062642.84,1359025062.33,1063459721.39,1639345051.41,874714735.76,1069851456.40,0.0
11,经营活动产生的现金流量净额,555489677.06,219270998.96,156580452.99,267096300.20,-634819953.56,-656905909.17,-510349765.10,-210804432.34,-46682564.51,-277015043.25,-300973698.90,-308671592.55,445094432.39,181823752.30,118412946.28,-58730914.84,348401505.14,127577100.54,124319636.44,-42033328.91,315060795.58,222208655.14,227072059.73,-1913134.77,-31562741.95,-64787594.51,-104750192.35,-12606602.82,-184551879.57,-176068093.37,61700917.36,53132509.65,-24046739.33,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,收回投资所收到的现金,1749000000.00,1140000000.00,705000000.00,20000000.00,133000000.00,30000000.00,20000000.00,20000000.00,1336990000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,51800000.00,0,0,0,0,0,0,0,1800000.00,33300000.00,0,0.0
14,取得投资收益所收到的现金,15562452.05,10074349.32,6193253.43,74794.52,1303726.02,281013.70,272465.75,272465.75,12722087.64,9662395.97,0,0,3071798.62,0,0,0,0,0,0,0,0,0,19200000.00,9600000.00,0,0,0,0,0,0,0,792149.83,0,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,700835.36,655845.36,579645.36,87490.00,2842409.25,1465543.22,1377724.22,1120810.21,1682118.61,1099658.60,742348.60,695183.04,824109.00,256832.00,101964.00,74720.00,1268593.93,274120.93,261655.93,189094.93,5559468.35,520285.89,24563898.88,8860119.86,655129.08,269200.00,0,476582.76,178115736.01,177700976.01,381000.00,372264.05,509000.00,0.0
16,处置子公司及其他营业单位收到的现金净额,0.00,0,0,0,-1846.04,0,-1846.04,0,350000.00,350000.00,0,0,5086972.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
17,收到的其他与投资活动有关的现金,4856658.43,2141085.86,2141085.86,0,0,0,0,0,0,706490000.00,0,0,309000000.00,0,0,0,0,0,0,0,0,0,0,0,0,-20.00,0,0,0,0,0,29009.84,3821.06,0.0
18,投资活动现金流入小计,1770119945.84,1152871280.54,713913984.65,20162284.52,137144289.23,31746556.92,21648343.93,21393275.96,1351744206.25,717602054.57,742348.60,695183.04,317982879.73,256832.00,101964.00,74720.00,1268593.93,274120.93,261655.93,189094.93,5559468.35,520285.89,95563898.88,18460119.86,655129.08,269180.00,0,476582.76,178115736.01,177700976.01,2181000.00,34493423.72,512821.06,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,190856472.23,143815086.96,119440827.72,14189033.43,656614834.46,499491024.91,401645608.17,274382388.12,557791961.84,189161249.01,19145113.74,5561993.18,23976289.98,18450906.63,12967503.49,7245042.62,70120718.12,7709229.72,4030395.94,2529220.81,19551886.67,26044205.15,37199289.31,45802478.01,19666468.87,15075273.87,11136691.44,22638467.42,3197300.00,0,50797298.05,8090049.54,16635137.87,0.0
20,投资所支付的现金,1837150000.00,1439150000.00,1399150000.00,687250000.00,118000000.00,113000000.00,0,0,1083009112.38,0,0,0,0,0,0,0,31000000.00,31000000.00,0,5000000.00,69680.00,0,0,120000000.00,12000000.00,12000000.00,0,0,0,0,34978584.96,17810000.00,7400000.00,0.0
21,取得子公司及其他营业单位支付的现金净额,701180.00,2700000.00,0,639127.27,139721296.98,134533051.26,93977525.00,0,-1846.04,0,0,19000000.00,-54615401.24,-59715401.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
22,支付的其他与投资活动有关的现金,0,0,0,0,0,1846.04,0,0,0,759072172.24,110490000.00,0,609000000.00,309000000.00,0,0,0,0,0,0,1239000.00,0,209055.15,0,0,0,0,0,1216.00,0,0,0,0,0.0
23,投资活动现金流出小计,2028707652.23,1585665086.96,1518590827.72,702078160.70,914336131.44,747025922.21,495623133.17,274382388.12,1640799228.18,948233421.25,129635113.74,24561993.18,578360888.74,267735505.39,12967503.49,7245042.62,101120718.12,38709229.72,4030395.94,7529220.81,20860566.67,26044205.15,37408344.46,165802478.01,31666468.87,27075273.87,11136691.44,22638467.42,3198516.00,0,85775883.01,25900049.54,24035137.87,0.0
24,投资活动产生的现金流量净额,-258587706.39,-432793806.42,-804676843.07,-681915876.18,-777191842.21,-715279365.29,-473974789.24,-252989112.16,-289055021.93,-230631366.68,-128892765.14,-23866810.14,-260378009.01,-267478673.39,-12865539.49,-7170322.62,-99852124.19,-38435108.79,-3768740.01,-7340125.88,-15301098.32,-25523919.26,58155554.42,-147342358.15,-31011339.79,-26806093.87,-11136691.44,-22161884.66,174917220.01,177700976.01,-83594883.01,8593374.18,-23522316.81,0.0
25,三、筹资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,吸收投资收到的现金,0.00,0,0,0,5000000.00,5000000.00,0,0,80700000.00,24500000.00,0,0,583637200.00,588537200.00,4900000.00,0,0,0,0,5000000.00,0,0,0,24000000.00,0,0,0,0,0,0,4000000.00,0,0,0.0
27,其中：子公司吸收少数股东投资收到的现金,0.00,0,0,0,5000000.00,5000000.00,0,0,80700000.00,24500000.00,0,0,0,4900000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,取得借款收到的现金,1529434053.11,973119526.64,358992510.91,174729146.02,2122624807.69,1929232485.00,1100008000.00,428258200.00,641133500.00,638193500.00,338193500.00,338193500.00,127925000.00,127925000.00,17925000.00,17925000.00,777314000.00,577314000.00,227314000.00,57314000.00,397000000.00,71000000.00,185000000.00,415000000.00,112000000.00,112000000.00,91657500.00,205950000.00,50893870.00,14513870.00,52970000.00,100400000.00,112169395.00,0.0
29,发行债券收到的现金,0,0,0,0,690990000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
30,收到其他与筹资活动有关的现金,69108935.06,101992692.53,57286798.86,7281193.55,503798800.00,360635021.05,28910000.00,21000000.00,22660141.91,22660141.91,22660141.91,21660141.91,28037100.00,28328900.00,24000000.00,24000000.00,20459193.45,0,20459193.45,0,0,0,0,0,0,0,0,0,0,0,0,0,5015.51,0.0
31,筹资活动现金流入小计,1598542988.17,1075112219.17,416279309.77,182010339.57,3322413607.69,2294867506.05,1128918000.00,449258200.00,744493641.91,685353641.91,360853641.91,359853641.91,739599300.00,744791100.00,46825000.00,41925000.00,797773193.45,577314000.00,247773193.45,62314000.00,397000000.00,71000000.00,185000000.00,439000000.00,112000000.00,112000000.00,91657500.00,205950000.00,50893870.00,14513870.00,56970000.00,100400000.00,112174410.51,0.0
32,偿还债务支付的现金,1387804741.76,800488583.97,461361269.57,233952402.62,1490712935.00,1050198549.61,540311312.13,124538250.00,325455250.00,320455250.00,18455250.00,18455250.00,187925000.00,127925000.00,17925000.00,17925000.00,730000000.00,530000000.00,140000000.00,40000000.00,327000000.00,186000000.00,325000000.00,168000000.00,100339621.05,42339115.93,20370000.00,119978712.00,19015000.00,0,17466031.10,153369093.98,63970073.28,0.0
33,分配股利、利润或偿付利息所支付的现金,169308919.85,142223633.26,117622421.40,19148595.17,109257458.96,113020169.74,93879860.10,4844796.53,85238944.44,76111419.44,67690115.19,1901137.39,7068350.17,5701846.00,3709606.45,1947614.78,186979390.18,185205311.01,47220705.47,1957125.00,149343915.45,127322484.61,61201258.15,55500588.91,755200.00,4137216.36,1655857.27,5022751.14,1881488.37,0,3272458.63,8780098.54,5011638.76,0.0
34,其中：子公司支付给少数股东的股利、利润,0,0,0,0,0.00,0,0,0,4500000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
35,支付其他与筹资活动有关的现金,220288367.97,326261683.04,24883622.88,7452337.98,163286218.70,105739065.48,60482400.02,44000000.00,25500000.00,22000000.00,22000000.00,21000000.00,27181941.91,28372904.71,24124249.51,20000000.00,24000000.00,0,24000000.00,33509193.45,20459193.45,2314269.00,18267567.97,20723512.00,0,0,0,1785000.00,0,0,1018579.55,171.00,20000.00,0.0
36,筹资活动现金流出小计,1777402029.58,1268973900.27,603867313.85,260553335.77,1763256612.66,1268957784.83,694673572.25,173383046.53,436194194.44,418566669.44,108145365.19,41356387.39,222175292.08,161999750.71,45758855.96,39872614.78,940979390.18,715205311.01,211220705.47,75466318.45,496803108.90,315636753.61,404468826.12,244224100.91,101094821.05,46476332.29,22025857.27,126786463.14,20896488.37,0,21757069.28,162149363.52,69001712.04,0.0
37,筹资活动产生的现金流量净额,-178859041.41,-193861681.10,-187588004.08,-78542996.20,1559156995.03,1025909721.22,434244427.75,275875153.47,308299447.47,266786972.47,252708276.72,318497254.52,517424007.92,582791349.29,1066144.04,2052385.22,-143206196.73,-137891311.01,36552487.98,-13152318.45,-99803108.90,-244636753.61,-219468826.12,194775899.09,10905178.95,65523667.71,69631642.73,79163536.86,29997381.63,14513870.00,35212930.72,-61749363.52,43172698.47,0.0
38,四、汇率变动对现金及现金等价物的影响,-571033.25,-1498379.21,-1457953.65,-1783873.32,466190.45,-702339.10,-1559151.78,-545812.11,887417.78,1325397.72,1301745.98,427357.01,1133467.17,1428582.28,1026482.48,734189.65,-591471.80,-373964.17,-1532555.82,-960451.81,-597234.74,9584.29,0,1424.43,0,0,0,0,0,0,0,0,0,0.0
39,五、现金及现金等价物净增加额,117471896.01,-408882867.77,-837142347.81,-495146445.50,147611389.71,-346977892.34,-551639278.37,-188464203.14,-26550721.19,-239534039.74,-175856441.34,-13613791.16,703273898.47,498565010.48,107640033.31,-63114662.59,104751712.42,-49123283.43,155570828.59,-63486225.05,199359353.62,-47942433.44,65758788.03,45521830.60,-51668902.79,-26070020.67,-46255241.06,44395049.38,20362722.07,16146752.64,13318965.07,-23479.69,-4396357.67,0.0
40,加:期初现金及现金等价物余额,1417349628.16,1417349628.16,1417349628.16,1417349628.16,1269738238.45,1269738238.45,1269738238.45,1269738238.45,1296288959.64,1296288959.64,1296288959.64,1297288959.64,593015061.17,593015061.17,593015061.17,593015061.17,488263348.75,508722542.20,488263348.75,508722542.20,288903995.13,336846428.57,271087640.54,225565809.94,100344702.58,100344702.58,100344702.58,53614653.20,48676061.49,48676061.49,35357096.42,35380576.11,39776933.78,0.0
