,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20111231,20101231,20091231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,3159732619.71,2112009339.27,958393407.40,4183333521.09,3188920916.51,2056978514.11,915886726.51,3778592340.02,2818285264.39,1894863438.46,827236309.85,2999518206.95,2165972611.84,1432372930.59,563403839.82,2305772602.99,1686784391.32,1120574839.09,397839908.00,1772179721.30,1310927333.83,872575815.65,303673760.82,1736087423.96,1253161000.00,852924854.24,318604805.38,1406848460.58,989888400.00,1383728851.52,1104729628.06,957092355.74,0.0
3,收到的税费返还,0.00,0,0,0,0,0,0,0,0.00,0.00,0,338000.00,338000.00,0.00,0,280000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432946.11,0,0.0
4,收到的其他与经营活动有关的现金,98819083.65,63940350.52,45424009.61,104948065.78,69577734.74,51150953.91,26718174.57,103443824.48,115245827.35,34385400.35,30202928.72,93825275.35,110144614.08,39407826.12,26559434.27,111952927.85,64026833.93,39939469.66,14724899.97,61587497.88,65365053.86,40676265.40,10717104.86,40675441.92,45507500.00,29760062.67,9600228.97,73185075.94,54420200.00,28634187.09,36500678.64,79088351.67,0.0
5,经营活动现金流入小计,3258551703.36,2175949689.79,1003817417.01,4288281586.87,3258498651.25,2108129468.02,942604901.08,3882036164.50,2933531091.74,1929248838.81,857439238.57,3093681482.30,2276455225.92,1471780756.71,589963274.09,2418005530.84,1750811225.25,1160514308.75,412564807.97,1833767219.18,1376292387.69,913252081.05,314390865.68,1776762865.88,1298668500.00,882684916.91,328205034.35,1480033536.52,1044308600.00,1412363038.61,1141663252.81,1036180707.41,0.0
6,购买商品、接受劳务支付的现金,1543822941.22,921796295.06,470399597.14,2202038068.00,1491295887.55,879320299.90,431508879.71,1790631256.63,1256269739.35,756553755.68,368113151.54,1397654192.53,939829050.87,531003300.02,260444445.96,1061538784.41,724386555.40,435945008.41,209221759.98,921573692.42,625142471.87,385919442.85,164095262.98,744639379.61,494250400.00,308861882.62,138760515.75,681315332.60,468628600.00,714834825.01,572905894.92,455666598.35,0.0
7,支付给职工以及为职工支付的现金,717813775.29,485573506.31,255900152.88,846185671.70,626109661.88,417088593.32,215016885.93,711089203.32,532078094.68,358155395.27,178644974.54,601301673.13,446738595.51,293481899.63,147200704.29,508027147.85,371837929.92,241765392.19,128092545.07,394783090.01,302073175.98,198824709.91,105822908.34,326974218.48,253510300.00,171249996.94,87187780.93,296802747.90,226694400.00,240175749.96,178791187.00,146975510.16,0.0
8,支付的各项税费,191558336.77,138679675.95,70269521.70,310965456.27,244133261.64,181540030.66,108844596.39,214714609.34,167573052.66,117717157.98,61666046.67,174118841.92,134699934.60,94708716.24,44832088.28,124317147.94,99598662.57,65480097.25,37369448.69,125008171.95,97159078.82,68955119.66,42265912.72,107397992.83,82260500.00,53874250.75,28306190.80,84973209.59,63540800.00,87181517.11,65922538.77,52895444.82,0.0
9,支付的其他与经营活动有关的现金,588376784.68,395271951.27,193648094.03,724191123.94,560264179.59,383869062.98,206959716.99,596209972.44,433534986.18,279852593.26,145131676.42,473897526.61,352987364.87,225410826.73,117938762.66,417343787.03,348071520.59,199254808.92,99763070.95,345407262.93,263665892.67,170606465.97,84201931.81,283392769.24,207709200.00,133309793.33,84284777.05,236431907.91,165973500.00,256995470.74,223142361.03,207270298.85,0.0
10,经营活动现金流出小计,3041571837.96,1941321428.59,990217365.75,4083380319.91,2921802990.66,1861817986.86,962330079.02,3312645041.73,2389455872.87,1512278902.19,753555849.17,2646972234.19,1874254945.85,1144604742.62,570416001.19,2111226867.23,1543894668.48,942445306.77,474446824.69,1786772217.31,1288040619.34,824305738.39,396386015.85,1462404360.16,1037730400.00,667295923.64,338539264.53,1299523198.00,924837400.00,1299187562.82,1040761981.72,862807852.18,0.0
11,经营活动产生的现金流量净额,216979865.40,234628261.20,13600051.26,204901266.96,336695660.59,246311481.16,-19725177.94,569391122.77,544075218.87,416969936.62,103883389.40,446709248.11,402200280.07,327176014.09,19547272.90,306778663.61,206916556.77,218069001.98,-61882016.72,46995001.87,88251768.35,88946342.66,-81995150.17,314358505.72,260938100.00,215388993.27,-10334230.18,180510338.52,119471200.00,113175475.79,100901271.09,173372855.23,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,收回投资所收到的现金,1897198032.19,1158204000.00,309244000.00,2987695384.00,1872495384.00,1348695844.00,415445384.00,2526704000.00,1478704000.00,769704000.00,233704000.00,1667000000.00,827000000.00,720000000.00,269000000.00,3143000000.00,2407000000.00,1210000000.00,50000000.00,1810000000.00,900000000.00,300000000.00,0,0,0,0,0,0,0,0,0,0,0.0
14,取得投资收益所收到的现金,12311833.96,6570488.78,1434098.85,22457389.70,11408022.45,8352586.55,2194903.80,21271839.77,11258998.93,3576514.01,587161.64,30501976.66,15567695.85,13106997.24,2230873.96,24595163.27,17923632.89,11011632.88,47194.52,21427890.41,9287191.78,2052739.73,0,0,0,0,0,0,0,0,0,0,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,85309.00,61209.00,26200.00,707564.02,110181.53,103270.53,74987.56,42035.92,2379.25,10865.00,0.00,88894.00,71479.00,40179.00,9679.00,4076015.75,183813.71,176488.71,29618.71,86503.28,44293.28,10818.68,5430.00,282656.67,279700.00,255969.94,479.94,130567.61,98500.00,141596.28,251786.82,1750.00,0.0
16,处置子公司及其他营业单位收到的现金净额,0.00,0.00,0.00,2607105.45,2607105.45,0,0,0,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
17,收到的其他与投资活动有关的现金,0.00,0.00,0.00,0.00,0.00,0,0,8380000.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
18,投资活动现金流入小计,1909595175.15,1164835697.78,310704298.85,3013467443.17,1886620693.43,1357151701.08,417715275.36,2556397875.69,1489965378.18,773291379.01,234291161.64,1697590870.66,842639174.85,733147176.24,271240552.96,3171671179.02,2425107446.60,1221188121.59,50076813.23,1831514393.69,909331485.06,302063558.41,5430.00,282656.67,279700.00,255969.94,479.94,130567.61,98500.00,141596.28,251786.82,1750.00,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,39118843.84,18068663.92,7523603.82,81621823.75,52596813.03,38402186.66,23235517.14,340766229.88,299912511.01,24586115.35,19472754.23,45212746.47,23405836.51,15608632.78,10466370.58,106823927.43,93127717.91,72123431.78,48439720.77,116816462.32,87236648.26,45796255.01,16557334.02,34579395.03,24471900.00,12037112.76,5305950.53,86364242.49,81544800.00,22369394.68,11076782.43,17521761.95,0.0
20,投资所支付的现金,2121290000.00,1658570000.00,798190000.00,2907000000.00,2424800000.00,1518000000.00,947625600.00,2482000015.20,2016500000.00,1370840900.00,950000000.00,1630000000.00,1582867500.00,1361867500.00,747000000.00,3192934380.00,2828868380.00,1780604080.00,430000000.00,2110000000.00,1280000000.00,1100000000.00,0,0,0,0,0,0,0,0,3851809.50,0,0.0
21,取得子公司及其他营业单位支付的现金净额,45121795.20,44623750.00,41253600.00,198251429.20,297624449.20,297129990.00,125484000.00,101353447.49,0.00,0.00,0,54028180.44,54028180.44,-535697.50,0,100933870.38,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
22,支付的其他与投资活动有关的现金,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0,0.00,0,14761.55,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
23,投资活动现金流出小计,2205530639.04,1721262413.92,846967203.82,3186873252.95,2775021262.23,1853532176.66,1096345117.14,2924119692.57,2316412511.01,1395427015.35,969472754.23,1729240926.91,1660301516.95,1376940435.28,757466370.58,3400706939.36,2921996097.91,1852727511.78,478439720.77,2226816462.32,1367236648.26,1145796255.01,16557334.02,34579395.03,24471900.00,12037112.76,5305950.53,86364242.49,81544800.00,22369394.68,14928591.93,17521761.95,0.0
24,投资活动产生的现金流量净额,-295935463.89,-556426716.14,-536262904.97,-173405809.78,-888400568.80,-496380475.58,-678629841.78,-367721816.88,-826447132.83,-622135636.34,-735181592.59,-31650056.25,-817662342.10,-643793259.04,-486225817.62,-229035760.34,-496888651.31,-631539390.19,-428362907.54,-395302068.63,-457905163.20,-843732696.60,-16551904.02,-34296738.36,-24192100.00,-11781142.82,-5305470.59,-86233674.88,-81446300.00,-22227798.40,-14676805.11,-17520011.95,0.0
25,三、筹资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,吸收投资收到的现金,0,0,0,0,0,0,0,225979971.30,0.00,0.00,0,59857843.00,59857843.00,0.00,0,0.00,4750000.00,3700000.00,0,474138196.24,474138196.24,474138196.24,474138196.24,0,0,0,0,0,0,0,0,0,0.0
27,其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,980000.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,取得借款收到的现金,0.00,0.00,0,20090442.78,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
29,发行债券收到的现金,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
30,收到其他与筹资活动有关的现金,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
31,筹资活动现金流入小计,0.00,0.00,0.00,20090442.78,0.00,0.00,0.00,225979971.30,0.00,0.00,0.00,59857843.00,59857843.00,0.00,0.00,0.00,4750000.00,3700000.00,0.00,474138196.24,474138196.24,474138196.24,474138196.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0
32,偿还债务支付的现金,0,0,0,0,0,0,0,0,0.00,0.00,0.00,20000000.00,20000000.00,20000000.00,20000000.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
33,分配股利、利润或偿付利息所支付的现金,256713937.61,256323155.23,0.00,323754249.60,312295711.02,310778393.72,0,228998157.44,216323194.24,214803621.33,0.00,103727153.66,103063030.60,99031777.73,101040.15,118641682.27,73437021.54,73437021.54,0,62420238.00,62420238.00,62420238.00,0,37266400.00,37266400.00,37266400.00,0,34244800.00,34244800.00,20172800.00,30187200.00,0,0.0
34,其中：子公司支付给少数股东的股利、利润,25579161.06,25187039.47,0.00,35394385.50,21745590.87,21745590.87,0,26521072.64,0.00,0.00,0,3739285.96,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
35,支付其他与筹资活动有关的现金,5265070.06,135238.40,0.00,119380352.51,3637397.86,2351248.09,0,8817295.98,71477682.00,66610382.00,66610382.00,31267500.00,0,0.00,0,0.00,0.00,0.00,0,8041507.48,8041507.48,8041507.48,321507.48,0,0,0,0,0,0,0,0,0,0.0
36,筹资活动现金流出小计,261979007.67,256458393.63,0.00,443134602.11,315933108.88,313129641.81,0.00,237815453.42,287800876.24,281414003.33,66610382.00,154994653.66,123063030.60,119031777.73,20101040.15,118641682.27,73437021.54,73437021.54,0.00,70461745.48,70461745.48,70461745.48,321507.48,37266400.00,37266400.00,37266400.00,0.00,34244800.00,34244800.00,20172800.00,30187200.00,0.00,0.0
37,筹资活动产生的现金流量净额,-261979007.67,-256458393.63,0.00,-423044159.33,-315933108.88,-313129641.81,0.00,-11835482.12,-287800876.24,-281414003.33,-66610382.00,-95136810.66,-63205187.60,-119031777.73,-20101040.15,-118641682.27,-68687021.54,-69737021.54,0.00,403676450.76,403676450.76,403676450.76,473816688.76,-37266400.00,-37266400.00,-37266400.00,0.00,-34244800.00,-34244800.00,-20172800.00,-30187200.00,0.00,0.0
38,四、汇率变动对现金及现金等价物的影响,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
39,五、现金及现金等价物净增加额,-340934606.16,-578256848.57,-522662853.71,-391548702.15,-867638017.09,-563198636.23,-698355019.72,189833823.77,-570172790.20,-486579703.05,-697908585.19,319922381.20,-478667249.63,-435649022.68,-486779584.87,-40898779.00,-358659116.08,-483207409.75,-490244924.26,55369384.00,34023055.91,-351109903.18,375269634.57,242795367.36,199479600.00,166341450.45,-15639700.77,60031863.64,3780000.00,70774877.39,56037265.98,155852843.28,0.0
40,加:期初现金及现金等价物余额,830031911.22,830031911.22,830031911.22,1221580613.37,1221580613.37,1221580613.37,1221580613.37,1031746789.60,1031746789.60,1031746789.60,1031746789.60,711824408.40,711824408.40,711824408.40,711824408.40,752723187.40,752723187.40,752723187.40,752723187.40,697353803.40,697353803.40,697353803.40,697353803.40,454558436.04,454558400.00,454558436.04,454558436.04,394526572.40,394526600.00,323751695.01,267714429.03,111861585.75,0.0
41,六、期末现金及现金等价物余额,489097305.06,251775062.65,307369057.51,830031911.22,353942596.28,658381977.14,523225593.65,1221580613.37,461573999.40,545167086.55,333838204.41,1031746789.60,233157158.77,276175385.72,225044823.53,711824408.40,394064071.32,269515777.65,262478263.14,752723187.40,731376859.31,346243900.22,1072623437.97,697353803.40,654038000.00,620899886.49,438918735.27,454558436.04,398306600.00,394526572.40,323751695.01,267714429.03,0.0
42,附注,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,净利润,0,-39763832.23,0,307873758.52,0,44528367.57,0,272919584.09,0,15473709.35,0,203133690.89,0,-3995767.21,0,115710645.11,0,-14389609.40,0,116304815.95,0,19667206.82,0,105606580.11,0,17106779.52,0,73233630.62,0,69969226.68,39168845.42,35377700.00,0.0
44,少数股东权益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
45,未确认的投资损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
46,资产减值准备,0,9308309.33,0,23030280.69,0,6553862.38,0,8513609.44,0,2955477.47,0,8674540.79,0,831070.19,0,-2343977.19,0,-12187.66,0,7554093.66,0,2523143.01,0,13047994.91,0,4036069.31,0,5074776.86,0,6021299.45,2166308.96,3119400.00,0.0
47,固定资产折旧、油气资产折耗、生产性物资折旧,0,15134027.96,0,30276599.18,0,15186290.18,0,26486036.97,0,12654044.39,0,23024468.94,0,11274983.74,0,19703040.76,0,9637060.48,0,18784319.15,0,9283305.63,0,17867713.42,0,8814413.97,0,17461763.36,0,16518119.13,16016031.20,14173500.00,0.0
48,无形资产摊销,0,5018708.95,0,10211662.91,0,5690926.04,0,10256152.67,0,5124783.14,0,8878746.72,0,4304357.79,0,7385381.44,0,3637155.82,0,6449267.89,0,3097039.35,0,4836195.93,0,1766307.47,0,2835420.28,0,756715.86,611287.59,645200.00,0.0
49,长期待摊费用摊销,0,14820009.71,0,22638309.94,0,6540264.74,0,13447220.47,0,6496690.99,0,19060069.69,0,6155188.29,0,11471436.91,0,5335421.12,0,10050093.72,0,5126324.44,0,7164300.99,0,2281312.63,0,5455274.97,0,7384433.19,11841288.48,11924200.00,0.0
50,待摊费用的减少,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
51,预提费用的增加,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
52,处置固定资产、无形资产和其他长期资产的损失,0,0,0,0,0,0,0,69251.01,0,264097.69,0,149577.31,0,14713.38,0,-83070.69,0,0,0,85776.42,0,0,0,91936.31,0,57292.57,0,126316.95,0,-9546.29,-4394.03,7000.00,0.0
53,固定资产报废损失,0,82710.58,0,168188.29,0,106682.99,0,449046.20,0,7678.95,0,0,0,16743.53,0,15422933.30,0,189790.76,0,0,0,10159.62,0,37877.10,0,5607.88,0,1805.40,0,29759.29,20539.07,51000.00,0.0
54,公允价值变动损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
55,递延收益增加（减：减少）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
56,预计负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
57,财务费用,0,2952946.39,0,7941623.95,0,4435938.17,0,17130.44,0,0,0,115486.89,0,135823.31,0,159862.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.0
