,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20141231,20140630,20131231,20121231,20111231,20101231,20091231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,517898741.77,1545890857.55,1036291812.66,888266463.27,313080377.39,877176638.10,420282958.95,291403919.37,168515109.98,427752494.95,722846623.76,475594683.89,250852831.91,877296918.87,621657896.90,407113412.39,196017255.63,680824573.73,496695348.59,647163354.47,312549509.73,542238536.75,452574372.38,412805420.57,366085455.54,233992750.33,0.0
3,收到的税费返还,575718.05,3390495.49,3329077.85,1442213.61,1442213.61,226295.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167284.67,0,0.0
4,收到的其他与经营活动有关的现金,27413672.76,48544805.19,58902636.54,34128404.69,973027.35,39310009.99,33558514.75,2710144.88,50039.14,6488018.31,1464670.82,1127342.20,1871035.02,2081442.74,838679.16,680043.12,1255867.30,973801.55,261453.44,2165280.30,846000.62,1977752.01,878473.30,2469623.07,3138901.97,805632.76,0.0
5,经营活动现金流入小计,545888132.58,1597826158.23,1098523527.05,923837081.57,315495618.35,916712943.32,453841473.70,294114064.25,168565149.12,434240513.26,724311294.58,476722026.09,252723866.93,879378361.61,622496576.06,407793455.51,197273122.93,681798375.28,496956802.03,649328634.77,313395510.35,544216288.76,453452845.68,415275043.64,369391642.18,234798383.09,0.0
6,购买商品、接受劳务支付的现金,381927218.19,1141076514.12,791880642.67,634415079.68,233792932.24,718735067.90,295720727.58,193730109.37,140913039.61,276376490.17,625502923.56,430146824.90,241910550.43,709228103.80,480995711.28,316987919.34,158001103.75,545230146.28,412028976.70,526991741.66,259870777.02,473423024.12,359783859.26,333920566.55,316419182.87,206300052.23,0.0
7,支付给职工以及为职工支付的现金,23726725.20,92219850.52,64779992.27,44532597.62,20502624.84,54377023.08,34854612.56,23683518.96,9886677.13,40486117.17,29953024.17,19296146.63,9699255.73,35507390.15,26179567.87,17099254.18,8468744.29,30625664.13,23069436.72,26358751.26,14157697.98,20291007.24,14024588.70,11244747.40,7500243.05,5697116.81,0.0
8,支付的各项税费,31084788.46,68581211.08,72431930.58,49736713.35,16510360.61,41188181.25,28564586.95,20444265.20,9314179.11,37617698.93,28642118.35,18171923.85,9462969.23,41198965.17,30210742.01,22956686.30,10158162.67,30082589.45,20699473.23,25927606.73,12163128.71,23592830.49,20793190.76,23218996.47,14177207.95,8557773.88,0.0
9,支付的其他与经营活动有关的现金,33270976.18,108100135.26,64236356.10,57056270.55,24255488.46,71986156.00,45061255.04,22930117.95,15626785.00,46167078.65,39813533.02,25484321.85,12992250.84,48775146.10,27166943.26,17733568.48,14926410.37,30339412.29,24113622.58,21699018.37,12063033.09,23777381.57,18251983.56,13994093.73,14890382.81,12104326.01,0.0
10,经营活动现金流出小计,470009708.03,1409977710.98,993328921.62,785740661.20,295061406.15,886286428.23,404201182.13,260788011.48,175740680.85,400647384.92,723911599.10,493099217.23,274065026.23,834709605.22,564552964.42,374777428.30,191554421.08,636277812.15,479911509.23,600977118.02,298254636.80,541084243.42,412853622.28,382378404.15,352987016.68,232659268.93,0.0
11,经营活动产生的现金流量净额,75878424.55,187848447.25,105194605.43,138096420.37,20434212.20,30426515.09,49640291.57,33326052.77,-7175531.73,33593128.34,399695.48,-16377191.14,-21341159.30,44668756.39,57943611.64,33016027.21,5718701.85,45520563.13,17045292.80,48351516.75,15140873.55,3132045.34,40599223.40,32896639.49,16404625.50,2139114.16,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,收回投资所收到的现金,0,10000000.00,45000000.00,10000000.00,10000000.00,163230877.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83844.07,2200000.00,0.0
14,取得投资收益所收到的现金,0,0,916783.79,0,515804.74,15320878.82,11992800.00,0,767740.98,0,1680565.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
