,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180331,20171231,20161231,20120630,20111231,20101231,20091231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,1709616702.68,1233159319.06,815479371.27,0,1572967229.09,1135606886.98,0,1422484503.04,874954930.70,145981234.52,235410443.79,163527340.37,126370148.46,0.0
3,收到的税费返还,0,0,0,0,11028599.03,11028599.03,0,0,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,61467932.99,64736840.49,32086168.87,0,130352699.43,103452498.37,0,56693429.08,52039577.02,3378809.59,10497619.29,9489504.45,10047752.61,0.0
5,经营活动现金流入小计,1771084635.67,1297896159.55,847565540.14,0,1714348527.55,1250087984.38,0,1479177932.12,926994507.72,149360044.11,245908063.08,173016844.82,136417901.07,0.0
6,购买商品、接受劳务支付的现金,362645658.93,207799588.97,165109699.92,0,293685356.71,220837026.96,0,231715003.59,72738223.03,14115272.91,41934912.52,36723261.27,22821708.71,0.0
7,支付给职工以及为职工支付的现金,318582285.68,244781840.89,149529571.77,0,242971692.44,188697776.08,0,187078452.26,105132386.91,16839589.46,25125855.71,22081870.70,16207994.56,0.0
8,支付的各项税费,139037027.41,135500011.47,88314409.93,0,197912097.41,140432131.83,0,178271573.03,96077772.58,25336526.51,35079280.81,16175324.12,14859486.94,0.0
9,支付的其他与经营活动有关的现金,601908783.53,509113035.54,312701010.15,0,588492175.65,444475149.90,0,530850192.61,390435201.43,37214646.47,51503825.86,36896795.83,28376908.30,0.0
10,经营活动现金流出小计,1422173755.55,1097194476.87,715654691.77,0,1323061322.21,994442084.77,0,1127915221.49,664383583.95,93506035.35,153643874.90,111877251.92,82266098.51,0.0
11,经营活动产生的现金流量净额,348910880.12,200701682.68,131910848.37,4031300.00,391287205.34,255645899.61,10102300.00,351262710.63,262610923.77,55854008.76,92264188.18,61139592.90,54151802.56,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,,,
13,收回投资所收到的现金,1619112656.54,1593531212.68,1359503712.68,0,975531210.00,975531209.73,0,1357945047.30,144500000.00,0,0,0,0,0.0
14,取得投资收益所收到的现金,88292847.22,40939407.41,37323960.91,0,78034428.04,35867825.89,0,77267423.95,38950453.61,0,0,0,0,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,489521.69,176030.00,175910.00,0,1337128.96,720.00,0,901072.96,64160.49,0,0,0,30000.00,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,6564844.77,0,0,0,0,0,0.0
17,收到的其他与投资活动有关的现金,71573253.95,80537339.37,71573253.95,0,0,0,0,0,0,0,8465564.25,114783735.84,69910600.00,0.0
18,投资活动现金流入小计,1779468279.40,1715183989.46,1468576837.54,0,1054902767.00,1011399755.62,0,1442678388.98,183514614.10,0.00,8465564.25,114783735.84,69940600.00,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,399299533.32,253207701.48,228609093.43,0,151874415.44,96070200.93,0,134711223.54,75666103.37,47831335.58,38741604.51,47398610.84,21866334.67,0.0
20,投资所支付的现金,2387241503.36,1542116809.80,1306475220.00,0,1597434800.73,1316956511.67,0,1055731210.00,1380812805.89,0,0,0,0,0.0
21,取得子公司及其他营业单位支付的现金净额,106087062.59,107659912.99,82887062.59,0,74245620.91,74637020.91,0,296012564.32,246401010.78,0,0,7085423.28,0,0.0
22,支付的其他与投资活动有关的现金,22580280.42,6733500.00,6733500.00,0,25990955.44,23921128.39,0,112813400.01,0,0,627000.00,82800000.00,83982000.00,0.0
23,投资活动现金流出小计,2915208379.69,1909717924.27,1624704876.02,0,1849545792.52,1511584861.90,0,1599268397.87,1702879920.04,47831335.58,39368604.51,137284034.12,105848334.67,0.0
24,投资活动产生的现金流量净额,-1135740100.29,-194533934.81,-156128038.48,0,-794643025.52,-500185106.28,0,-156590008.89,-1519365305.94,-47831335.58,-30903040.26,-22500298.28,-35907734.67,0.0
25,三、筹资活动产生的现金流量,,,,,,,,,,,,,,
26,吸收投资收到的现金,1539056886.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0
27,其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,取得借款收到的现金,52884598.32,48116826.69,24629265.85,0,40364325.40,19817002.44,0,18501031.89,5204325.00,0,20000000.00,0,0,0.0
29,发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
30,收到其他与筹资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
31,筹资活动现金流入小计,1591941484.32,48116826.69,24629265.85,0,40364325.40,19817002.44,0,18501031.89,5204325.00,0.00,20000000.00,0.00,0.00,0.0
32,偿还债务支付的现金,79514578.14,26931979.60,24392427.42,0,42277921.00,29539679.61,0,27087573.75,4844000.00,0,20000000.00,0,0,0.0
33,分配股利、利润或偿付利息所支付的现金,92839164.21,82114786.05,81350315.17,0,82205136.39,80979265.35,0,87889450.34,58780023.65,0,1252247.51,0,0,0.0
34,其中：子公司支付给少数股东的股利、利润,8342668.67,0,0,0,0,0,0,0,0,0,0,0,0,0.0
35,支付其他与筹资活动有关的现金,27041479.85,13435678.55,10983221.31,0,1210560.00,1210560.00,0,0,0,0,0,0,0,0.0
36,筹资活动现金流出小计,199395222.20,122482444.20,116725963.90,0,125693617.39,111729504.96,0,114977024.09,63624023.65,0.00,21252247.51,0.00,0.00,0.0
37,筹资活动产生的现金流量净额,1392546262.12,-74365617.51,-92096698.05,0,-85329291.99,-91912502.52,0,-96475992.20,-58419698.65,0.00,-1252247.51,0.00,0.00,0.0
