,报表日期,20190930,20190630,20181231,20180930,20180630,20171231,20161231,20151231,19700101
0,单位,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,
2,销售商品、提供劳务收到的现金,329582354.06,216441761.84,439098479.32,350431752.38,266221316.77,343170997.88,270959085.17,214126964.13,0.0
3,收到的税费返还,16911808.69,10587199.53,25388958.35,12766503.90,10309996.32,20715003.39,13717143.40,14683748.94,0.0
4,收到的其他与经营活动有关的现金,8334938.16,1640548.32,3403761.30,1451765.15,514953.06,1537120.05,1358304.12,3064247.39,0.0
5,经营活动现金流入小计,354829100.91,228669509.69,467891198.97,364650021.43,277046266.15,365423121.32,286034532.69,231874960.46,0.0
6,购买商品、接受劳务支付的现金,165503414.99,111060867.79,246065498.90,188272435.25,130439346.17,223770409.42,151451060.29,121258874.34,0.0
7,支付给职工以及为职工支付的现金,65960976.98,46153732.95,76256099.39,61776054.88,41356722.69,67162590.97,52310177.24,38418812.72,0.0
8,支付的各项税费,26616206.75,17081962.96,51153774.78,39515347.94,24534747.36,26182287.81,24659583.08,21176832.00,0.0
9,支付的其他与经营活动有关的现金,13384027.39,8768972.99,19885707.95,13551746.45,8541860.29,17622111.96,14171596.81,16276700.84,0.0
10,经营活动现金流出小计,271464626.11,183065536.69,393361081.02,303115584.52,204872676.51,334737400.16,242592417.42,197131219.90,0.0
11,经营活动产生的现金流量净额,83364474.80,45603973.00,74530117.95,61534436.91,72173589.64,30685721.16,43442115.27,34743740.56,0.0
12,二、投资活动产生的现金流量,,,,,,,,,
13,收回投资所收到的现金,0,0,0,0,0,0,0,0,0.0
14,取得投资收益所收到的现金,191266.00,171100.82,360104.42,360104.42,354626.34,162852.93,188835.32,725397.07,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,100000.00,0,0,0,0,153500.00,0,0,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,-567593.12,0,0,0.0
17,收到的其他与投资活动有关的现金,20456958.17,13488140.18,32766795.78,31704335.81,29801479.89,55280778.64,43855441.27,234261641.65,0.0
18,投资活动现金流入小计,20748224.17,13659241.00,33126900.20,32064440.23,30156106.23,55029538.45,44044276.59,234987038.72,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,7782011.26,4514879.17,13536544.82,5938808.23,6611101.75,20880275.77,37125646.84,49671155.69,0.0
20,投资所支付的现金,0,0,0,0,0,0,7650000.00,0,0.0
21,取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,59350000.00,0.0
22,支付的其他与投资活动有关的现金,70547269.45,10562038.05,102377907.36,93744103.00,89131650.00,16200000.00,61171304.00,144147856.00,0.0
23,投资活动现金流出小计,78329280.71,15076917.22,115914452.18,99682911.23,95742751.75,37080275.77,105946950.84,253169011.69,0.0
24,投资活动产生的现金流量净额,-57581056.54,-1417676.22,-82787551.98,-67618471.00,-65586645.52,17949262.68,-61902674.25,-18181972.97,0.0
25,三、筹资活动产生的现金流量,,,,,,,,,
26,吸收投资收到的现金,0,0,0,0,0,0,0,40000000.00,0.0
27,其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0,0.0
28,取得借款收到的现金,54627635.00,54011000.00,30541240.00,30685865.00,29443870.00,20000000.00,22999774.61,0,0.0
29,发行债券收到的现金,0,0,0,0,0,0,0,0,0.0
30,收到其他与筹资活动有关的现金,0,0,0,0,0,0,0,4615198.80,0.0
31,筹资活动现金流入小计,54627635.00,54011000.00,30541240.00,30685865.00,29443870.00,20000000.00,22999774.61,44615198.80,0.0
32,偿还债务支付的现金,57642885.00,56801890.00,20000000.00,20000000.00,20000000.00,19999774.61,3000000.00,0,0.0
33,分配股利、利润或偿付利息所支付的现金,36587164.30,36469453.31,23587929.19,23278316.12,19562044.86,1205434.63,11692822.73,48840000.00,0.0
34,其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0,0,0,0.0
35,支付其他与筹资活动有关的现金,928564.58,928564.58,3351009.97,2843847.69,896226.41,1014957.25,5394640.34,0,0.0
36,筹资活动现金流出小计,95158613.88,94199907.89,46938939.16,46122163.81,40458271.27,22220166.49,20087463.07,48840000.00,0.0
37,筹资活动产生的现金流量净额,-40530978.88,-40188907.89,-16397699.16,-15436298.81,-11014401.27,-2220166.49,2912311.54,-4224801.20,0.0
38,四、汇率变动对现金及现金等价物的影响,4344524.08,881372.59,7880446.39,5594713.84,1814701.01,-2766281.39,3828929.57,2045943.49,0.0
39,五、现金及现金等价物净增加额,-10403036.55,4878761.48,-16774686.80,-15925619.06,-2612756.14,43648535.96,-11719317.87,14382909.88,0.0
40,加:期初现金及现金等价物余额,38166168.15,38166168.15,54940854.95,54940854.96,54940854.95,11292318.99,23011636.86,8628726.98,0.0
41,六、期末现金及现金等价物余额,27763131.60,43044929.63,38166168.15,39015235.90,52328098.81,54940854.95,11292318.99,23011636.86,0.0
42,附注,,,,,,,,,
43,净利润,0,51246446.22,106087723.50,0,0,0,0,0,0.0
44,少数股东权益,0,0,0,0,0,0,0,0,0.0
45,未确认的投资损失,0,0,0,0,0,0,0,0,0.0
46,资产减值准备,0,2933762.41,1354464.38,0,0,0,0,0,0.0
47,固定资产折旧、油气资产折耗、生产性物资折旧,0,3606549.22,6618411.90,0,0,0,0,0,0.0
48,无形资产摊销,0,153324.56,284314.59,0,0,0,0,0,0.0
49,长期待摊费用摊销,0,1754390.36,3473021.90,0,0,0,0,0,0.0
50,待摊费用的减少,0,0,0,0,0,0,0,0,0.0
51,预提费用的增加,0,0,0,0,0,0,0,0,0.0
52,处置固定资产、无形资产和其他长期资产的损失,0,0,0,0,0,0,0,0,0.0
53,固定资产报废损失,0,302.60,9864.42,0,0,0,0,0,0.0
54,公允价值变动损失,0,1977.24,203000.00,0,0,0,0,0,0.0
55,递延收益增加（减：减少）,0,0,0,0,0,0,0,0,0.0
56,预计负债,0,0,0,0,0,0,0,0,0.0
57,财务费用,0,-1058371.63,-4728945.56,0,0,0,0,0,0.0
58,投资损失,0,-171100.82,-360104.42,0,0,0,0,0,0.0
59,递延所得税资产减少,0,2069473.11,-2280969.85,0,0,0,0,0,0.0
60,递延所得税负债增加,0,0,0,0,0,0,0,0,0.0
61,存货的减少,0,15225119.97,-12487648.71,0,0,0,0,0,0.0
62,经营性应收项目的减少,0,-31361.68,-52196218.32,0,0,0,0,0,0.0
63,经营性应付项目的增加,0,-31134335.34,26077932.19,0,0,0,0,0,0.0
64,已完工尚未结算款的减少(减:增加),0,0,0,0,0,0,0,0,0.0
65,已结算尚未完工款的增加(减:减少),0,0,0,0,0,0,0,0,0.0
66,其他,0,1007796.78,2475271.93,0,0,0,0,0,0.0
67,经营活动产生现金流量净额,0,45603973.00,74530117.95,0,0,0,0,0,0.0
68,债务转为资本,0,0,0,0,0,0,0,0,0.0
69,一年内到期的可转换公司债券,0,0,0,0,0,0,0,0,0.0
70,融资租入固定资产,0,0,0,0,0,0,0,0,0.0
71,现金的期末余额,0,43044929.63,38166168.15,0,0,0,0,0,0.0
72,现金的期初余额,0,38166168.15,54940854.95,0,0,0,0,0,0.0
73,现金等价物的期末余额,0,0,0,0,0,0,0,0,0.0
74,现金等价物的期初余额,0,0,0,0,0,0,0,0,0.0
75,现金及现金等价物的净增加额,0,4878761.48,-16774686.80,0,0,0,0,0,0.0
