,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160630,20151231,20150331,20141231,20131231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,1020748586.30,655370734.29,297489188.19,1278542744.56,882796384.62,535373056.10,272391032.88,1107972760.78,737287636.20,412769605.61,221950799.44,1184920166.99,546512107.52,337361391.77,29603500.39,200258040.09,187558807.74,0.0
3,收到的税费返还,81367262.35,30956191.84,1646160.04,68046205.69,65163321.44,24134331.63,5980445.31,43445785.81,38973924.31,34906366.46,2564084.21,26868843.03,3202175.42,5142413.58,763810.17,10133165.49,22539341.90,0.0
4,收到的其他与经营活动有关的现金,211918443.33,73983802.61,41077614.40,31911616.83,133348238.84,80103984.31,16889202.01,63167939.44,61006568.09,58539137.73,60035570.41,24676643.76,13585301.21,14586850.34,5323718.59,24811618.27,16499221.93,0.0
5,经营活动现金流入小计,1314034291.98,760310728.74,340212962.63,1378500567.08,1081307944.90,639611372.04,295260680.20,1214586486.03,837268128.60,506215109.80,284550454.06,1236465653.78,563299584.15,357090655.69,35691029.15,235202823.85,226597371.57,0.0
6,购买商品、接受劳务支付的现金,1180010574.10,813681579.93,255569254.11,1015432462.69,572633630.48,248501101.72,151611375.92,692908787.45,563596581.10,412258641.93,210744752.91,728672372.54,309365264.16,177662361.67,28030714.03,120359818.68,60964188.31,0.0
7,支付给职工以及为职工支付的现金,212302597.81,137955598.91,58716434.15,187442622.08,134513127.01,89254417.72,48103799.97,133611228.64,99117091.75,66188235.25,36951221.29,107631878.34,47854244.21,61070396.56,13375407.98,50249698.82,40575103.33,0.0
8,支付的各项税费,167859292.65,115081588.03,61461084.18,108850217.02,93018744.20,61287511.09,20944066.06,122417712.27,105679264.70,84214502.52,22825191.81,32416966.36,13522350.01,23649464.18,9905347.33,50593938.53,42831552.03,0.0
9,支付的其他与经营活动有关的现金,305416783.26,82769678.40,58449160.31,127126261.50,249723386.88,167801030.24,45424316.74,148083110.06,95218213.68,91226018.58,32791581.04,130178363.56,33037965.34,36335521.85,9401882.44,62848676.23,26654332.96,0.0
10,经营活动现金流出小计,1865589247.82,1149488445.27,434195932.75,1438851563.29,1049888888.57,566844060.77,266083558.69,1097020838.42,863611151.23,653887398.28,303312747.05,998899580.80,403779823.72,298717744.26,60713351.78,284052132.26,171025176.63,0.0
11,经营活动产生的现金流量净额,-551554955.84,-389177716.53,-93982970.12,-60350996.21,31419056.33,72767311.27,29177121.51,117565647.61,-26343022.63,-147672288.48,-18762292.99,237566072.98,159519760.43,58372911.43,-25022322.63,-48849308.41,55572194.94,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,,,,,,,
13,收回投资所收到的现金,1236553400.00,891553400.00,153000000.00,0,0,0,0,12000000.00,12000000.00,10000000.00,0,90000000.00,30000000.00,90000000.00,0,15000001.00,697000000.00,0.0
14,取得投资收益所收到的现金,17774696.21,16007024.98,2278814.62,49602.74,0,0,0,14771138.18,14771138.18,561138.18,480947.95,385520.48,307663.00,416622.64,0,458739.73,2808273.95,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,61906.00,60847.00,0,61415.43,1640.00,197.32,0,877577.19,836839.00,716322.79,34580.00,265331.62,43351.88,11813145.04,0,30000.00,30000.00,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
17,收到的其他与投资活动有关的现金,0,0,0,15000000.00,750000.00,750000.00,0,1500000.00,1500000.00,1500000.00,0,0,0,10250000.00,3500000.00,1600000.00,0,0.0
18,投资活动现金流入小计,1254390002.21,907621271.98,155278814.62,15111018.17,751640.00,750197.32,0.00,29148715.37,29107977.18,12777460.97,515527.95,90650852.10,30351014.88,112479767.68,3500000.00,17088740.73,699838273.95,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,72964804.99,50598204.62,16579263.13,40680014.27,33275807.63,23676643.47,7815452.86,72566895.39,55374950.43,41255504.24,15105620.47,25558410.12,4477509.16,1640557.98,90000.00,2309764.75,4224647.15,0.0
20,投资所支付的现金,0,0,68000000.00,0,0,0,0,0,0,0,0,60000000.00,20000000.00,130000000.00,0,17000000.00,647000000.00,0.0
21,取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
22,支付的其他与投资活动有关的现金,413000000.00,413000000.00,0,838553400.00,0,0,0,0,0,0,0,0,0,0,0,506102.28,0,0.0
23,投资活动现金流出小计,485964804.99,463598204.62,84579263.13,879233414.27,33275807.63,23676643.47,7815452.86,72566895.39,55374950.43,41255504.24,15105620.47,85558410.12,24477509.16,131640557.98,90000.00,19815867.03,651224647.15,0.0
24,投资活动产生的现金流量净额,768425197.22,444023067.36,70699551.49,-864122396.10,-32524167.63,-22926446.15,-7815452.86,-43418180.02,-26266973.25,-28478043.27,-14590092.52,5092441.98,5873505.72,-19160790.30,3410000.00,-2727126.30,48613626.80,0.0
25,三、筹资活动产生的现金流量,,,,,,,,,,,,,,,,,,
26,吸收投资收到的现金,6125000.00,0,0,1064437440.00,1064437440.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0
27,其中：子公司吸收少数股东投资收到的现金,6125000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,取得借款收到的现金,16000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49500000.00,0.0
29,发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
30,收到其他与筹资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
31,筹资活动现金流入小计,22125000.00,0.00,0.00,1064437440.00,1064437440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49500000.00,0.0
32,偿还债务支付的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45500000.00,47500000.00,0.0
33,分配股利、利润或偿付利息所支付的现金,57600000.00,57600000.00,0,60000000.00,60000000.00,60000000.00,60000000.00,38400000.00,38400000.00,0,0,0,0,0,0,1635025.00,2783462.50,0.0
34,其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
35,支付其他与筹资活动有关的现金,0,0,0,16833840.00,21467345.70,0,0,0,0,0,0,184181.32,0,398878.68,382131.00,929628.56,0,0.0
36,筹资活动现金流出小计,57600000.00,57600000.00,0.00,76833840.00,81467345.70,60000000.00,60000000.00,38400000.00,38400000.00,0.00,0.00,184181.32,0.00,398878.68,382131.00,48064653.56,50283462.50,0.0
37,筹资活动产生的现金流量净额,-35475000.00,-57600000.00,0.00,987603600.00,982970094.30,-60000000.00,-60000000.00,-38400000.00,-38400000.00,0.00,0.00,-184181.32,0.00,-398878.68,-382131.00,-48064653.56,-783462.50,0.0
38,四、汇率变动对现金及现金等价物的影响,3232801.90,-698667.34,-3988828.42,12634320.55,13443487.67,5062172.08,-3928421.13,-8624169.31,-6093894.40,-4103803.31,-3394015.73,11980168.19,400720.87,1408473.62,89319.89,-19622.47,-30033.50,0.0
39,五、现金及现金等价物净增加额,184628043.28,-3453316.51,-27272247.05,75764528.24,995308470.67,-5096962.80,-42566752.48,27123298.28,-97103890.28,-180254135.06,-36746401.24,254454501.83,165793987.02,40221716.07,-21905133.74,-99660710.74,103372325.74,0.0
40,加:期初现金及现金等价物余额,453683203.44,453683203.44,453683203.44,377918675.20,377918675.20,377918675.20,377918675.20,350795376.92,350795376.92,350795376.92,350795376.92,96340875.09,96340875.09,56119159.02,66388452.27,155779869.76,52526544.02,0.0
41,六、期末现金及现金等价物余额,638311246.72,450229886.93,426410956.39,453683203.44,1373227145.87,372821712.40,335351922.72,377918675.20,253691486.64,170541241.86,314048975.68,350795376.92,262134862.11,96340875.09,44483318.53,56119159.02,155898869.76,0.0
42,附注,,,,,,,,,,,,,,,,,,
