,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20141231,20131231,20121231,20111231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,2430380817.37,1781041329.79,1222142522.06,570213081.15,1662813552.64,1192472173.79,801987220.53,361835213.84,1577594242.43,1145389091.39,797778196.03,415509185.57,1238945486.25,857821783.99,384663515.95,104204224.97,321082588.97,241039067.12,341395810.36,288099906.56,239453598.23,209791808.07,0.0
3,收到的税费返还,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53770.40,9232684.70,2347801.66,0,0.0
4,收到的其他与经营活动有关的现金,67480534.41,34079530.63,28456290.04,13235954.24,58599832.52,42000448.10,17150857.42,7812780.74,70030824.12,43840330.05,25067952.87,6794824.18,24911856.50,14080969.01,5529274.86,13432816.69,20967317.67,13489482.63,15660858.57,11795131.40,38484055.11,19306409.04,0.0
5,经营活动现金流入小计,2497861351.78,1815120860.42,1250598812.10,583449035.39,1721413385.16,1234472621.89,819138077.95,369647994.58,1647625066.55,1189229421.44,822846148.90,422304009.75,1263857342.75,871902753.00,390192790.81,117637041.66,342049906.64,254528549.75,357110439.33,309127722.66,280285455.00,229098217.11,0.0
6,购买商品、接受劳务支付的现金,210190552.78,140759414.28,97608605.17,47381906.39,137793192.62,92756866.74,59504938.45,34339149.39,111992483.89,82356595.71,52639397.11,23749098.91,29967363.01,32953837.34,17545067.33,1067535.36,12222482.17,3387103.11,6964891.98,1220131.09,1305015.77,1219187.51,0.0
7,支付给职工以及为职工支付的现金,459305005.65,380152896.39,273847279.63,188864160.45,354297582.74,285468252.38,219036632.07,139374270.20,319755459.30,273553132.87,213563547.86,159101542.96,164364412.35,103467734.51,58129467.47,39547455.98,82632513.17,72612084.33,77954927.52,55954743.83,53956663.47,53622676.67,0.0
8,支付的各项税费,281247761.67,228260414.95,183709281.90,79562160.17,189978084.35,156136622.75,107972174.25,32934905.42,228240703.12,154385613.23,122745068.39,73275443.82,136788435.66,68246508.99,29046922.52,10902429.61,35395405.88,27028727.40,36306946.22,38067542.86,26082528.76,9804415.78,0.0
9,支付的其他与经营活动有关的现金,250065036.28,184185852.49,113951261.64,46003211.27,134738473.05,89553659.21,59438757.46,26496459.24,178688935.00,140085145.38,97159526.90,54270197.30,140369528.88,63804147.36,31266262.37,15923213.24,25161949.74,17773376.58,32098043.28,28886921.84,29904254.67,4080013.97,0.0
10,经营活动现金流出小计,1200808356.38,933358578.11,669116428.34,361811438.28,816807332.76,623915401.08,445952502.23,233144784.25,838677581.31,650380487.19,486107540.26,310396282.99,471489739.90,268472228.20,135987719.69,67440634.19,155412350.96,120801291.42,153324809.00,124129339.62,111248462.67,68726293.93,0.0
11,经营活动产生的现金流量净额,1297052995.40,881762282.31,581482383.76,221637597.11,904606052.40,610557220.81,373185575.72,136503210.33,808947485.24,538848934.25,336738608.64,111907726.76,792367602.85,603430524.80,254205071.12,50196407.47,186637555.68,133727258.33,203785630.33,184998383.04,169036992.33,160371923.18,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,
13,收回投资所收到的现金,6379608951.95,5277888951.95,3937748951.95,1640648951.95,6778882000.00,4945512732.24,3125251971.94,1369609171.85,2503520000.00,990548361.25,321848361.25,948361.25,0,0,0,0,0,0,0,0,3500000.00,0,0.0
14,取得投资收益所收到的现金,62446387.23,52442721.09,35675285.13,11958237.29,75620206.82,59604472.24,37363989.28,14141625.29,26433900.43,11614122.58,3818803.57,0,0,0,0,0,700000.00,700000.00,0,0,4698.63,0,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,34641.44,0,0,0,32959.00,6669.00,6619.00,0,97852.55,79646.60,79646.60,13185.00,283908.50,461625.94,88938.72,18543.59,10264.50,2214.00,1181057.11,1276955.39,6375209.54,24483.00,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,0,1129932.15,0,0,0,948361.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
17,收到的其他与投资活动有关的现金,42643571.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
18,投资活动现金流入小计,6484733552.10,5330331673.04,3973424237.08,1652607189.24,6855665097.97,5005123873.48,3162622580.22,1383750797.14,2531000114.23,1002242130.43,325746811.42,961546.25,283908.50,461625.94,88938.72,18543.59,710264.50,702214.00,1181057.11,1276955.39,9879908.17,24483.00,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,58527610.25,55501391.19,37502239.93,18436577.45,485601367.24,267101425.78,66636239.16,32425648.03,320323401.67,298596620.13,181134839.85,49231482.51,155573955.20,62478605.75,11406226.37,6879140.05,28479378.42,18056085.49,9315672.79,9982631.46,6932942.88,11053755.73,0.0
20,投资所支付的现金,6586172800.76,5171939058.01,3682738749.90,1693450000.00,7251282267.82,5398492729.82,3491621381.94,1752902000.00,3909173760.00,2382502894.83,1403882002.00,0,6327927.00,4500000.00,0,0,20218400.00,13360000.00,12000000.00,10000000.00,3500000.00,0,0.0
21,取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
