,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150630,20141231,20131231,20121231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,859004350.09,504103352.86,270488530.15,1113050395.94,825212478.12,520854283.97,222327988.65,1061181634.31,725836612.49,426397034.70,186113456.35,782575099.26,566461239.49,352837975.66,152467079.99,661127166.87,294044904.72,605756686.01,553634371.69,493773180.21,0.0
3,收到的税费返还,15300868.01,9449183.71,5791215.15,20344638.87,16581215.11,11028933.69,7177674.68,20430174.82,16444491.96,10505541.83,6080766.71,13453381.31,9244496.74,6320804.40,5147996.64,14125146.86,9308141.08,17826825.56,13971173.38,17761515.70,0.0
4,收到的其他与经营活动有关的现金,15869209.23,6689908.36,2260854.18,9950911.60,6426357.32,1743203.04,1010309.27,12014570.48,1779522.54,849762.24,703197.55,11500230.64,9507327.54,5825406.56,739057.63,5071736.89,1381826.69,8583967.91,9669263.75,4995146.24,0.0
5,经营活动现金流入小计,890174427.33,520242444.93,278540599.48,1143345946.41,848220050.55,533626420.70,230515972.60,1093626379.61,744060626.99,437752338.77,192897420.61,807528711.21,585213063.77,364984186.62,158354134.26,680324050.62,304734872.49,632167479.48,577274808.82,516529842.15,0.0
6,购买商品、接受劳务支付的现金,474111304.90,310668710.56,133792301.17,689186857.16,539416883.63,384308712.16,189854822.78,659119118.89,485978603.85,306856495.44,133241003.39,483831679.87,337620197.02,225677794.47,87533315.05,429670028.87,211316354.75,424378254.06,377958977.86,367774221.60,0.0
7,支付给职工以及为职工支付的现金,123658891.52,88699527.88,49802326.22,163953397.24,131528742.19,96668397.87,55869201.70,146423182.61,109386430.63,74699807.39,41454341.91,102813049.81,78840422.18,54320109.93,30184708.53,86164503.62,44495825.06,72890077.01,60164004.57,52415306.26,0.0
8,支付的各项税费,26076705.79,13947339.62,5235037.93,54076219.79,38220510.57,24616378.99,14914955.92,48743740.82,25908517.03,14785175.22,5445144.65,36166423.24,23216318.34,12656268.50,3466690.53,22734077.38,5604869.71,14337738.70,9164775.83,10152490.36,0.0
9,支付的其他与经营活动有关的现金,58003366.16,37911025.84,17687240.74,97215447.54,72163819.40,42908580.93,16479522.75,94222618.66,55616289.41,30465722.46,11264819.93,64297345.32,37277657.57,24184293.56,11166475.22,56314486.65,23006317.36,49336417.05,44796283.74,33388227.09,0.0
10,经营活动现金流出小计,681850268.37,451226603.90,206516906.06,1004431921.73,781329955.79,548502069.95,277118503.15,948508660.98,676889840.92,426807200.51,191405309.88,687108498.24,476954595.11,316838466.46,132351189.33,594883096.52,284423366.88,560942486.82,492084042.00,463730245.31,0.0
11,经营活动产生的现金流量净额,208324158.96,69015841.03,72023693.42,138914024.68,66890094.76,-14875649.25,-46602530.55,145117718.63,67170786.07,10945138.26,1492110.73,120420212.97,108258468.66,48145720.16,26002944.93,85440954.10,20311505.61,71224992.66,85190766.82,52799596.84,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,
