,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20101231,20091231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,176083536.00,100397111.04,34951535.86,266233526.09,175532616.82,119640036.95,53825178.21,247859232.00,143994809.53,84485485.80,32237175.27,227137758.50,140628007.25,86960075.75,40027637.00,232172006.17,153655743.92,97204539.50,37147464.00,209317306.50,139996122.50,80801566.75,29758899.75,224173696.33,151233677.50,92385137.50,35177487.50,271009706.87,182994844.15,128036256.20,59867835.20,238885441.27,165146322.23,101964287.03,141588942.49,78463873.70,0.0
3,收到的税费返还,2170454.45,949991.76,0,6749379.95,2838442.04,354695.80,354695.80,2740567.94,2443914.06,1439250.53,0,2680801.09,2260581.93,998763.84,680393.92,2785615.45,1892026.96,873231.85,883231.85,3349121.54,2343516.22,1427362.98,0.00,2912906.91,2245999.84,1577146.49,0,8873717.55,5532444.39,5532444.39,1226615.09,8448835.62,744512.65,744512.65,3775684.24,3429448.24,0.0
4,收到的其他与经营活动有关的现金,7109593.92,4949913.94,2752739.83,10584448.79,6932143.47,4843410.39,2805354.29,11514185.75,8725686.12,5769735.29,2398707.85,11361405.52,8515825.22,4202206.93,3556293.53,12759601.71,9467433.90,7932555.97,7633480.55,3498986.51,2546476.86,2221301.98,1902661.27,6999022.22,15735954.25,2861784.89,1057805.13,4678816.39,5282975.54,625594.26,316142.07,2280184.68,1289321.21,762187.90,7135262.36,564497.16,0.0
5,经营活动现金流入小计,185363584.37,106297016.74,37704275.69,283567354.83,185303202.33,124838143.14,56985228.30,262113985.69,155164409.71,91694471.62,34635883.12,241179965.11,151404414.40,92161046.52,44264324.45,247717223.33,165015204.78,106010327.32,45664176.40,216165414.55,144886115.58,84450231.71,31661561.02,234085625.46,169215631.59,96824068.88,36235292.63,284562240.81,193810264.08,134194294.85,61410592.36,249614461.57,167180156.09,103470987.58,152499889.09,82457819.10,0.0
6,购买商品、接受劳务支付的现金,86160342.89,49539246.75,34141173.35,106911687.10,75978023.55,49678670.08,25676699.20,106367744.48,78904378.88,48798464.73,20563408.03,85491334.21,64914866.53,44001347.21,25464655.01,96485665.21,70344290.54,53583927.32,20780514.18,74975253.08,62424585.68,44139570.51,19281028.94,70439190.41,50550818.81,30332001.36,14063125.71,71940574.33,48071281.84,31361306.80,11872132.97,60544581.82,40985233.54,31087809.49,46927867.29,20700428.72,0.0
7,支付给职工以及为职工支付的现金,67237866.63,48599122.31,31670111.39,74031051.11,56188090.01,40737044.23,25985654.61,63839749.20,45228877.96,31004241.91,18377296.47,52472178.13,39640200.14,28126717.14,17795633.30,43903081.62,37558574.45,27994186.32,19248241.79,38876894.81,28943496.28,20428652.44,12173154.16,33165821.21,31599258.88,22837621.99,14195591.02,31215813.78,23669299.38,16375637.55,9069123.73,26180839.30,16376083.81,11039209.15,19182666.66,11379024.61,0.0
8,支付的各项税费,29338444.21,21962403.16,10429850.97,34917497.24,23889946.18,18143358.52,9031929.79,38961420.97,28116251.75,18322418.59,6912466.30,31931295.46,22014611.42,14752729.74,6020133.87,36361943.42,26987893.94,17299184.94,8480184.86,36535308.23,27577030.27,18786710.14,9574518.92,44916223.18,32256177.96,21352683.94,11224921.11,53375389.46,43741296.42,27357695.42,11910030.44,49048953.05,37806602.22,22481485.75,24203839.06,10712559.86,0.0
9,支付的其他与经营活动有关的现金,18282440.78,11636574.35,5540681.31,22437812.04,15962875.23,9397144.89,4721321.75,25060158.21,19224758.47,12801660.54,5074344.17,37375078.03,21395448.31,14263685.63,7115229.49,26379149.21,19996692.67,12089312.01,9834364.03,36032564.87,23725671.02,13591604.46,7338923.02,31289454.02,23436769.80,13569065.35,7700230.71,29786369.29,19771866.88,12855541.61,6876455.89,22692425.26,15005770.73,9499977.16,18567459.72,7222883.05,0.0
10,经营活动现金流出小计,201019094.51,131737346.57,81781817.02,238298047.49,172018934.97,117956217.72,65415605.35,234229072.86,171474267.06,110926785.77,50927514.97,207269885.83,147965126.40,101144479.72,56395651.67,203129839.46,154887451.60,110966610.59,58343304.86,186420020.99,142670783.25,96946537.55,48367625.04,179810688.82,137843025.45,88091372.64,47183868.55,186318146.86,135253744.52,87950181.38,39727743.03,158466799.43,110173690.30,74108481.55,108881832.73,50014896.24,0.0
11,经营活动产生的现金流量净额,-15655510.14,-25440329.83,-44077541.33,45269307.34,13284267.36,6881925.42,-8430377.05,27884912.83,-16309857.35,-19232314.15,-16291631.85,33910079.28,3439288.00,-8983433.20,-12131327.22,44587383.87,10127753.18,-4956283.27,-12679128.46,29745393.56,2215332.33,-12496305.84,-16706064.02,54274936.64,31372606.14,8732696.24,-10948575.92,98244093.95,58556519.56,46244113.47,21682849.33,91147662.14,57006465.79,29362506.03,43618056.36,32442922.86,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,收回投资所收到的现金,340000000.00,290000000.00,180000000.00,731830000.00,491830000.00,406830000.00,161830000.00,620000000.00,370000000.00,230000000.00,130000000.00,136000000.00,0,0,0,382257472.08,332022711.53,173034755.37,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,48000000.00,0,0.0
14,取得投资收益所收到的现金,3450602.74,2968767.12,1905534.25,10936896.71,8382102.20,7353718.63,1726415.10,5966671.24,3752260.28,2164315.07,1139917.81,2292936.99,1466835.62,925150.69,0,15001465.76,14754819.23,1705666.98,785322.11,25334392.62,23967139.20,2551648.04,2228479.04,10144252.94,0,30571.17,0,2130942.92,0,0,0,0,0,0,14268.49,0,0.0
