,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20151231,20141231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,493483111.38,325911570.84,186499757.60,51198715.01,267767616.86,247573732.52,173908105.29,45257891.11,292094068.89,191724375.33,115268141.69,48287003.19,349696453.59,308519826.09,269525316.08,0.0
3,收到的税费返还,4231370.49,3661788.25,3424919.60,883235.04,2718410.34,1467030.36,746786.27,390923.08,3423021.99,3423021.99,1539188.33,0,673125.49,2457963.75,1610080.99,0.0
4,收到的其他与经营活动有关的现金,26028880.91,9383666.11,6905331.68,715335.35,20104681.90,7439957.28,4035291.13,4475715.88,5866967.19,3182044.97,3960364.03,2078516.97,1177291.09,1013388.20,1069910.50,0.0
5,经营活动现金流入小计,523743362.78,338957025.20,196830008.88,52797285.40,290590709.10,256480720.16,178690182.69,50124530.07,301384058.07,198329442.29,120767694.05,50365520.16,351546870.17,311991178.04,272205307.57,0.0
6,购买商品、接受劳务支付的现金,228851519.78,140115312.29,82747968.02,18193159.73,100467266.18,122418318.36,104234778.76,20128462.64,117130483.98,95503136.08,45964993.93,26164592.07,155348265.22,148284015.18,141346938.30,0.0
7,支付给职工以及为职工支付的现金,122475196.16,90529258.61,53611650.67,23972928.18,90339592.60,65242878.18,43748058.61,22928269.89,82291419.67,56627074.25,40692805.10,17277677.40,73949498.84,72353016.58,54664419.84,0.0
8,支付的各项税费,53043387.25,39995473.62,26901583.67,15271603.50,39622958.15,33884224.42,14559365.78,17211300.52,45745180.98,36877972.78,24000676.67,8951789.61,40070169.78,41466338.60,28650329.59,0.0
9,支付的其他与经营活动有关的现金,70036862.53,39155155.63,21758728.46,10810308.91,53893401.18,30403362.74,25461615.66,10681870.53,47082259.77,26881515.03,24950090.72,12012232.26,46522793.62,40898592.27,33754981.85,0.0
10,经营活动现金流出小计,474406965.72,309795200.15,185019930.82,68248000.32,284323218.11,251948783.70,188003818.81,70949903.58,292249344.40,215889698.14,135608566.42,64406291.34,315890727.46,303001962.63,258416669.58,0.0
11,经营活动产生的现金流量净额,49336397.06,29161825.05,11810078.06,-15450714.92,6267490.99,4531936.46,-9313636.12,-20825373.51,9134713.67,-17560255.85,-14840872.37,-14040771.18,35656142.71,8989215.41,13788637.99,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,,,,,
13,收回投资所收到的现金,0,0,0,0,0,0,0,19500000.00,0,0,0,53000000.00,0,0,0,0.0
14,取得投资收益所收到的现金,6146102.61,3940882.46,3884739.71,4348409.74,7405517.59,2708755.40,498251.68,219441.00,591974.06,544693.43,493301.65,185161.65,720266.21,10107.70,386167.29,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,52186.15,4983.30,0,0,0,0,0,0,0,0,0,0,508007.95,24805.59,860.00,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
17,收到的其他与投资活动有关的现金,843600000.00,513000000.00,411000000.00,403000000.00,632660000.00,251542884.47,188571275.48,0,229409400.00,52386147.05,106043014.33,0,59380388.77,24354391.24,53476798.63,0.0
18,投资活动现金流入小计,849798288.76,516945865.76,414884739.71,407348409.74,640065517.59,254251639.87,189069527.16,19719441.00,230001374.06,52930840.48,106536315.98,53185161.65,60608662.93,24389304.53,53863825.92,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,24364475.95,22198515.81,9651760.85,1922932.83,18417168.83,17153413.49,7624884.37,2938491.00,9248072.02,7637220.60,4615612.86,0,14395690.25,8889373.51,6824053.10,0.0
20,投资所支付的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
21,取得子公司及其他营业单位支付的现金净额,93791208.31,93791208.31,93791208.31,0,0,0,0,0,0,0,0,0,0,0,0,0.0
22,支付的其他与投资活动有关的现金,803600000.00,487600000.00,358000000.00,291000000.00,734660000.00,497672344.32,471500000.00,149500000.00,237300000.00,69300000.00,107213250.06,89800000.00,30600000.00,52935970.46,40900000.00,0.0
23,投资活动现金流出小计,921755684.26,603589724.12,461442969.16,292922932.83,753077168.83,514825757.81,479124884.37,152438491.00,246548072.02,76937220.60,111828862.92,89800000.00,44995690.25,61825343.97,47724053.10,0.0
24,投资活动产生的现金流量净额,-71957395.50,-86643858.36,-46558229.45,114425476.91,-113011651.24,-260574117.94,-290055357.21,-132719050.00,-16546697.96,-24006380.12,-5292546.94,-36614838.35,15612972.68,-37436039.44,6139772.82,0.0
25,三、筹资活动产生的现金流量,,,,,,,,,,,,,,,,
26,吸收投资收到的现金,0,0,0,0,320863720.00,320863720.00,320863720.00,320863720.00,0,0,0,0,0,92000000.00,0,0.0
27,其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,取得借款收到的现金,25000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,5120625.43,0.0
29,发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
30,收到其他与筹资活动有关的现金,10800000.00,5680000.00,1214000.00,0,0,0,0,0,2580000.00,2580000.00,2580000.00,0,2820920.01,47693306.46,2582380.00,0.0
31,筹资活动现金流入小计,35800000.00,5680000.00,1214000.00,0.00,320863720.00,320863720.00,320863720.00,320863720.00,2580000.00,2580000.00,2580000.00,0.00,2820920.01,139693306.46,7703005.43,0.0
32,偿还债务支付的现金,15502147.03,15502147.03,13131742.23,0,0,0,0,0,0,0,0,0,0,5120625.43,0,0.0
33,分配股利、利润或偿付利息所支付的现金,14805436.69,14805436.69,14794374.80,0,17867000.00,17867000.00,17867000.00,514000.00,17565950.00,17565950.00,0,0,0,100168801.69,127202.92,0.0
34,其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
35,支付其他与筹资活动有关的现金,14960000.00,6040000.00,2000000.00,0,4485126.28,0,0,0,0,0,0,0,371291.43,0,32567905.64,0.0
36,筹资活动现金流出小计,45267583.72,36347583.72,29926117.03,0.00,22352126.28,17867000.00,17867000.00,514000.00,17565950.00,17565950.00,0.00,0.00,371291.43,105289427.12,32695108.56,0.0
37,筹资活动产生的现金流量净额,-9467583.72,-30667583.72,-28712117.03,0.00,298511593.72,302996720.00,302996720.00,320349720.00,-14985950.00,-14985950.00,2580000.00,0.00,2449628.58,34403879.34,-24992103.13,0.0
38,四、汇率变动对现金及现金等价物的影响,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
39,五、现金及现金等价物净增加额,-32088582.16,-88149617.03,-63460268.42,98974761.99,191767433.47,46954538.52,3627726.67,166805296.49,-22397934.29,-56552585.97,-17553419.31,-50655609.53,53718743.97,5957055.31,-5063692.32,0.0
40,加:期初现金及现金等价物余额,233702242.86,233702242.86,233697427.21,233702242.86,41934809.39,41934809.39,41934809.39,41934809.39,64332743.68,64332743.68,64332743.68,64332743.68,10613999.71,4656944.40,9720636.72,0.0
41,六、期末现金及现金等价物余额,201613660.70,145552625.83,170237158.79,332677004.85,233702242.86,88889347.91,45562536.06,208740105.88,41934809.39,7780157.71,46779324.37,13677134.15,64332743.68,10613999.71,4656944.40,0.0
42,附注,,,,,,,,,,,,,,,,
43,净利润,82368154.04,0,30167991.95,0,73144180.08,0,25289080.81,0,69610308.83,0,20831529.49,0,63349272.32,53430250.39,55558027.03,0.0
44,少数股东权益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
45,未确认的投资损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
46,资产减值准备,6852281.90,0,1891976.01,0,12093943.49,0,4645537.35,0,6415023.24,0,3068924.19,0,2773248.20,4415115.50,2844740.57,0.0
47,固定资产折旧、油气资产折耗、生产性物资折旧,9349442.92,0,4837007.42,0,5287433.80,0,2764960.10,0,6341337.31,0,3254373.66,0,6601818.41,6246016.98,5617034.64,0.0
48,无形资产摊销,1904812.67,0,941253.24,0,1336805.12,0,647653.38,0,1292128.10,0,647653.38,0,1318982.93,1349985.46,1358757.66,0.0
49,长期待摊费用摊销,986405.18,0,466658.19,0,424204.42,0,105261.09,0,112667.55,0,65471.68,0,93096.60,98499.85,0,0.0
50,待摊费用的减少,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
51,预提费用的增加,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
52,处置固定资产、无形资产和其他长期资产的损失,-3340.00,0,0,0,0,0,0,0,0,0,0,0,0,0,7538.91,0.0
53,固定资产报废损失,639.18,0,639.18,0,13750.43,0,0,0,0,0,0,0,0,0,0,0.0
54,公允价值变动损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
55,递延收益增加（减：减少）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
56,预计负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
57,财务费用,203370.21,0,161574.80,0,0,0,-571275.49,0,-2109400.00,0,-43014.33,0,-80388.77,50380.91,50404.29,0.0
58,投资损失,-4352129.98,0,-2961498.75,0,-9199490.22,0,-498251.68,0,-591974.06,0,-493301.65,0,-720266.21,-10107.70,-386167.29,0.0
59,递延所得税资产减少,-615795.42,0,-1736349.36,0,-1674670.58,0,-701216.89,0,-985999.64,0,-611079.84,0,-290927.25,-745317.90,-51590.47,0.0
60,递延所得税负债增加,-279305.88,0,-180679.09,0,0,0,0,0,0,0,0,0,0,0,0,0.0
61,存货的减少,1755920.67,0,-11412315.10,0,-31070790.12,0,-22384024.44,0,13797999.36,0,8367294.01,0,-14198587.48,-12865916.83,-27862498.67,0.0
62,经营性应收项目的减少,-45429240.45,0,-13364049.22,0,-35984999.09,0,-22243711.97,0,-98624337.73,0,-55051646.94,0,-22277512.71,-48643206.90,-41010210.79,0.0
63,经营性应付项目的增加,-5740666.39,0,2696670.13,0,-8068965.80,0,3482113.45,0,13859916.32,0,4444626.90,0,3560112.19,-1399731.22,19871118.14,0.0
64,已完工尚未结算款的减少(减:增加),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
65,已结算尚未完工款的增加(减:减少),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
66,其他,2335848.41,0,301198.66,0,-33910.54,0,150238.17,0,17044.39,0,678297.08,0,-4472705.52,7063246.87,-2208516.03,0.0
67,经营活动产生现金流量净额,49336397.06,0,11810078.06,0,6267490.99,0,-9313636.12,0,9134713.67,0,-14840872.37,0,35656142.71,8989215.41,13788637.99,0.0
68,债务转为资本,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
69,一年内到期的可转换公司债券,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
