,报表日期,20191231,20190930,20181231,20180630,20171231,20161231,20151231,19700101
0,单位,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,
2,销售商品、提供劳务收到的现金,606256270.55,459863531.39,637534326.24,305023294.83,576564930.71,447603907.28,372498791.56,0.0
3,收到的税费返还,10234286.45,8183755.80,15661686.97,6761840.76,6188553.01,6534585.91,3629312.47,0.0
4,收到的其他与经营活动有关的现金,4074295.65,2290251.83,1133639.89,256891.83,2536404.82,888304.94,1268153.91,0.0
5,经营活动现金流入小计,620564852.65,470337539.02,654329653.10,312042027.42,585289888.54,455026798.13,377396257.94,0.0
6,购买商品、接受劳务支付的现金,351757771.74,267380509.27,377823282.45,182315412.55,351194932.66,271624986.24,218574542.72,0.0
7,支付给职工以及为职工支付的现金,107321629.04,78062628.35,98546158.97,49131419.70,88468458.71,74937165.92,67789452.04,0.0
8,支付的各项税费,22905251.43,16511350.48,34997291.46,17458982.02,34558097.49,27667456.17,13241547.80,0.0
9,支付的其他与经营活动有关的现金,30919071.62,24913612.46,32428423.46,13777544.44,30020027.84,22595840.09,24184767.48,0.0
10,经营活动现金流出小计,512903723.82,386868100.56,543795156.34,262683358.71,504241516.70,396825448.42,323790310.04,0.0
11,经营活动产生的现金流量净额,107661128.83,83469438.46,110534496.76,49358668.71,81048371.84,58201349.71,53605947.90,0.0
12,二、投资活动产生的现金流量,,,,,,,,
13,收回投资所收到的现金,0,0,0,0,0,0,0,0.0
14,取得投资收益所收到的现金,138193.86,420054.69,19200.94,80212.69,100030.27,21496.48,30777.52,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,131003.51,246685.76,39343.64,19470.69,1524401.69,531896.58,115502.70,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0.0
17,收到的其他与投资活动有关的现金,178958.70,119131.60,149078.25,53428.70,2003884.60,3888481.67,136974.71,0.0
18,投资活动现金流入小计,448156.07,785872.05,207622.83,153112.08,3628316.56,4441874.73,283254.93,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,51157153.88,39059152.88,67559242.58,47739663.80,33672626.67,20364351.04,28290282.70,0.0
20,投资所支付的现金,0,0,0,0,0,0,0,0.0
21,取得子公司及其他营业单位支付的现金净额,0,0,10857660.36,10857660.36,67278244.91,0,0,0.0
22,支付的其他与投资活动有关的现金,0,0,1800000.00,900000.00,0,0,1579696.00,0.0
23,投资活动现金流出小计,51157153.88,39059152.88,80216902.94,59497324.16,100950871.58,20364351.04,29869978.70,0.0
24,投资活动产生的现金流量净额,-50708997.81,-38273280.83,-80009280.11,-59344212.08,-97322555.02,-15922476.31,-29586723.77,0.0
