,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20161231.1,20160930,20160630,20151231,20151231.1,20141231,20141231.1,20140630,20131231,20121231,20111231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,2518356044.85,1296895872.44,512674149.78,2809536336.64,2239772181.55,1079721391.57,445104521.43,2426156541.03,1897158317.26,899061226.27,393261162.15,2115845351.82,2115845351.82,1593171707.36,784870647.89,1887986312.66,1887986312.66,1704539779.67,1704539779.67,697010881.74,1612821697.79,1464405344.47,1272439488.71,0.0
3,收到的税费返还,258760.44,184510.36,0,1400327.48,897458.68,310601.59,0,778786.91,778786.91,0,0,752338.62,752338.62,752338.62,214305.01,709803.71,709803.71,352839.64,352839.64,96399.11,737631.59,281977.75,46599.97,0.0
4,收到的其他与经营活动有关的现金,70160121.91,27243059.43,8544894.00,83709781.60,44086173.66,27083894.23,9065515.27,44474603.12,32936922.43,22058319.17,5990192.29,32945318.20,32945318.20,22477493.09,15560637.59,33634633.42,33634633.42,20373482.45,20373482.45,6937659.31,26484603.85,22083386.67,16862179.93,0.0
5,经营活动现金流入小计,2588774927.20,1324323442.23,521219043.78,2894646445.72,2284755813.89,1107115887.39,454170036.70,2471409931.06,1930874026.60,921119545.44,399251354.44,2149543008.64,2149543008.64,1616401539.07,800645590.49,1922330749.79,1922330749.79,1725266101.76,1725266101.76,704044940.16,1640043933.23,1486770708.89,1289348268.61,0.0
6,购买商品、接受劳务支付的现金,931933115.44,564119921.17,285867669.61,1208806262.43,756496722.71,475901222.88,234056598.63,1053824306.86,655797882.84,410233911.60,213991408.82,907386331.19,907386331.19,556814654.23,351378831.89,851993315.27,851993315.27,728540847.52,728540847.52,293581468.45,728142231.83,684779745.49,599192149.83,0.0
7,支付给职工以及为职工支付的现金,463592115.72,291989452.86,149459837.63,510311319.58,365827380.95,226020224.97,122797367.76,423868014.43,295791238.86,187973019.16,100621926.95,364696360.59,364696360.59,265723363.13,160471237.84,323169856.38,323169856.38,284252536.61,284252536.61,130996442.91,256029323.45,216216091.52,181394651.44,0.0
8,支付的各项税费,140312212.19,52181890.09,24763605.45,276060416.34,100500174.40,59194147.68,32455822.95,270661726.69,114887246.45,84751311.78,58359042.12,248723065.63,248723065.63,122540525.87,81788788.82,243903076.18,243903076.18,241653453.01,241653453.01,76486299.96,205924734.38,185094898.26,148786067.41,0.0
