,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20161231,19700101
0,单位,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,
2,销售商品、提供劳务收到的现金,432071238.10,271355888.48,0,580685983.77,424934613.82,241359844.38,0,339077526.38,246988238.70,0.0
3,收到的税费返还,21919753.39,17483714.57,0,34232310.60,21538948.43,15412315.71,0,20855497.63,4569727.71,0.0
4,收到的其他与经营活动有关的现金,22789215.48,9078292.94,0,12113300.62,11109399.48,2972276.93,0,21957535.82,7168554.09,0.0
5,经营活动现金流入小计,476780206.97,297917895.99,0,627031594.99,457582961.73,259744437.02,0,381890559.83,258726520.50,0.0
6,购买商品、接受劳务支付的现金,18395058.19,8844770.52,0,37480981.81,30885413.66,30633700.53,0,8705977.98,6378656.32,0.0
7,支付给职工以及为职工支付的现金,203427712.08,137500764.22,0,203388951.62,152925199.98,101204132.13,0,165998833.01,152827697.09,0.0
8,支付的各项税费,50809471.43,33328442.64,0,67740827.21,41959131.85,29816457.74,0,42341016.45,26201247.65,0.0
9,支付的其他与经营活动有关的现金,63750346.95,34224913.87,0,70252842.56,55337453.67,35151138.92,0,81873883.26,88706303.16,0.0
10,经营活动现金流出小计,336382588.65,213898891.25,0,378863603.20,281107199.16,196805429.32,0,298919710.70,274113904.22,0.0
11,经营活动产生的现金流量净额,140397618.32,84019004.74,-15218300.00,248167991.79,176475762.57,62939007.70,4729800.00,82970849.13,-15387383.72,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,
13,收回投资所收到的现金,128348710.50,0,0,0,0,0,0,0,71660823.61,0.0
14,取得投资收益所收到的现金,0,0,0,0,0,0,0,0,0,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,7795.00,7795.00,0,38656.84,38656.84,29378.82,0,22607.85,2637.35,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,11290405.88,0,0.0
17,收到的其他与投资活动有关的现金,0,0,0,2685235.75,0,0,0,0,0,0.0
18,投资活动现金流入小计,128356505.50,7795.00,0,2723892.59,38656.84,29378.82,0,11313013.73,71663460.96,0.0
