,报表日期,20190930,20190630,20181231,20180930,20180630,20171231,20170630,20161231,20160630,20151231,20150630,20141231,20140630,20131231,20130630,20121231,20120630,20111231,20110630,20101231,20100630,20091231,20090630,20081231,20080630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,526862237.00,475372505.00,599146386.00,450370236.00,384907518.00,710293787.00,501696240.00,654051882.00,437173336.00,702676364.00,260403034.00,197997855.00,31858060.00,220540696.00,40383751.00,34250470.00,19922166.00,102100062.00,52287471.07,92835835.04,39411194.19,48269639.21,24579760.49,129779339.85,88259606.32,0.0
3,收到的税费返还,20462215.00,301428.00,6474851.00,5672836.00,4563789.00,7259408.00,5077489.00,3160168.00,16340.00,14367467.00,3540635.00,3739517.00,30000.00,21878603.00,0,0,0,78711.00,34504.42,0,0,0,0,600.00,0,0.0
4,收到的其他与经营活动有关的现金,10679503.00,4756206.00,11192366.00,9988601.00,5706208.00,6043261.00,597540.00,1429894.00,678010.00,4512513.00,1055755.00,18492564.00,1050684.00,576183.00,2625565.00,5595469.00,5213656.00,2089755.00,177422.17,6696660.70,4961985.77,4126535.02,605230.26,2709352.09,11077417.17,0.0
5,经营活动现金流入小计,558003955.00,480430139.00,616813603.00,466031673.00,395177515.00,723596456.00,507371269.00,658641944.00,437867686.00,721556344.00,264999424.00,220229936.00,32938744.00,242995482.00,43009316.00,39845939.00,25135822.00,104268528.00,52499397.66,99532495.74,44373179.96,52396174.23,25184990.75,132489291.94,99337023.49,0.0
6,购买商品、接受劳务支付的现金,33248779.00,22299596.00,42914677.00,30717026.00,19951545.00,38456685.00,17465566.00,31424159.00,16076718.00,14333665.00,6061966.00,9791475.00,2711877.00,9416930.00,2809959.00,16302929.00,5308664.00,13973963.00,5512179.45,9938150.05,4283575.46,8340561.07,3082118.78,44130522.24,55820396.00,0.0
7,支付给职工以及为职工支付的现金,179303660.00,104986170.00,214986915.00,173518026.00,118101360.00,231093602.00,125405660.00,195214328.00,104291796.00,195283772.00,63582734.00,81600039.00,10974120.00,74674233.00,6472195.00,17590772.00,9591794.00,34869353.00,17496440.57,19757142.96,9937691.08,15540332.86,7150395.57,17666058.67,7375051.96,0.0
8,支付的各项税费,80970560.00,17645398.00,43531700.00,39524019.00,14828244.00,66468900.00,38460196.00,78484502.00,40743323.00,46256638.00,13684733.00,18878860.00,2181543.00,30718853.00,1364080.00,2594623.00,1607092.00,6533884.00,3180231.22,5746038.84,2270287.45,3156926.48,1930575.25,8334172.18,5678395.87,0.0
