,报表日期,20191231,20190630,20181231,20180630,20171231,20161231,20151231,19700101
0,单位,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,
2,销售商品、提供劳务收到的现金,465808087.56,200952697.54,380090998.81,175577891.38,288059797.95,391125011.34,211519243.17,0.0
3,收到的税费返还,1098498.59,1098498.59,1273467.85,1244470.84,3694652.04,3966404.88,1047026.13,0.0
4,收到的其他与经营活动有关的现金,18262959.68,14618758.84,11420848.11,7129299.76,15940655.51,7301726.41,1980775.48,0.0
5,经营活动现金流入小计,485169545.83,216669954.97,392785314.77,183951661.98,307695105.50,402393142.63,214547044.78,0.0
6,购买商品、接受劳务支付的现金,269301445.88,130777082.57,237504423.95,110170412.72,195212197.94,265330595.84,117881672.60,0.0
7,支付给职工以及为职工支付的现金,49194769.16,26233134.42,53236217.59,27942060.30,37526836.66,30217557.43,20639259.65,0.0
8,支付的各项税费,36122544.80,19069506.77,34535464.86,17257684.17,26253462.50,23795581.18,12701266.64,0.0
9,支付的其他与经营活动有关的现金,16114481.62,7403532.44,21836713.71,10907244.95,16172265.19,16094687.31,8824060.04,0.0
10,经营活动现金流出小计,370733241.46,183483256.20,347112820.11,166277402.14,275164762.29,335438421.76,160046258.93,0.0
11,经营活动产生的现金流量净额,114436304.37,33186698.77,45672494.66,17674259.84,32530343.21,66954720.87,54500785.85,0.0
12,二、投资活动产生的现金流量,,,,,,,,
13,收回投资所收到的现金,656000000.00,265000000.00,280890745.00,120000000.00,379600000.00,243000000.00,489631380.24,0.0
14,取得投资收益所收到的现金,5472135.46,2100761.42,3607102.62,1560208.43,3100763.46,1814313.80,1311859.52,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,0,0,120862.08,22586.21,1059829.05,27150.00,0,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0.0
17,收到的其他与投资活动有关的现金,554341.62,252788.52,80871.37,39568.32,350142.28,405933.29,5099063.22,0.0
18,投资活动现金流入小计,662026477.08,267353549.94,284699581.07,121622362.96,384110734.79,245247397.09,496042302.98,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,5967186.10,1524201.18,24118802.59,15377168.93,54121615.07,38551885.13,42993654.69,0.0
20,投资所支付的现金,658000000.00,289000000.00,297890745.00,133890745.00,359600000.00,290000000.00,496608080.24,0.0
21,取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0.0
22,支付的其他与投资活动有关的现金,0,0,0,0,0,0,0,0.0
23,投资活动现金流出小计,663967186.10,290524201.18,322009547.59,149267913.93,413721615.07,328551885.13,539601734.93,0.0
24,投资活动产生的现金流量净额,-1940709.02,-23170651.24,-37309966.52,-27645550.97,-29610880.28,-83304488.04,-43559431.95,0.0
25,三、筹资活动产生的现金流量,,,,,,,,
26,吸收投资收到的现金,0,0,0,0,76200000.00,60000000.00,0,0.0
27,其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0.0
28,取得借款收到的现金,0,0,0,0,0,0,0,0.0
29,发行债券收到的现金,0,0,0,0,0,0,0,0.0
30,收到其他与筹资活动有关的现金,0,0,0,0,6530730.88,9000000.00,0,0.0
31,筹资活动现金流入小计,0.00,0.00,0.00,0.00,82730730.88,69000000.00,0.00,0.0
32,偿还债务支付的现金,0,0,0,0,0,0,0,0.0
