,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20161231,20151231,20141231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,513189130.63,345862530.69,219084853.84,113588954.19,451052938.44,294832449.86,172474541.75,83117555.10,527989110.67,342525793.40,248356539.17,367247539.97,388885361.30,358504809.59,0.0
3,收到的税费返还,0,0,0,0,0,0,0,0,0,0,0,295465.87,19792.97,0,0.0
4,收到的其他与经营活动有关的现金,23326709.43,43453947.24,28289119.12,7904791.82,29791334.02,30261170.16,18334735.13,10378868.45,26351981.59,20672690.61,13182325.75,81782984.62,26545449.32,414093633.59,0.0
5,经营活动现金流入小计,536515840.06,389316477.93,247373972.96,121493746.01,480844272.46,325093620.02,190809276.88,93496423.55,554341092.26,363198484.01,261538864.92,449325990.46,415450603.59,772598443.18,0.0
6,购买商品、接受劳务支付的现金,269036845.72,197997301.49,125989970.51,87647023.57,259750649.36,204467104.89,119498408.05,76419831.69,273865440.67,228192194.81,185941755.65,266058343.91,187045751.45,166754278.67,0.0
7,支付给职工以及为职工支付的现金,43473154.50,32491386.11,22805370.32,14951069.30,43309907.50,32697427.88,23461428.77,17291450.42,37926843.35,29104307.75,22271721.34,35366957.37,33463927.15,26881374.61,0.0
8,支付的各项税费,49908936.12,42479904.70,26880766.00,14566588.61,29835516.31,24463275.37,18920722.42,12515653.86,55328751.92,52886045.23,39836687.14,41503740.42,44346619.44,46647569.27,0.0
9,支付的其他与经营活动有关的现金,27812683.17,38749740.75,25945647.10,6490596.35,53547258.91,53255883.58,42569573.92,31502239.97,18802288.29,13141313.37,8478803.21,25407604.30,57824092.39,329284408.96,0.0
10,经营活动现金流出小计,390231619.51,311718333.05,201621753.93,123655277.83,386443332.08,314883691.72,204450133.16,137729175.94,385923324.23,323323861.16,256528967.34,368336646.00,322680390.43,569567631.51,0.0
11,经营活动产生的现金流量净额,146284220.55,77598144.88,45752219.03,-2161531.82,94400940.38,10209928.30,-13640856.28,-44232752.39,168417768.03,39874622.85,5009897.58,80989344.46,92770213.16,203030811.67,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,,,,
13,收回投资所收到的现金,4987050000.00,3046950000.00,1566200000.00,641700000.00,1172161787.67,180000000.00,80000000.00,40000000.00,176500000.00,146500000.00,112500000.00,267000000.00,351100000.00,171000000.00,0.0
14,取得投资收益所收到的现金,17708084.47,14147985.92,9199936.84,4809270.23,10630059.91,1396245.10,461570.80,291720.90,2260813.49,2195421.72,2131443.64,2117024.43,1258843.75,823705.30,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,5400.00,5400.00,5400.00,0,33507100.00,5000000.00,5000000.00,5000000.00,18000.00,18000.00,18000.00,27000.00,0,0,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
17,收到的其他与投资活动有关的现金,0,0,0,0,1000000.00,0,0,0,0,0,0,0,0,0,0.0
18,投资活动现金流入小计,5004763484.47,3061103385.92,1575405336.84,646509270.23,1217298947.58,186396245.10,85461570.80,45291720.90,178778813.49,148713421.72,114649443.64,269144024.43,352358843.75,171823705.30,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,67155196.25,24159559.40,11656456.69,8433527.85,61215368.13,20344686.71,13901873.17,4239671.00,116549015.31,55657602.20,36028483.23,77020683.69,17363810.52,17342493.92,0.0
20,投资所支付的现金,4933640450.00,3137050000.00,1524550000.00,672200000.00,1700770000.00,685800000.00,113300000.00,35000000.00,123000000.00,122300000.00,42300000.00,257750000.00,417100000.00,229000000.00,0.0
21,取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
22,支付的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,51428400.21,0.0
23,投资活动现金流出小计,5000795646.25,3161209559.40,1536206456.69,680633527.85,1761985368.13,706144686.71,127201873.17,39239671.00,239549015.31,177957602.20,78328483.23,334770683.69,434463810.52,297770894.13,0.0
24,投资活动产生的现金流量净额,3967838.22,-100106173.48,39198880.15,-34124257.62,-544686420.55,-519748441.61,-41740302.37,6052049.90,-60770201.82,-29244180.48,36320960.41,-65626659.26,-82104966.77,-125947188.83,0.0
25,三、筹资活动产生的现金流量,,,,,,,,,,,,,,,
26,吸收投资收到的现金,1500000.00,1500000.00,1500000.00,0,492089600.00,493589600.00,0,0,0,0,0,0,33045202.41,5000000.00,0.0
27,其中：子公司吸收少数股东投资收到的现金,1500000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,取得借款收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,105000000.00,0.0
29,发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
30,收到其他与筹资活动有关的现金,0,0,0,0,0,0,0,0,4807100.00,0,0,0,0,0,0.0
31,筹资活动现金流入小计,1500000.00,1500000.00,1500000.00,0.00,492089600.00,493589600.00,0.00,0.00,4807100.00,0.00,0.00,0.00,33045202.41,110000000.00,0.0
32,偿还债务支付的现金,0,0,0,0,0,0,0,0,0,0,0,0,40000000.00,125250000.00,0.0
33,分配股利、利润或偿付利息所支付的现金,55999358.45,53262040.57,53171112.67,0,0,0,0,0,36000000.00,31283456.34,31283456.34,36011441.92,535600.59,30265330.98,0.0
34,其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0,0,0,0,0,0,0,0,2429562.50,0.0
35,支付其他与筹资活动有关的现金,0,0,0,0,12234000.00,12877520.00,0,0,0,0,0,0,0,1600000.00,0.0
36,筹资活动现金流出小计,55999358.45,53262040.57,53171112.67,0.00,12234000.00,12877520.00,0.00,0.00,36000000.00,31283456.34,31283456.34,36011441.92,40535600.59,157115330.98,0.0
37,筹资活动产生的现金流量净额,-54499358.45,-51762040.57,-51671112.67,0.00,479855600.00,480712080.00,0.00,0.00,-31192900.00,-31283456.34,-31283456.34,-36011441.92,-7490398.18,-47115330.98,0.0
38,四、汇率变动对现金及现金等价物的影响,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
39,五、现金及现金等价物净增加额,95752700.32,-74270069.17,33279986.51,-36285789.44,29570119.83,-28826433.31,-55381158.65,-38180702.49,76454666.21,-20653013.97,10047401.65,-20648756.72,3174848.21,29968291.86,0.0
40,加:期初现金及现金等价物余额,149367064.60,131167064.60,131167064.60,131167064.60,119796944.77,119796944.77,119796944.77,119796944.77,43342278.56,43342278.56,43342278.56,63991035.28,60816187.07,30847895.21,0.0
41,六、期末现金及现金等价物余额,245119764.92,56896995.43,164447051.11,94881275.16,149367064.60,90970511.46,64415786.12,81616242.28,119796944.77,22689264.59,53389680.21,43342278.56,63991035.28,60816187.07,0.0
42,附注,,,,,,,,,,,,,,,
43,净利润,113035877.08,0,45025868.82,0,93801410.29,0,49472866.11,0,96573293.45,0,0,142973861.67,95012100.44,0,0.0
44,少数股东权益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
45,未确认的投资损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
46,资产减值准备,-3857495.20,0,1044170.92,0,3364421.66,0,4483355.99,0,2297167.08,0,0,45450.14,-1446882.53,0,0.0
47,固定资产折旧、油气资产折耗、生产性物资折旧,27703686.37,0,1924717.67,0,27439602.47,0,5645104.53,0,28696821.95,0,0,18531303.94,17319576.18,0,0.0
48,无形资产摊销,2662513.04,0,543836.44,0,2682528.65,0,546753.12,0,2326085.54,0,0,2090073.82,1566762.40,0,0.0
49,长期待摊费用摊销,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
50,待摊费用的减少,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
51,预提费用的增加,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
52,处置固定资产、无形资产和其他长期资产的损失,-791545.69,0,-272293.67,0,-8321981.10,0,-8178023.05,0,-3563.23,0,0,-74620.25,19317.70,0,0.0
53,固定资产报废损失,19391.31,0,555.50,0,0,0,0,0,82937.54,0,0,0,0,0,0.0
54,公允价值变动损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
55,递延收益增加（减：减少）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
56,预计负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
57,财务费用,0,0,0,0,0,0,0,0,0,0,0,0,237619.02,0,0.0
58,投资损失,-18230696.70,0,-530707.19,0,-10748357.01,0,-188457.61,0,-1378554.76,0,0,-1093973.31,-672423.16,0,0.0
