,报表日期,20191231,20181231,20180630,20171231,20161231,20151231,19700101
0,单位,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,
2,销售商品、提供劳务收到的现金,760386252.45,785933321.88,483751400.00,845480300.00,715193300.00,720613000.00,0.0
3,收到的税费返还,0,0,0,0,0,2184300.00,0.0
4,收到的其他与经营活动有关的现金,332455733.39,320530433.20,61233000.00,19687900.00,7087600.00,7171400.00,0.0
5,经营活动现金流入小计,1092841985.84,1106463755.08,544984400.00,865168200.00,722280900.00,729968600.00,0.0
6,购买商品、接受劳务支付的现金,368452612.04,372988596.44,261525600.00,410923900.00,455966600.00,458530800.00,0.0
7,支付给职工以及为职工支付的现金,118933569.87,108981268.01,55344100.00,90117300.00,63934300.00,60779800.00,0.0
8,支付的各项税费,131298857.36,86370628.16,47134500.00,90641600.00,82428200.00,29148800.00,0.0
9,支付的其他与经营活动有关的现金,218545972.15,207045955.14,24846900.00,21902700.00,18126600.00,9570400.00,0.0
10,经营活动现金流出小计,837231011.42,775386447.75,388851100.00,613585500.00,620455700.00,558029800.00,0.0
11,经营活动产生的现金流量净额,255610974.42,331077307.33,156133300.00,251582700.00,101825200.00,171938800.00,0.0
12,二、投资活动产生的现金流量,,,,,,,
13,收回投资所收到的现金,0,0,0,0,0,0,0.0
14,取得投资收益所收到的现金,0,0,0,0,0,0,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,53236980.00,88395.90,72200.00,82900.00,12600.00,0,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0.0
17,收到的其他与投资活动有关的现金,0,1680000.00,1680000.00,0,0,0,0.0
18,投资活动现金流入小计,53236980.00,1768395.90,1752200.00,82900.00,12600.00,0.00,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,324403967.92,637076038.97,327086200.00,237358600.00,76635000.00,106938900.00,0.0
20,投资所支付的现金,998000.00,1596800.00,598800.00,4099000.00,3585600.00,0,0.0
21,取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0.0
22,支付的其他与投资活动有关的现金,0,0,0,1680000.00,0,0,0.0
23,投资活动现金流出小计,325401967.92,638672838.97,327685000.00,243137600.00,80220700.00,106938900.00,0.0
24,投资活动产生的现金流量净额,-272164987.92,-636904443.07,-325932900.00,-243054600.00,-80208100.00,-106938900.00,0.0
25,三、筹资活动产生的现金流量,,,,,,,
26,吸收投资收到的现金,0,2390000.00,0,0,0,1000000.00,0.0
27,其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,1000000.00,0.0
28,取得借款收到的现金,230000000.00,480000000.00,320000000.00,396800000.00,409800000.00,65000000.00,0.0
29,发行债券收到的现金,0,0,0,0,0,0,0.0
30,收到其他与筹资活动有关的现金,0,0,0,0,0,0,0.0
31,筹资活动现金流入小计,230000000.00,482390000.00,320000000.00,396800000.00,409800000.00,66000000.00,0.0
32,偿还债务支付的现金,355030000.00,55580000.00,27290000.00,64190000.00,310800000.00,73000000.00,0.0
33,分配股利、利润或偿付利息所支付的现金,119976721.45,52449199.05,20122900.00,136581100.00,7442300.00,91081900.00,0.0
34,其中：子公司支付给少数股东的股利、利润,0,5700000.00,5700000.00,2925000.00,375000.00,0,0.0
35,支付其他与筹资活动有关的现金,60000000.00,0,0,0,0,6144600.00,0.0
36,筹资活动现金流出小计,535006721.45,108029199.05,47412900.00,200771100.00,318242300.00,170226400.00,0.0
37,筹资活动产生的现金流量净额,-305006721.45,374360800.95,272587100.00,196028900.00,91557700.00,-104226400.00,0.0
38,四、汇率变动对现金及现金等价物的影响,-5787.62,-740325.18,-740300.00,-100.00,165700.00,-815800.00,0.0
39,五、现金及现金等价物净增加额,-321566522.57,67793340.03,102047200.00,204556900.00,113340500.00,-40042400.00,0.0
40,加:期初现金及现金等价物余额,427836408.16,360043068.13,360043100.00,155486200.00,42145700.00,82188000.00,0.0
41,六、期末现金及现金等价物余额,106269885.59,427836408.16,462090300.00,360043100.00,155486200.00,42145700.00,0.0
42,附注,,,,,,,
43,净利润,272459713.43,184788651.61,98688000.00,199584500.00,105603000.00,85743200.00,0.0
44,少数股东权益,0,0,0,0,0,0,0.0
45,未确认的投资损失,0,0,0,0,0,0,0.0
46,资产减值准备,1544850.64,2162027.29,3731900.00,9980000.00,6977800.00,2832200.00,0.0
47,固定资产折旧、油气资产折耗、生产性物资折旧,116506746.14,98561739.66,45581100.00,79906700.00,79205400.00,69212400.00,0.0
48,无形资产摊销,2964550.94,2417872.60,1045800.00,2114500.00,2058200.00,2039700.00,0.0
49,长期待摊费用摊销,0,0,0,0,0,0,0.0
50,待摊费用的减少,0,0,0,0,0,0,0.0
51,预提费用的增加,0,0,0,0,0,0,0.0
52,处置固定资产、无形资产和其他长期资产的损失,-79863963.74,66294.96,-13500.00,-2300.00,0,0,0.0
53,固定资产报废损失,31675.00,-59401.43,29000.00,433800.00,-3900.00,216000.00,0.0
54,公允价值变动损失,0,0,0,0,0,0,0.0
55,递延收益增加（减：减少）,0,0,0,0,0,0,0.0
56,预计负债,0,0,0,0,0,0,0.0
57,财务费用,16684870.69,17335591.24,7663300.00,13656100.00,6244700.00,5757700.00,0.0
58,投资损失,464673.72,2192847.80,566400.00,1068300.00,-300.00,0,0.0
59,递延所得税资产减少,-4795769.34,-7622457.99,-568400.00,-3794100.00,-524000.00,-513500.00,0.0
