,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
0,000609,中迪投资,35.0584,0.1741,1.4333,0.7859999999999999,78.6033
1,000030,富奥股份,23.0677,0.037000000000000005,0.0017,0.0368,3.6808
2,600716,凤凰股份,13.6876,0.0373,,0.0472,5.4988
3,600149,ST坊展,12.1537,0.1958,,2.0444,204.4352
4,600733,北汽蓝谷,6.2673,0.1294,,0.1791,17.9168
5,600620,天宸股份,4.1228,0.1768,,0.5239,53.6748
6,600136,当代明诚,2.435,0.2109,30.9915,1.1179999999999999,212.7715
7,000711,京蓝科技,1.6468,0.0961,4.7459,0.1824,85.6849
8,002051,中工国际,1.5246,0.503,18.3047,0.6403,64.6492
9,600576,祥源文化,1.3575,0.1128,,0.2961,52.8097
10,600053,九鼎投资,1.3096,0.0766,13.7331,0.1058,12.5261
11,000752,*ST西发,1.0685,0.3065,5.984,1.7036,174.8759
12,000301,东方盛虹,0.9364,0.1786,6.5381,0.6694,88.3493
13,002039,黔源电力,0.9245,0.0535,21.9623,0.0681,38.2194
14,000001,平安银行,0.8628,0.0148,2.3062,0.0157,
15,600766,园城黄金,0.7944,0.0808,,0.0735,7.4964
16,000828,东莞控股,0.7881,0.0842,1.4105,0.228,37.5545
17,600020,中原高速,0.7792,0.052000000000000005,5.0375,0.0668,27.533
18,601199,江南水务,0.7732,0.1405,3.3676,0.5856,63.2275
19,300059,东方财富,0.7703,0.0858,1.835,1.4736,147.3573
20,600891,*ST秋林,0.7576,0.3324,8.3405,1.0208,105.4999
21,002113,ST天润,0.7529,0.2328,7.0208,0.253,29.2025
22,000722,湖南发展,0.7462,0.0568,1.6933,3.3882,366.9238
23,600106,重庆路桥,0.7263,0.0313,0.6895,0.047,48.4926
24,600012,皖通高速,0.7053,0.1199,1.6680000000000001,0.3376,146.4424
25,600794,保税科技,0.6995,0.11199999999999999,1.6148,0.1628,19.2517
26,002399,海普瑞,0.6936,0.1822,2.8224,12.8494,1423.6326
27,300144,宋城演艺,0.6887,0.0873,1.4032,0.6865,141.2007
28,600035,楚天高速,0.6681,0.0532,1.7849,0.0878,20.8354
29,600519,贵州茅台,0.6617,0.2744,1.3025,0.9201,92.1967
30,600962,国投中鲁,0.6604,0.3178,7.9216,0.7428,74.8577
31,600989,宝丰能源,0.6595,0.1125,2.9539999999999997,0.1515,23.7801
32,600107,美尔雅,0.6579999999999999,0.0985,7.5984,0.1369,13.8723
33,600371,万向德农,0.6537,0.2991,3.3918,0.618,63.605
34,000429,粤高速A,0.6448,0.0457,2.0452,0.0796,26.0814
35,002492,恒基达鑫,0.6438,0.0768,1.8425,0.3014,121.2031
36,600647,同达创业,0.6402,0.1925,2.9044,0.3115,31.1458
37,600751,海航科技,0.6383,0.1274,,0.0734,10.1698
38,600382,广东明珠,0.6291,0.0602,0.9098,0.6779999999999999,90.9735
39,600025,华能水电,0.6238,0.0484,2.8418,0.062,18.2944
40,600082,海泰发展,0.613,0.145,8.7546,0.3192,40.7116
41,600900,长江电力,0.5974,0.0587,1.4954,0.0998,14.8138
42,000006,深振业A,0.5836,0.1305,3.6276,0.2045,22.8353
43,000415,渤海租赁,0.5788,0.0243,1.59,0.0416,52.8182
44,600139,西部资源,0.5756,0.0424,0.4326,0.2266,25.241
45,300313,天山生物,0.5726,0.1974,1.4694,0.628,78.19
46,601985,中国核电,0.5709,0.0475,1.6893,0.059000000000000004,19.5255
47,600033,福建高速,0.5661,0.0479,1.8744,0.0838,18.0013
48,600674,川投能源,0.5554,0.0366,1.1657,0.0714,51.3465
49,000088,盐田港,0.5535,0.0277,0.4105,0.3424,106.2732
50,000900,现代投资,0.551,0.1132,1.3235,0.3849,74.6138
51,600703,三安光电,0.5442,0.0758,0.8887,0.2256,186.9886
52,000668,荣丰控股,0.5405,0.0322,1.4398,0.1468,19.182000000000002
53,600007,中国国贸,0.5248,0.0668,5.0637,0.125,74.2653
54,600381,青海春天,0.5228,0.057999999999999996,1.0755,0.0842,13.715
55,000573,粤宏远A,0.515,0.1013,7.6111,0.2358,44.3673
56,600377,宁沪高速,0.515,0.1144,1.4653,0.4171,66.9299
57,600874,创业环保,0.5134,0.0654,2.5912,0.1111,22.9011
58,002357,富临运业,0.5132,0.0987,1.0118,0.3231,32.3759
59,600548,深高速,0.511,0.0451,1.456,0.0788,41.8317
60,600977,中国电影,0.5095,0.1151,2.2755,0.2558,32.8906
61,600188,兖州煤业,0.5075,0.1831,2.6877,0.3299,65.1207
62,601158,重庆水务,0.5045,0.0789,1.1649,0.2293,81.5809
63,600532,宏达矿业,0.504,0.3004,,0.4241,42.4096
64,000548,湖南投资,0.4966,0.0479,1.9935,0.1768,24.6398
65,600555,海航创新,0.4948,0.0647,1.6103,0.1853,18.6616
66,300183,东软载波,0.4917,0.0965,1.0639,1.7818,186.2394
67,600889,南京化纤,0.4889,0.1679,16.2583,0.2276,25.8112
68,000598,兴蓉环境,0.4828,0.092,1.4928,0.1765,65.2791
69,000005,世纪星源,0.4747,0.0158,1.4957,0.0346,3.4669
70,002275,桂林三金,0.474,0.1797,1.5779,2.0709999999999997,222.4913
71,601088,中国神华,0.4735,0.1844,1.8447,0.5072,78.3402
