,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100630,20091231,20081231,20071231,20061231,20051231,20041231,20031231,20021231,20001231,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业收入,174566000000.00,132842000000.00,90232000000.00,49565000000.00,154167000000.00,123496000000.00,83669000000.00,46159000000.00,144132000000.00,115561000000.00,77070000000.00,44595000000.00,146173000000.00,117785000000.00,87451000000.00,55267000000.00,158453000000.00,133994000000.00,103997000000.00,66256000000.00,143187000000.00,109925000000.00,81292000000.00,55231000000.00,129594000000.00,90498000000.00,62691000000.00,37256000000.00,116921000000.00,91932000000.00,65351000000.00,38790000000.00,109209000000.00,84618000000.00,57812000000.00,34214000000.00,102513000000.00,57665000000.00,73674000000.00,49646000000.00,45265010000.00,32382200000.00,21208240000.00,18869850000.00,26159060000.00,12068270000.00,3513000000.00,2714000000.00,1494490000.00,1596210000.00,0.0
2,已赚保费,135403000000.00,105219000000.00,72038000000.00,42002000000.00,119947000000.00,97601000000.00,66285000000.00,38619000000.00,107928000000.00,88426000000.00,60149000000.00,36705000000.00,111547000000.00,92474000000.00,70302000000.00,46076000000.00,111220000000.00,94011000000.00,72177000000.00,51624000000.00,109271000000.00,85725000000.00,66409000000.00,48071000000.00,103182000000.00,71863000000.00,50941000000.00,31324000000.00,97589000000.00,77621000000.00,55763000000.00,34899000000.00,95310000000.00,74571000000.00,50707000000.00,30188000000.00,91583000000.00,53429000000.00,64998000000.00,46446000000.00,29337770000.00,25549460000.00,21077570000.00,18820710000.00,25942420000.00,11954260000.00,3512000000.00,2689000000.00,1490670000.00,1590830000.00,0.0
3,保费业务收入,138131000000.00,107912000000.00,73994000000.00,43169000000.00,122286000000.00,100008000000.00,67870000000.00,39434000000.00,109294000000.00,89840000000.00,61239000000.00,37251000000.00,112560000000.00,93418000000.00,71035000000.00,46575000000.00,111859000000.00,94623000000.00,72661000000.00,51997000000.00,109868000000.00,86225000000.00,66817000000.00,48365000000.00,103640000000.00,72273000000.00,51344000000.00,31615000000.00,97719000000.00,77826000000.00,55950000000.00,35076000000.00,94797000000.00,74361000000.00,50662000000.00,30239000000.00,91679000000.00,53576000000.00,65040000000.00,46453000000.00,32132570000.00,25971280000.00,21077570000.00,18820710000.00,17184880000.00,7982820000.00,1506000000.00,1059000000.00,1181980000.00,1385970000.00,0.0
4,其中:分保费收入,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,减:分出保费,2427000000.00,1942000000.00,1248000000.00,553000000.00,1932000000.00,1511000000.00,876000000.00,404000000.00,1264000000.00,923000000.00,636000000.00,303000000.00,936000000.00,712000000.00,446000000.00,220000000.00,690000000.00,492000000.00,333000000.00,183000000.00,404000000.00,313000000.00,213000000.00,108000000.00,293000000.00,242000000.00,161000000.00,85000000.00,-5000000.00,-14000000.00,-40000000.00,-45000000.00,-584000000.00,-383000000.00,-238000000.00,-133000000.00,-32000000.00,-18000000.00,-30000000.00,-46000000.00,2751600000.00,359940000.00,128430000.00,232800000.00,0,0,0,0,0,0,0.0
6,提取未到期责任准备金,301000000.00,751000000.00,708000000.00,614000000.00,407000000.00,896000000.00,709000000.00,411000000.00,102000000.00,491000000.00,454000000.00,243000000.00,77000000.00,232000000.00,287000000.00,279000000.00,-51000000.00,120000000.00,151000000.00,190000000.00,193000000.00,187000000.00,195000000.00,186000000.00,165000000.00,168000000.00,242000000.00,206000000.00,135000000.00,219000000.00,227000000.00,222000000.00,71000000.00,173000000.00,193000000.00,184000000.00,128000000.00,165000000.00,72000000.00,53000000.00,43210000.00,61890000.00,0,0,0,0,0,0,0,0,0.0
7,投资净收益,35729000000.00,26382000000.00,17329000000.00,6889000000.00,33803000000.00,25319000000.00,17217000000.00,7625000000.00,35649000000.00,26775000000.00,16589000000.00,7648000000.00,34011000000.00,24892000000.00,16927000000.00,9284000000.00,46223000000.00,39479000000.00,31624000000.00,14517000000.00,33022000000.00,23532000000.00,14408000000.00,6895000000.00,26087000000.00,18455000000.00,12120000000.00,6113000000.00,18336000000.00,13845000000.00,9046000000.00,3415000000.00,14764000000.00,11181000000.00,7368000000.00,4207000000.00,10684000000.00,4912000000.00,7197000000.00,10244000000.00,10817590000.00,4317760000.00,1493230000.00,467540000.00,428480000.00,15070000.00,238000000.00,184000000.00,304870000.00,199480000.00,0.0
8,其中:对联营企业和合营企业的投资损失,502000000.00,220000000.00,178000000.00,-19000000.00,404000000.00,136000000.00,221000000.00,87000000.00,296000000.00,83000000.00,118000000.00,15000000.00,148000000.00,28000000.00,39000000.00,459000000.00,535000000.00,398000000.00,255000000.00,133000000.00,539000000.00,0,269000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
