,报表日期,20190930,20190630,20181231,20180930,20171231,20161231,19700101
0,单位,元,元,元,元,元,元,
1,一、营业总收入,68238600.00,49056506.21,198136402.62,49488200.00,148844835.81,79554649.17,0.0
2,营业收入,68238600.00,49056506.21,198136402.62,49488200.00,148844835.81,79554649.17,0.0
3,二、营业总成本,73623300.00,51727207.90,138982635.01,76373500.00,109740929.52,75305768.36,0.0
4,营业成本,13001200.00,10271242.98,57952435.06,26451000.00,50268218.46,19227404.45,0.0
5,营业税金及附加,0,877636.04,2600131.89,0,2224694.81,1555817.67,0.0
6,销售费用,19141000.00,12486910.08,28613737.74,17576000.00,25577564.79,22704983.36,0.0
7,管理费用,18045400.00,12254528.39,21035622.71,13355100.00,14323380.55,13700505.97,0.0
8,财务费用,1047800.00,708748.22,437924.15,715200.00,2267916.49,2212983.21,0.0
9,研发费用,22387900.00,15128142.19,28342783.46,18276200.00,15079154.42,15904073.70,0.0
10,资产减值损失,0,0,0,0,0,0,0.0
11,公允价值变动收益,0,0,0,0,0,0,0.0
12,投资收益,0,0,0,0,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0.0
15,三、营业利润,-1011500.00,1251392.67,51399797.16,-21669200.00,37846517.20,2312905.25,0.0
16,加:营业外收入,0,10774.82,752.10,0,314182.75,4035088.75,0.0
17,减：营业外支出,0,3950.63,394.44,0,0,30000.00,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0.0
19,四、利润总额,-1004700.00,1258216.86,51400154.82,-21669000.00,38160699.95,6317994.00,0.0
20,减：所得税费用,0,528987.30,9186390.40,0,7007346.49,1708214.97,0.0
21,五、净利润,-1037200.00,729229.56,42213764.42,-19602700.00,31153353.46,4609779.03,0.0
22,归属于母公司所有者的净利润,-1037200.00,729229.56,42213764.42,-19602700.00,31153353.46,4609779.03,0.0
23,少数股东损益,0,0,0,0,0,0,0.0
24,六、每股收益,,,,,,,
25,基本每股收益(元/股),0,0.010000,0.790000,0,0.610000,0.090000,0.0
26,稀释每股收益(元/股),0,0.010000,0.790000,0,0.610000,0.090000,0.0
27,七、其他综合收益,0,0,0,0,0,0,0.0
28,八、综合收益总额,0,729229.56,42213764.42,0,31153353.46,4609779.03,0.0
29,归属于母公司所有者的综合收益总额,0,729229.56,42213764.42,0,31153353.46,4609779.03,0.0
30,归属于少数股东的综合收益总额,0,0,0,0,0,0,0.0
