,报表日期,20190930,20190630,20181231,20180930,20180630,20171231,20170630,20161231,20160930,20151231,20141231,20131231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1619702700.00,1163203006.43,2960426522.66,1901547874.64,1323402236.09,2746604176.60,1196913765.20,2942087402.25,2036117500.00,2920821506.22,2871524600.00,2117496300.00,0.0
2,营业收入,1619702700.00,1163203006.43,2960426522.66,1901547874.64,1323402236.09,2746604176.60,1196913765.20,2941790722.77,2036117500.00,2920821506.22,2871524600.00,2117496300.00,0.0
3,二、营业总成本,0.00,1093916708.78,2762853023.83,1840938614.77,1258198461.79,2649378870.45,1137045125.03,2612367969.67,1833020100.00,2611279729.33,2549867400.00,1867458500.00,0.0
4,营业成本,0.00,956075643.18,2444140594.36,1603961393.83,1099379216.56,2264224455.77,1004523360.12,2314061294.03,1620123200.00,2309600640.84,2298357800.00,1728907400.00,0.0
5,营业税金及附加,0,9500057.65,22761603.64,14022057.11,10359437.05,19463632.75,9187670.12,19908099.76,8919000.00,13258566.62,8841900.00,5797100.00,0.0
6,销售费用,0,32267593.73,66239922.38,46958659.00,29932518.45,65448847.48,29393187.05,67087109.14,46245300.00,64875988.66,59351700.00,38070600.00,0.0
7,管理费用,0,61798620.37,144359793.85,113204774.72,74515472.41,242476900.84,61082737.79,131308341.87,100371500.00,141078707.70,112318600.00,54357700.00,0.0
8,财务费用,0,31883911.68,79997352.99,61876631.16,42952945.52,66610044.82,31681233.66,77963618.37,57361100.00,80935875.13,71892300.00,29818900.00,0.0
9,研发费用,0,2390882.17,4050252.33,915098.95,1979004.77,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,1303504.28,0,-920132.97,-8845011.21,1176936.29,1764671.45,0,1529950.38,-894900.00,10506800.00,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,0,0,0,0,0,0,0,0,0,-582464.07,-3211400.00,0,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0,-582464.07,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,80711200.00,84288334.03,221260183.41,68988162.57,70778392.64,148280427.83,59868640.18,329672762.25,203097400.00,308969319.07,318445900.00,250037800.00,0.0
16,加:营业外收入,0,532671.04,2154030.20,1033761.01,963572.39,3464722.43,15709845.71,14868762.53,25386400.00,27657550.47,40012600.00,10146800.00,0.0
17,减：营业外支出,0,918949.72,2378681.54,1402125.84,1673747.12,6969440.51,4151261.76,2903306.51,4328800.00,5313815.94,4658300.00,1209200.00,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,3018021.72,0,840900.00,229700.00,1236600.00,0,0.0
19,四、利润总额,79830900.00,83902055.35,221035532.07,68619797.74,70068217.91,144775709.75,71427224.12,341638218.27,224155000.00,331313053.60,353800200.00,258975500.00,0.0
20,减：所得税费用,0,17531510.15,46499644.43,13484263.60,18081659.32,57439145.69,23521793.71,83020273.64,58262400.00,85228822.10,91897400.00,66188100.00,0.0
21,五、净利润,63584500.00,66370545.20,174535887.64,55135534.14,51986558.59,87336564.06,47905430.41,258617944.63,165892600.00,246084231.50,261902800.00,192787400.00,0.0
22,归属于母公司所有者的净利润,63584500.00,66370545.20,174949535.68,55539627.24,52353814.24,57940426.31,50236600.55,249592836.54,158882300.00,237760947.95,253039400.00,190485700.00,0.0
23,少数股东损益,0,0,-413648.04,-404093.10,-367255.65,29396137.75,-2331170.14,9025108.09,7010300.00,8323283.55,8863300.00,2301700.00,0.0
24,六、每股收益,,,,,,,,,,,,,
25,基本每股收益(元/股),0,0.077400,0.201400,0.064800,0.061100,0.068200,0,0,0,0,0,0,0.0
26,稀释每股收益(元/股),0,0.077400,0.201400,0.064800,0.061100,0.068200,0,0,0,0,0,0,0.0
27,七、其他综合收益,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,八、综合收益总额,0,66370545.20,174535887.64,55135534.14,51986558.59,87336564.06,47905430.41,258617944.63,165892600.00,246084231.50,261902800.00,192787400.00,0.0
29,归属于母公司所有者的综合收益总额,0,66370545.20,174949535.68,55539627.24,52353814.24,57940426.31,50236600.55,249592836.54,158882300.00,237760947.95,253039400.00,190485700.00,0.0
30,归属于少数股东的综合收益总额,0,0,-413648.04,-404093.10,-367255.65,29396137.75,-2331170.14,9025108.09,7010300.00,8323283.55,8863300.00,2301700.00,0.0
