,报表日期,20190930,20190630,20181231,20180930,20171231,20161231,19700101
0,单位,元,元,元,元,元,元,
1,一、营业总收入,1071352600.00,698500769.42,1187433238.11,839517300.00,839799652.68,516468365.55,0.0
2,营业收入,0,698500769.42,1187433238.11,0,839799652.68,516468365.55,0.0
3,二、营业总成本,0,689980536.90,1104498653.50,0,830000950.07,729794819.39,0.0
4,营业成本,0,488650423.61,718645385.95,0,533559045.28,366312679.09,0.0
5,营业税金及附加,0,864784.46,1949176.09,0,1309176.74,1644110.49,0.0
6,销售费用,0,73160259.36,141506898.06,0,98435085.23,103550265.41,0.0
7,管理费用,0,48004341.14,114442962.33,0,104329835.85,154047858.59,0.0
8,财务费用,0,-14294645.05,-32525632.04,0,-14080122.59,6257515.50,0.0
9,研发费用,0,93595373.38,160479863.11,0,106447929.56,97982390.31,0.0
10,资产减值损失,0,0,0,0,0,0,0.0
11,公允价值变动收益,0,0,0,0,0,0,0.0
12,投资收益,0,0,0,0,23879562.33,2146700.01,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0.0
15,三、营业利润,8338100.00,8863432.60,86065138.04,77845600.00,40343898.52,-216313949.61,0.0
16,加:营业外收入,0,3671826.52,20053.95,0,14388626.19,6139463.77,0.0
17,减：营业外支出,0,1576147.89,1258496.95,0,6645698.79,635763.82,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0.0
19,四、利润总额,9299300.00,10959111.23,84826695.04,76873400.00,48086825.92,-210810249.66,0.0
20,减：所得税费用,0,3174684.52,7678702.49,0,-11193121.03,51718.17,0.0
21,五、净利润,10680500.00,7784426.71,77147992.55,68991200.00,59279946.95,-210861967.83,0.0
22,归属于母公司所有者的净利润,10760400.00,7839314.24,77212290.83,69023500.00,70983049.80,-201733167.81,0.0
23,少数股东损益,0,-54887.53,-64298.28,0,-11703102.85,-9128800.02,0.0
24,六、每股收益,,,,,,,
25,基本每股收益(元/股),0,0.020000,0.210000,0,0.230000,-1.160000,0.0
26,稀释每股收益(元/股),0,0.020000,0.210000,0,0.230000,-1.160000,0.0
27,七、其他综合收益,0,305024.46,717599.40,0,-7961342.47,7784161.64,0.0
28,八、综合收益总额,0,8089451.17,77865591.95,0,51318604.48,-203077806.19,0.0
29,归属于母公司所有者的综合收益总额,0,8144338.70,77929890.23,0,63021707.33,-193949006.17,0.0
30,归属于少数股东的综合收益总额,0,-54887.53,-64298.28,0,-11703102.85,-9128800.02,0.0
