,报表日期,20190930,20190630,20190331,20181231,20180930,20171231,20161231,19700101
0,单位,元,元,元,元,元,元,元,
1,一、营业总收入,0,0.00,0.00,1311158.07,1311200.00,0.00,200334.00,0.0
2,营业收入,0,0.00,0.00,1311158.07,1311200.00,0.00,200334.00,0.0
3,二、营业总成本,0,316174224.20,174489520.18,462918384.96,0,166142848.49,134882741.36,0.0
4,营业成本,0,0.00,0.00,893903.47,0,0.00,159800.72,0.0
5,营业税金及附加,0,4585907.19,143314.34,697452.26,0,481894.59,157882.15,0.0
6,销售费用,0,1495320.16,0,0,0,0,0,0.0
7,管理费用,0,234131973.42,139998405.80,319274222.77,0,7689595.06,73731029.55,0.0
8,财务费用,0,250468.51,514777.16,-752416.69,0,-851176.85,-243372.26,0.0
9,研发费用,0,75710554.92,33858085.37,142805223.15,0,158822535.69,61077401.20,0.0
10,资产减值损失,0,0,-25062.49,0,0,0,0,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0.0
12,投资收益,0,1102930.96,629240.55,2298151.36,0,950632.28,1093720.58,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0.0
15,三、营业利润,-370166400.00,-309303843.62,-173660032.13,-442647860.70,-91634900.00,-146467298.13,-133633005.56,0.0
16,加:营业外收入,0,0,0,0,0,3850.07,5365137.00,0.0
17,减：营业外支出,0,297.07,0,10000.00,0,5000.00,0,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0.0
19,四、利润总额,-370166700.00,-309304140.69,-173660032.13,-442657860.70,-91644900.00,-146468448.06,-128267868.56,0.0
20,减：所得税费用,0,13682654.41,-1015793.53,-780375.50,0,0,0,0.0
21,五、净利润,-382918700.00,-322986795.10,-172644238.60,-441877485.20,-91644900.00,-146468448.06,-128267868.56,0.0
22,归属于母公司所有者的净利润,-398391600.00,-341148378.52,-170132628.57,-440089014.69,-91644900.00,-146468448.06,-128267868.56,0.0
23,少数股东损益,0,18161583.42,-2511610.03,-1788470.51,0,0,0,0.0
24,六、每股收益,,,,,,,,
25,基本每股收益(元/股),0,-1.895300,-0.950000,0,0,0,0,0.0
26,稀释每股收益(元/股),0,-1.895300,-0.950000,0,0,0,0,0.0
27,七、其他综合收益,0,682546.58,-2128485.18,-1603682.09,0,0,0,0.0
28,八、综合收益总额,0,-322304248.52,-174772723.78,-443481167.29,0,-146468448.06,-128267868.56,0.0
29,归属于母公司所有者的综合收益总额,0,-340800068.06,-171220589.93,-440863451.17,0,-146468448.06,-128267868.56,0.0
30,归属于少数股东的综合收益总额,0,18495819.54,-3552133.85,-2617716.12,0,0,0,0.0
