,报表日期,20190930,20190630,20181231,20171231,20170630,20161231,20160630,20151231,20141231,20131231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,
2,货币资金,22599224.71,42332660.03,62863019.16,32492278.65,10957700.00,16823600.00,2540000.00,13480300.00,12361900.00,3544000.00,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,173816182.99,152448748.95,121650078.64,94945622.32,0,26315500.00,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,173816182.99,152448748.95,121650078.64,94945622.32,63478000.00,26315500.00,21311300.00,748900.00,589000.00,1805000.00,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,4362167.95,6073110.79,1915952.16,909335.84,1045200.00,772100.00,2468400.00,1166500.00,761000.00,654900.00,0.0
10,其他应收款(合计),16000.00,16000.00,94000.00,19000.00,0,22700.00,0,0,0,0,0.0
11,应收利息,0,0,0,0,0,0,0,0,0,0,0.0
12,应收股利,0,0,0,0,0,0,0,0,0,0,0.0
13,其他应收款,0,16000.00,94000.00,19000.00,25700.00,22700.00,170900.00,171400.00,4028700.00,411000.00,0.0
14,买入返售金融资产,0,0,0,0,0,0,0,0,0,0,0.0
15,存货,47757102.53,29218700.21,29775399.13,17367755.93,23796200.00,30763800.00,24797100.00,22829300.00,21946900.00,16270300.00,0.0
16,划分为持有待售的资产,0,0,0,0,0,0,0,0,0,0,0.0
17,一年内到期的非流动资产,0,0,0,0,0,0,0,0,0,0,0.0
18,待摊费用,0,0,0,0,0,0,0,0,0,0,0.0
19,待处理流动资产损益,0,0,0,0,0,0,0,0,0,0,0.0
20,其他流动资产,2222635.16,0,0,0,1200000.00,13700400.00,46000000.00,5897500.00,5488500.00,946100.00,0.0
21,流动资产合计,250773313.34,230089219.98,216298449.09,145733992.74,100502800.00,88398100.00,97287700.00,44293900.00,45176000.00,23631200.00,0.0
22,非流动资产,,,,,,,,,,,
23,发放贷款及垫款,0,0,0,0,0,0,0,0,0,0,0.0
24,可供出售金融资产,0,0,0,0,0,0,0,0,0,0,0.0
25,持有至到期投资,0,0,0,0,0,0,0,0,0,0,0.0
26,长期应收款,0,0,0,0,0,0,0,0,0,0,0.0
27,长期股权投资,0,0,0,0,0,0,0,0,0,0,0.0
28,投资性房地产,3908554.86,3980108.28,4123215.12,4409428.80,4552500.00,0,0,0,0,0,0.0
29,在建工程(合计),0,0,0,0,0,0,0,0,0,0,0.0
30,在建工程,0,0,0,0,0,0,53715400.00,0,0,0,0.0
31,工程物资,0,0,0,0,0,0,0,0,0,0,0.0
32,固定资产及清理(合计),56087360.98,56454513.83,57183956.66,58847217.79,0,64155700.00,0,0,0,0,0.0
33,固定资产净额,0,56454513.83,57183956.66,58847217.79,59506000.00,64155700.00,5615300.00,5803200.00,6005800.00,6201500.00,0.0
34,固定资产清理,0,0,0,0,0,0,0,0,0,0,0.0
35,生产性生物资产,0,0,0,0,0,0,0,0,0,0,0.0
36,公益性生物资产,0,0,0,0,0,0,0,0,0,0,0.0
37,油气资产,0,0,0,0,0,0,0,0,0,0,0.0
38,使用权资产,0,0,0,0,0,0,0,0,0,0,0.0
39,无形资产,33522.81,41744.31,84647.58,133241.50,174300.00,153500.00,185200.00,0,0,313400.00,0.0
40,开发支出,0,0,0,0,0,0,0,0,0,0,0.0
41,商誉,0,0,0,0,0,0,0,0,0,0,0.0
42,长期待摊费用,0,0,0,0,0,0,0,9600.00,125400.00,0,0.0
