,报表日期,20191231,20181231,20180630,20171231,20161231,20151231,19700101
0,单位,元,元,元,元,元,元,
1,流动资产,,,,,,,
2,货币资金,54070457.54,82698400.00,98434500.00,125533800.00,51186900.00,37781500.00,0.0
3,交易性金融资产,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0.0
5,应收票据及应收账款,384458915.00,262141000.00,197620800.00,161100800.00,136636100.00,93605200.00,0.0
6,应收票据,64223140.00,0,0,0,0,0,0.0
7,应收账款,320235775.00,0,0,0,0,0,0.0
8,应收款项融资,0,0,0,0,0,0,0.0
9,预付款项,82736.51,429800.00,516300.00,59800.00,21700.00,125800.00,0.0
10,其他应收款(合计),27362485.01,21585400.00,0,8088900.00,0,0,0.0
11,应收利息,0,0,0,0,0,0,0.0
12,应收股利,0,0,0,0,0,0,0.0
13,其他应收款,27362485.01,0,1535800.00,8088900.00,5803400.00,9512900.00,0.0
14,买入返售金融资产,0,0,0,0,0,0,0.0
15,存货,40672700.75,67714000.00,82730300.00,71612200.00,91335700.00,80750200.00,0.0
16,划分为持有待售的资产,0,0,0,0,0,0,0.0
17,一年内到期的非流动资产,0,0,0,0,0,0,0.0
18,待摊费用,0,0,0,0,0,0,0.0
19,待处理流动资产损益,0,0,0,0,0,0,0.0
20,其他流动资产,2937000.00,2283000.00,10000.00,10000.00,10000.00,0,0.0
21,流动资产合计,509584294.81,436851600.00,380847700.00,366405500.00,284993800.00,221775600.00,0.0
22,非流动资产,,,,,,,
23,发放贷款及垫款,0,0,0,0,0,0,0.0
24,可供出售金融资产,0,0,0,0,0,0,0.0
25,持有至到期投资,0,0,0,0,0,0,0.0
26,长期应收款,0,0,0,0,0,0,0.0
27,长期股权投资,0,0,0,0,0,0,0.0
28,投资性房地产,0,0,0,0,0,0,0.0
29,在建工程(合计),0,0,0,0,0,0,0.0
30,在建工程,0,0,0,0,0,0,0.0
31,工程物资,0,0,0,0,0,0,0.0
32,固定资产及清理(合计),4217668.79,3836400.00,0,4321000.00,0,0,0.0
33,固定资产净额,4217668.79,0,3833100.00,4321000.00,5879700.00,7197500.00,0.0
34,固定资产清理,0,0,0,0,0,0,0.0
35,生产性生物资产,0,0,0,0,0,0,0.0
36,公益性生物资产,0,0,0,0,0,0,0.0
37,油气资产,0,0,0,0,0,0,0.0
38,使用权资产,0,0,0,0,0,0,0.0
39,无形资产,51011486.81,254800.00,115700.00,126400.00,91800.00,61900.00,0.0
40,开发支出,0,0,0,0,0,0,0.0
41,商誉,0,0,0,0,0,0,0.0
42,长期待摊费用,1189776.62,1731100.00,2001800.00,2272400.00,2813700.00,3355000.00,0.0
43,递延所得税资产,4476626.64,2409200.00,1916300.00,1707100.00,1213000.00,963000.00,0.0
44,其他非流动资产,535105.80,15416800.00,0,0,0,97000.00,0.0
45,非流动资产合计,61430664.66,23648300.00,7866900.00,8427000.00,9998200.00,11674400.00,0.0
46,资产总计,571014959.47,460499900.00,388714500.00,374832400.00,294992100.00,233449900.00,0.0
47,流动负债,,,,,,,
48,短期借款,14520000.00,0,0,54080300.00,43760000.00,58000000.00,0.0
49,交易性金融负债,0,0,0,0,0,0,0.0
50,应付票据及应付账款,148870048.53,150557800.00,129270100.00,84300500.00,82864800.00,73535800.00,0.0
51,应付票据,85931209.41,0,0,0,0,0,0.0
52,应付账款,62938839.12,0,0,0,0,0,0.0
53,预收款项,1980000.00,0,6000000.00,557500.00,4217000.00,0,0.0
54,应付手续费及佣金,0,0,0,0,0,0,0.0
55,应付职工薪酬,6817772.14,6289400.00,4243500.00,5131200.00,3915100.00,3118200.00,0.0
56,应交税费,10678633.42,11248300.00,6349900.00,14529200.00,11931100.00,5083200.00,0.0
57,其他应付款(合计),804223.11,823000.00,0,2673600.00,0,0,0.0
58,应付利息,0,0,0,0,0,0,0.0
59,应付股利,0,0,0,0,0,0,0.0
60,其他应付款,804223.11,0,1205200.00,2673600.00,741300.00,2130500.00,0.0
61,预提费用,0,0,0,0,0,0,0.0
62,一年内的递延收益,0,0,0,0,0,0,0.0
63,应付短期债券,0,0,0,0,0,0,0.0
64,一年内到期的非流动负债,0,0,0,0,0,0,0.0
65,其他流动负债,0,0,0,0,0,0,0.0
66,流动负债合计,183670677.20,168918500.00,147068800.00,161272200.00,147429300.00,141867700.00,0.0
67,非流动负债,,,,,,,
68,长期借款,0,0,0,0,0,0,0.0
69,应付债券,0,0,0,0,0,0,0.0
70,租赁负债,0,0,0,0,0,0,0.0
71,长期应付职工薪酬,0,0,0,0,0,0,0.0
72,长期应付款(合计),11300000.00,11300000.00,0,11300000.00,0,0,0.0
73,长期应付款,11300000.00,0,11300000.00,11300000.00,11300000.00,11300000.00,0.0
74,专项应付款,0,0,0,0,0,0,0.0
75,预计非流动负债,0,0,0,0,0,0,0.0
76,递延所得税负债,0,0,0,0,0,0,0.0
77,长期递延收益,0,313600.00,0,407400.00,0,0,0.0
78,其他非流动负债,0,0,0,0,0,0,0.0
79,非流动负债合计,11300000.00,11613600.00,11300000.00,11707400.00,11300000.00,11300000.00,0.0
80,负债合计,194970677.20,180532100.00,158368800.00,172979600.00,158729300.00,153167700.00,0.0
81,所有者权益,,,,,,,
82,实收资本(或股本),53600000.00,53600000.00,53600000.00,53600000.00,10000000.00,10000000.00,0.0
83,资本公积,153113683.92,130505700.00,130505700.00,130505700.00,0,0,0.0
84,减：库存股,0,0,0,0,0,0,0.0
